Store,Date,Weekly_Sales,IsHoliday,Dept,_is_imputed
0,2011-12-23,4132.72265625,0.0,5,False
0,2011-12-23,13324.3369140625,0.0,25,False
0,2011-12-23,85423.546875,0.0,93,False
0,2011-12-23,8328.072265625,0.0,12,False
0,2011-12-23,4058.96728515625,0.0,31,False
0,2011-12-23,3451.41552734375,0.0,16,False
0,2011-12-23,14718.322265625,0.0,32,False
0,2011-12-23,2395.7392578125,0.0,2,False
0,2011-12-23,11.942587852478027,0.0,46,False
0,2011-12-23,8014.43310546875,0.0,83,False
0,2011-12-23,4627.5966796875,0.0,5,False
0,2011-12-23,22833.25,0.0,18,False
0,2011-12-23,86202.953125,0.0,95,False
0,2011-12-23,5983.49560546875,0.0,48,False
0,2011-12-23,11418.0009765625,0.0,29,False
0,2011-12-23,37265.0625,0.0,8,False
0,2011-12-23,40072.8984375,0.0,13,False
0,2011-12-23,1170.3148193359375,0.0,99,False
0,2011-12-23,3077.143798828125,0.0,35,False
0,2011-12-23,34945.765625,0.0,8,False
0,2011-12-23,66.07099151611328,0.0,54,False
0,2011-12-23,38699.24609375,0.0,14,False
0,2011-12-23,13714.4482421875,0.0,24,False
0,2011-12-23,80716.765625,0.0,91,False
0,2011-12-23,148.3234100341797,0.0,60,False
0,2011-12-23,5437.50439453125,0.0,71,False
0,2011-12-23,2556.81494140625,0.0,30,False
0,2011-12-23,5418.62255859375,0.0,20,False
0,2011-12-30,20799.4140625,1.0,94,False
0,2011-12-30,41115.328125,1.0,87,False
0,2011-12-30,188.34353637695312,1.0,74,False
0,2011-12-30,362.9622192382813,1.0,99,False
0,2011-12-30,2507.122802734375,1.0,36,False
0,2011-12-30,2294.14892578125,1.0,51,False
0,2011-12-30,284.0980224609375,1.0,99,False
0,2011-12-30,16780.443359375,1.0,77,False
0,2011-12-30,27597.15625,1.0,9,False
0,2011-12-30,191.22369384765625,1.0,77,False
0,2011-12-30,49421.09765625,1.0,94,False
0,2011-12-30,1537.213134765625,1.0,26,False
0,2011-12-30,4872.77294921875,1.0,59,False
0,2011-12-30,3747.33544921875,1.0,22,False
0,2011-12-30,18802.501953125,1.0,18,False
0,2011-12-30,34258.66015625,1.0,96,False
0,2011-12-30,1978.1732177734373,1.0,12,False
0,2011-12-30,7585.04833984375,1.0,21,False
0,2011-12-30,62903.0234375,1.0,93,False
0,2011-12-30,20384.498046875,1.0,1,False
0,2011-12-30,2581.528076171875,1.0,50,False
0,2011-12-30,7132.35107421875,1.0,25,False
0,2011-12-30,23395.654296875,1.0,23,False
0,2011-12-30,24514.53125,1.0,14,False
0,2011-12-30,7524.06640625,1.0,25,False
0,2011-12-30,59669.1328125,1.0,72,False
0,2011-12-30,355.7154846191406,1.0,99,False
0,2011-12-30,2237.958251953125,1.0,30,False
0,2011-12-30,805.0782470703125,1.0,28,False
0,2011-12-30,47840.625,1.0,91,False
0,2011-12-30,1449.5264892578125,1.0,26,False
0,2011-12-30,57520.67578125,1.0,72,False
0,2011-12-30,3114.3896484375,1.0,83,False
0,2011-12-30,1159.3587646484375,1.0,19,False
0,2011-12-30,12736.236328125,1.0,18,False
0,2011-12-30,1004.572509765625,1.0,58,False
0,2011-12-30,1005.4638061523438,1.0,19,False
0,2011-12-30,23713.2421875,1.0,1,False
0,2011-12-30,35387.86328125,1.0,96,False
0,2011-12-30,5140.24658203125,1.0,16,False
0,2011-12-30,1088.0252685546875,1.0,19,False
0,2011-12-30,5162.04541015625,1.0,16,False
0,2011-12-30,23786.689453125,1.0,90,False
0,2011-12-30,32431.587890625,1.0,5,False
0,2011-12-30,23432.998046875,1.0,87,False
0,2011-12-30,4389.15087890625,1.0,16,False
0,2011-12-30,3254.89453125,1.0,71,False
0,2011-12-30,13858.462890625,1.0,32,False
0,2011-12-30,93053.234375,1.0,95,False
0,2011-12-30,55238.9765625,1.0,94,False
0,2011-12-30,160.19561767578125,1.0,54,False
0,2011-12-30,15942.5390625,1.0,80,False
0,2011-12-30,12888.396484375,1.0,46,False
0,2011-12-30,11.435297012329102,1.0,45,False
0,2011-12-30,3687.94384765625,1.0,21,False
0,2011-12-30,15526.8642578125,1.0,79,False
0,2011-12-30,2107.178955078125,1.0,35,False
0,2011-12-30,6875.6572265625,1.0,21,False
0,2011-12-30,1736.9010009765625,1.0,52,False
0,2011-12-30,13807.326171875,1.0,33,False
0,2011-12-30,14181.5732421875,1.0,81,False
0,2011-12-30,6642.1572265625,1.0,67,False
0,2011-12-30,7090.6689453125,1.0,29,False
0,2011-12-30,51414.46875,1.0,90,False
0,2011-12-30,1066.5628662109375,1.0,28,False
0,2011-12-30,30543.98046875,1.0,82,False
0,2011-12-30,28870.859375,1.0,97,False
0,2011-12-30,24771.7578125,1.0,11,False
0,2011-12-30,5598.8291015625,1.0,3,False
0,2011-12-30,54671.96875,1.0,72,False
1,2011-12-02,29370.5859375,0.0,46,False
1,2011-12-02,111957.7734375,0.0,92,False
1,2011-12-02,40392.30859375,0.0,91,False
1,2011-12-02,6419.8486328125,0.0,20,False
1,2011-12-02,32110.599609375,0.0,82,False
1,2011-12-02,21857.396484375,0.0,10,False
1,2011-12-02,2943.25634765625,0.0,30,False
1,2011-12-02,431.0692138671875,0.0,60,False
1,2011-12-02,3958.58837890625,0.0,36,False
1,2011-12-02,2690.258056640625,0.0,85,False
1,2011-12-02,23123.7421875,0.0,22,False
1,2011-12-02,54976.6796875,0.0,91,False
1,2011-12-02,32873.8671875,0.0,14,False
1,2011-12-02,3017.931640625,0.0,27,False
1,2011-12-02,13937.080078125,0.0,80,False
1,2011-12-02,5053.06201171875,0.0,16,False
1,2011-12-02,1611.59130859375,0.0,49,False
1,2011-12-02,13950.9228515625,0.0,3,False
1,2011-12-02,28984.962890625,0.0,93,False
1,2011-12-02,77738.671875,0.0,7,False
1,2011-12-02,34930.2578125,0.0,5,False
1,2011-12-02,31925.091796875,0.0,46,False
1,2011-12-02,53795.1171875,0.0,71,False
1,2011-12-02,82500.9765625,0.0,4,False
1,2011-12-02,3210.70068359375,0.0,85,False
1,2011-12-02,2574.900390625,0.0,52,False
1,2011-12-02,13915.064453125,0.0,3,False
1,2011-12-02,6470.1806640625,0.0,6,False
1,2011-12-02,3722.4443359375,0.0,36,False
1,2011-12-02,31504.5234375,0.0,96,False
1,2011-12-02,14773.486328125,0.0,26,False
1,2011-12-02,117508.7890625,0.0,38,False
1,2011-12-02,4335.8212890625,0.0,2,False
1,2011-12-02,15269.974609375,0.0,17,False
1,2011-12-02,12461.40234375,0.0,6,False
1,2011-12-02,98873.1015625,0.0,90,False
1,2011-12-02,104291.890625,0.0,92,False
1,2011-12-02,11532.8115234375,0.0,7,False
1,2011-12-02,122919.921875,0.0,95,False
1,2011-12-02,103814.1796875,0.0,92,False
1,2011-12-02,67551.6171875,0.0,38,False
1,2011-12-02,2488.18798828125,0.0,41,False
1,2011-12-02,11305.7421875,0.0,46,False
1,2011-12-02,48150.70703125,0.0,4,False
1,2011-12-02,10770.1787109375,0.0,32,False
1,2011-12-02,2309.2236328125,0.0,52,False
1,2011-12-02,5763.2568359375,0.0,16,False
1,2011-12-02,28611.17578125,0.0,46,False
1,2011-12-02,10778.2099609375,0.0,46,False
1,2011-12-02,12735.318359375,0.0,80,False
1,2011-12-02,21290.53515625,0.0,22,False
1,2011-12-02,57005.21875,0.0,71,False
1,2011-12-02,4602.59228515625,0.0,28,False
1,2011-12-02,37.96474838256836,0.0,44,False
1,2011-12-02,20865.484375,0.0,55,False
1,2011-12-02,10725.9375,0.0,52,False
1,2011-12-02,30026.861328125,0.0,82,False
1,2011-12-02,13610.130859375,0.0,74,False
1,2011-12-02,10505.2568359375,0.0,52,False
1,2011-12-02,3586.9912109375,0.0,85,False
1,2011-12-02,1454.2857666015625,0.0,48,False
1,2011-12-02,1819.110595703125,0.0,59,False
1,2011-12-02,13169.423828125,0.0,45,False
1,2011-12-02,59805.3125,0.0,18,False
1,2011-12-02,10584.515625,0.0,21,False
1,2011-12-02,19164.17578125,0.0,81,False
1,2011-12-02,2268.246337890625,0.0,35,False
1,2011-12-02,22287.509765625,0.0,80,False
1,2011-12-02,3206.18994140625,0.0,27,False
1,2011-12-02,1645.691162109375,0.0,59,False
1,2011-12-02,6193.125,0.0,83,False
1,2011-12-02,12956.9775390625,0.0,33,False
1,2011-12-02,21552.640625,0.0,22,False
1,2011-12-02,1854.7733154296875,0.0,58,False
1,2011-12-02,50037.2421875,0.0,91,False
1,2011-12-02,39807.21484375,0.0,10,False
1,2011-12-02,20602.84375,0.0,79,False
1,2011-12-02,5086.98779296875,0.0,36,False
1,2011-12-02,53274.51171875,0.0,7,False
1,2011-12-09,21457.0859375,0.0,80,False
1,2011-12-09,9523.076171875,0.0,20,False
1,2011-12-09,5611.900390625,0.0,12,False
1,2011-12-09,21310.91015625,0.0,34,False
1,2011-12-09,15637.3076171875,0.0,74,False
1,2011-12-09,3905.96533203125,0.0,16,False
1,2011-12-09,2702.781005859375,0.0,16,False
1,2011-12-09,11148.7900390625,0.0,29,False
1,2011-12-09,1098.3150634765625,0.0,28,False
1,2011-12-09,-13.986166954040527,0.0,54,False
1,2011-12-09,47310.98046875,0.0,39,False
1,2011-12-09,56294.99609375,0.0,8,False
1,2011-12-09,87622.6953125,0.0,19,False
1,2011-12-09,4754.19189453125,0.0,30,False
1,2011-12-09,113916.078125,0.0,7,False
1,2011-12-09,25981.041015625,0.0,17,False
1,2011-12-09,3202.745849609375,0.0,58,False
1,2011-12-09,31511.845703125,0.0,82,False
1,2011-12-09,21779.916015625,0.0,97,False
1,2011-12-09,3191.87890625,0.0,41,False
1,2011-12-09,16828.517578125,0.0,25,False
1,2011-12-09,33167.29296875,0.0,58,False
1,2011-12-09,19980.166015625,0.0,25,False
1,2011-12-09,18819.091796875,0.0,22,False
1,2011-12-09,55126.390625,0.0,94,False
1,2011-12-09,18901.400390625,0.0,26,False
1,2011-12-09,123191.4765625,0.0,92,False
1,2011-12-09,28776.76953125,0.0,55,False
1,2011-12-09,10229.451171875,0.0,42,False
1,2011-12-09,16699.009765625,0.0,3,False
1,2011-12-09,50164.46875,0.0,1,False
1,2011-12-09,14672.708984375,0.0,26,False
1,2011-12-09,18998.759765625,0.0,81,False
1,2011-12-09,14703.048828125,0.0,21,False
1,2011-12-09,36776.17578125,0.0,94,False
1,2011-12-09,19172.23828125,0.0,74,False
1,2011-12-09,29070.564453125,0.0,11,False
1,2011-12-09,108321.0703125,0.0,38,False
1,2011-12-09,13025.298828125,0.0,24,False
1,2011-12-09,18410.8828125,0.0,17,False
1,2011-12-09,15195.884765625,0.0,74,False
1,2011-12-09,13723.3720703125,0.0,21,False
1,2011-12-09,54315.84765625,0.0,4,False
1,2011-12-09,62394.08984375,0.0,2,False
1,2011-12-09,108719.1953125,0.0,90,False
1,2011-12-09,33158.26171875,0.0,4,False
1,2011-12-09,15152.1669921875,0.0,25,False
1,2011-12-09,12434.763671875,0.0,21,False
1,2011-12-09,12540.7548828125,0.0,32,False
1,2011-12-09,24275.671875,0.0,97,False
1,2011-12-09,78005.3359375,0.0,91,False
1,2011-12-09,55613.203125,0.0,94,False
1,2011-12-09,97027.53125,0.0,38,False
1,2011-12-09,193348.859375,0.0,92,False
1,2011-12-09,172.13624572753906,0.0,77,False
1,2011-12-09,9076.0888671875,0.0,44,False
1,2011-12-09,7150.11572265625,0.0,6,False
1,2011-12-09,195.8389587402344,0.0,77,False
1,2011-12-09,3967.2685546875,0.0,19,False
1,2011-12-09,3790.217041015625,0.0,41,False
1,2011-12-09,236827.390625,0.0,92,False
1,2011-12-09,22037.38671875,0.0,97,False
1,2011-12-09,7191.57421875,0.0,44,False
1,2011-12-09,84542.1953125,0.0,2,False
1,2011-12-09,16772.205078125,0.0,25,False
1,2011-12-16,32996.4296875,0.0,80,False
1,2011-12-16,5117.7529296875,0.0,58,False
1,2011-12-16,3823.560546875,0.0,83,False
1,2011-12-16,77051.9375,0.0,18,False
1,2011-12-16,67786.21875,0.0,23,False
1,2011-12-16,29447.306640625,0.0,80,False
1,2011-12-16,2694.622802734375,0.0,56,False
1,2011-12-16,13799.716796875,0.0,33,False
1,2011-12-16,20841.96484375,0.0,98,False
1,2011-12-16,5935.0322265625,0.0,12,False
1,2011-12-16,5508.18310546875,0.0,27,False
1,2011-12-16,49315.10546875,0.0,94,False
1,2011-12-16,18878.90625,0.0,26,False
1,2011-12-16,33888.01171875,0.0,55,False
1,2011-12-16,10982.9111328125,0.0,7,False
1,2011-12-16,58589.8984375,0.0,13,False
1,2011-12-16,44720.84375,0.0,56,False
1,2011-12-16,4937.1328125,0.0,58,False
1,2011-12-16,10031.2734375,0.0,44,False
1,2011-12-16,12812.634765625,0.0,44,False
1,2011-12-16,5384.3369140625,0.0,52,False
1,2011-12-16,1437.072998046875,0.0,56,False
1,2011-12-16,3832.678466796875,0.0,83,False
1,2011-12-16,26602.330078125,0.0,81,False
1,2011-12-16,28952.208984375,0.0,87,False
1,2011-12-16,78364.125,0.0,38,False
1,2011-12-16,2323.961181640625,0.0,99,False
1,2011-12-16,42766.7734375,0.0,10,False
1,2011-12-16,15013.6796875,0.0,74,False
1,2011-12-16,31602.04296875,0.0,55,False
1,2011-12-16,129862.9609375,0.0,92,False
1,2011-12-16,12931.912109375,0.0,42,False
1,2011-12-16,3183.904296875,0.0,56,False
1,2011-12-16,4477.17041015625,0.0,32,False
1,2011-12-16,10075.43359375,0.0,49,False
1,2011-12-16,26156.7578125,0.0,81,False
1,2011-12-16,18077.978515625,0.0,25,False
1,2011-12-16,4730.521484375,0.0,31,False
1,2011-12-16,21489.19921875,0.0,98,False
1,2011-12-16,47490.43359375,0.0,82,False
1,2011-12-16,41860.359375,0.0,82,False
1,2011-12-16,21241.669921875,0.0,9,False
1,2011-12-16,26883.599609375,0.0,55,False
1,2011-12-16,6164.7548828125,0.0,12,False
1,2011-12-16,24151.158203125,0.0,24,False
1,2011-12-16,4270.734375,0.0,58,False
1,2011-12-16,15629.0947265625,0.0,33,False
1,2011-12-16,20700.703125,0.0,25,False
1,2011-12-16,207910.515625,0.0,92,False
1,2011-12-16,60819.73828125,0.0,49,False
1,2011-12-16,31629.6953125,0.0,13,False
1,2011-12-16,16014.3798828125,0.0,67,False
1,2011-12-16,27378.7421875,0.0,9,False
1,2011-12-16,27103.646484375,0.0,11,False
1,2011-12-16,145562.484375,0.0,7,False
1,2011-12-16,210694.25,0.0,92,False
1,2011-12-16,106278.84375,0.0,71,False
1,2011-12-16,3505.6630859375,0.0,36,False
1,2011-12-16,16324.4921875,0.0,74,False
1,2011-12-16,4311.36279296875,0.0,85,False
1,2011-12-16,53881.734375,0.0,18,False
1,2011-12-16,59422.4453125,0.0,18,False
1,2011-12-23,68253.265625,0.0,8,False
1,2011-12-23,48267.37109375,0.0,97,False
