Date,Weekly_Sales,Dept,IsHoliday,Store
2011-12-30,200.89,28,True,0
2011-12-09,2441.88,12,False,0
2011-12-09,12011.53,34,False,0
2011-12-23,14046.79,10,False,0
2011-12-16,11589.38,13,False,0
2011-12-02,42987.44,95,False,0
2011-12-30,14640.65,6,True,0
2011-12-30,989.86,41,True,0
2011-12-16,19840.63,96,False,0
2011-12-23,491.8,30,False,0
2011-12-23,1188.15,3,False,0
2011-12-02,-57.07,42,False,0
2011-12-16,93674.39,1,False,0
2011-12-16,1655.22,21,False,0
2011-12-09,3845.71,35,False,0
2011-12-09,-566.42,91,False,0
2011-12-02,33174.75,55,False,0
2011-12-02,18244.94,83,False,0
2011-12-30,17601.36,13,True,0
2011-12-23,14300.43,10,False,0
2011-12-23,40309.01,38,False,0
2011-12-30,6945.0,11,True,0
2011-12-30,695.57,93,True,0
2011-12-30,11366.5,30,True,0
2011-12-09,11475.69,26,True,0
2011-12-02,3043.17,50,False,0
2011-12-02,1575.63,59,False,0
2011-12-02,712.11,41,False,0
2011-12-02,54399.9,82,False,0
2011-12-09,-177.11,42,False,0
2011-12-02,1174.06,56,False,0
2011-12-16,64634.77,95,False,0
2011-12-09,-438.37,47,False,0
2011-12-30,13232.94,34,True,0
2011-12-16,20954.21,46,False,0
2011-12-02,7411.66,92,False,0
2011-12-09,3403.55,21,False,0
2011-12-30,32507.54,95,True,0
2011-12-16,106199.99,23,False,0
2011-12-30,2305.25,80,True,0
2011-12-23,51528.6,72,False,0
2011-12-02,1735.95,55,False,0
2011-12-30,13708.17,9,True,0
2011-12-09,269.64,35,False,0
2011-12-02,17301.58,10,False,0
2011-12-02,2817.66,27,False,0
2011-12-16,56853.82,5,False,0
2011-12-16,18842.58,55,False,0
2011-12-16,62366.75,55,False,0
2011-12-30,36994.53,7,False,0
2011-12-23,84042.82,94,False,0
2011-12-30,2208.85,85,True,0
2011-12-30,-655.75,28,True,0
2011-12-16,54359.71,38,False,0
2011-12-02,2657.21,9,False,0
2011-12-16,8900.11,20,False,0
2011-12-23,2010.65,28,False,0
2011-12-09,-574.42,98,False,0
2011-12-09,1648.28,28,False,0
2011-12-30,37011.42,18,True,0
2011-12-30,27161.68,23,True,0
2011-12-30,-781.28,12,True,0
2011-12-30,17817.27,83,True,0
2011-12-09,23677.53,74,False,0
2011-12-02,-43.65,16,False,0
2011-12-16,32968.48,40,False,0
2011-12-23,21459.59,81,False,0
2011-12-30,9862.14,33,True,0
2011-12-23,22893.1,93,False,0
2011-12-02,17462.8,32,False,0
2011-12-30,35108.44,49,True,0
2011-12-02,6608.18,34,False,0
2011-12-30,15333.63,26,True,0
2011-12-30,4183.18,20,True,0
2011-12-02,14654.09,97,False,0
2011-12-09,21227.74,4,False,0
2011-12-30,19574.45,23,True,0
2011-12-30,193.52,42,True,0
2011-12-16,-562.16,60,False,0
2011-12-30,32745.47,8,True,0
2011-12-02,1687.81,12,False,0
2011-12-30,6893.38,26,True,0
2011-12-09,12524.95,41,False,0
2011-12-30,-798.0,12,True,0
2011-12-30,11563.58,91,True,0
2011-12-09,59282.61,38,False,0
2011-12-30,38276.96,14,True,0
2011-12-02,56446.26,7,False,0
2011-12-09,1928.22,85,False,0
2011-12-02,18005.26,32,False,0
2011-12-30,19671.77,79,True,0
2011-12-30,30819.78,5,True,0
2011-12-23,62228.78,13,False,0
2011-12-09,64.69,27,False,0
2011-12-23,3486.9,42,False,0
2011-12-23,1261.19,56,False,0
2011-12-16,49633.74,5,False,0
2011-12-30,17870.78,74,True,0
2011-12-30,30673.45,94,True,0
2011-12-16,69051.39,32,False,0
2011-12-16,11663.76,55,False,0
2011-12-30,23325.24,91,True,0
2011-12-02,18296.22,9,False,0
2011-12-16,17995.22,80,False,0
2011-12-23,18313.2,23,False,0
2011-12-02,-746.68,12,False,0
2011-12-02,7252.32,23,False,0
2011-12-16,1129.25,16,False,0
2011-12-30,25655.45,1,True,0
2011-12-23,12628.87,10,False,0
2011-12-23,48214.42,92,False,0
2011-12-23,21237.01,56,False,0
2011-12-23,32686.35,94,False,0
2011-12-30,3671.87,28,True,0
2011-12-23,3878.5,59,False,0
2011-12-30,54874.24,7,True,0
2011-12-30,14185.8,41,True,0
2011-12-09,-521.71,99,False,0
2011-12-09,18928.65,2,False,0
2011-12-23,14327.91,79,False,0
2011-12-09,-798.0,36,False,0
2011-12-30,31431.43,90,True,0
2011-12-30,6221.23,3,True,0
2011-12-30,-420.41,28,True,0
2011-12-09,839.9,35,False,0
2011-12-23,11233.95,20,False,0
2011-12-02,17108.71,95,False,0
2011-12-23,788.52,60,False,0
2011-12-02,4466.09,85,False,0
2011-12-02,3329.96,44,False,0
2011-12-30,16956.69,17,True,0
2011-12-09,854.13,85,False,0
2011-12-30,39388.47,23,False,0
2011-12-30,-798.0,54,True,0
2011-12-02,1480.33,19,False,0
2011-12-30,9079.48,67,True,0
2011-12-16,12289.42,3,False,0
2011-12-02,1286.56,28,False,0
2011-12-02,23902.05,38,False,0
2011-12-30,17553.15,25,True,1
2011-12-30,28054.38,4,True,1
2011-12-30,-798.0,22,True,1
2011-12-30,608.79,30,True,1
2011-12-23,30941.93,91,False,1
2011-12-23,7928.91,80,False,1
2011-12-30,15957.46,24,True,1
2011-12-30,-798.0,58,True,1
2011-12-30,30773.42,24,True,1
2011-12-02,16709.34,52,False,1
2011-12-30,18492.77,34,True,1
2011-12-02,11366.08,79,False,1
2011-12-23,13794.8,91,False,1
2011-12-02,20305.59,97,False,1
2011-12-30,16954.56,25,True,1
2011-12-02,13534.17,20,False,1
2011-12-02,23607.95,1,False,1
2011-12-09,203.14,44,False,1
2011-12-23,590.21,37,False,1
2011-12-02,8084.67,24,False,1
2011-12-02,82814.88,81,False,1
2011-12-16,12284.53,87,False,1
2011-12-09,41637.3,94,False,1
2011-12-30,-798.0,11,True,1
2011-12-09,8132.6,26,False,1
2011-12-02,89104.79,92,False,1
2011-12-23,83847.35,92,False,1
2011-12-09,35412.97,55,False,1
2011-12-30,1856.76,27,True,1
2011-12-09,-798.0,45,False,1
2011-12-16,20925.6,8,False,1
2011-12-30,7390.71,81,True,1
2011-12-30,22000.55,80,True,1
2011-12-02,1149.88,99,False,1
2011-12-09,-798.0,6,False,1
2011-12-02,1338.27,85,False,1
2011-12-16,58143.59,82,False,1
2011-12-02,1326.74,3,False,1
2011-12-30,-798.0,19,True,1
2011-12-23,8621.53,92,False,1
2011-12-09,4268.55,52,False,1
2011-12-02,-798.0,56,False,1
2011-12-09,6039.08,35,False,1
2011-12-30,24644.59,8,True,1
2011-12-02,1896.45,97,False,1
2011-12-16,138051.35,92,False,1
2011-12-16,28.86,52,False,1
2011-12-30,15156.62,26,True,1
2011-12-09,32265.47,1,False,1
2011-12-09,18234.48,93,False,1
2011-12-30,5106.78,36,True,1
2011-12-30,596.03,30,True,1
2011-12-02,8204.65,23,False,1
2011-12-23,31211.27,9,False,1
2011-12-16,45334.97,10,False,1
2011-12-16,21617.08,9,False,1
2011-12-30,1805.99,56,True,1
2011-12-02,39491.53,87,False,1
2011-12-30,2850.54,74,True,1
2011-12-30,19583.66,32,True,1
2011-12-30,-798.0,28,True,1
2011-12-23,69766.79,96,False,1
2011-12-16,30106.22,37,False,1
2011-12-16,17802.18,11,False,1
2011-12-30,4877.33,20,True,1
2011-12-23,43662.55,93,False,1
2011-12-30,67029.02,38,True,1
2011-12-30,31088.41,92,True,1
2011-12-16,29288.39,96,False,1
2011-12-30,4677.03,56,True,1
2011-12-02,16869.36,80,False,1
2011-12-16,21359.81,18,False,1
2011-12-30,9639.18,5,True,1
2011-12-16,1973.43,14,False,1
2011-12-02,683.12,2,False,1
2011-12-30,9031.45,49,True,1
2011-12-30,-798.0,28,True,1
2011-12-02,1868.1,41,False,1
2011-12-02,5041.27,25,False,1
2011-12-16,47933.57,3,False,1
2011-12-09,600.68,96,False,1
2011-12-09,108088.18,72,False,1
2011-12-23,85402.99,94,False,1
2011-12-16,-798.0,28,False,1
2011-12-16,79361.03,2,False,1
2011-12-09,8291.61,72,False,1
2011-12-30,-765.37,12,True,1
2011-12-30,9237.26,90,True,1
2011-12-30,3290.06,31,True,1
2011-12-02,4802.41,48,False,1
2011-12-30,7604.01,96,True,1
2011-12-02,-696.79,41,False,1
2011-12-30,22280.63,87,True,1
2011-12-09,1003.18,94,False,1
2011-12-16,50306.46,22,False,1
2011-12-16,22609.38,2,False,1
2011-12-30,20156.21,67,True,1
2011-12-09,1725.04,35,False,1
2011-12-02,10032.52,55,False,1
2011-12-23,-98.38,50,False,1
2011-12-23,3859.52,59,False,1
2011-12-09,4392.56,8,False,1
2011-12-30,15383.27,26,True,1
2011-12-02,11694.99,58,False,1
2011-12-16,116650.8,72,False,1
2011-12-23,-798.0,52,False,1
2011-12-23,2192.22,99,False,1
2011-12-23,801.17,31,False,1
2011-12-23,750.23,96,False,1
2011-12-30,-700.09,37,True,1
2011-12-02,2630.43,58,False,1
2011-12-30,-379.77,12,True,1
2011-12-09,-290.57,87,False,1
2011-12-23,15964.61,32,False,1
2011-12-23,24665.9,92,False,1
2011-12-23,-798.0,60,False,1
2011-12-30,32045.92,40,True,1
2011-12-16,26498.64,1,False,1
2011-12-30,592.73,16,True,1
2011-12-30,20071.91,11,True,1
2011-12-23,15846.76,44,False,1
2011-12-23,81347.46,41,False,1
2011-12-02,7278.06,35,False,1
2011-12-09,1159.47,60,False,1
2011-12-16,24597.04,95,False,1
2011-12-16,52792.18,92,False,1
2011-12-30,7260.21,13,True,1
2011-12-30,10266.41,23,True,1
2011-12-30,602.47,82,True,1
2011-12-02,9422.87,32,False,1
2011-12-02,14446.34,55,False,1
2011-12-23,38402.11,93,False,1
2011-12-02,23057.32,87,False,1
2011-12-16,23134.92,82,False,1
2011-12-23,118417.42,18,False,1
2011-12-16,15278.18,25,False,1
2011-12-30,13558.31,11,True,1
2011-12-09,-798.0,99,False,1
2011-12-23,33426.84,91,False,1
2011-12-02,-798.0,56,False,1
2011-12-16,39258.38,72,False,1
2011-12-30,7043.84,98,True,1
2011-12-02,40503.75,2,False,1
2011-12-30,5688.82,48,False,1
2011-12-23,7801.73,24,False,1
2011-12-09,14649.39,17,False,1
2011-12-16,423.28,52,False,1
2011-12-02,4328.7,71,False,1
2011-12-23,8900.24,17,False,1
2011-12-23,197.35,41,False,1
2011-12-23,17768.81,11,False,1
2011-12-23,50255.41,23,False,1
2011-12-09,2415.63,41,False,1
2011-12-23,84698.04,2,False,1
2011-12-30,451.24,52,False,1
2011-12-16,1167.22,21,False,1
2011-12-23,442.36,28,False,1
2011-12-30,40490.13,23,True,1
2011-12-09,1614.2,42,False,1
2011-12-23,13765.49,81,False,1
2011-12-02,9246.03,29,False,1
2011-12-02,8873.87,97,False,1
2011-12-30,8185.7,21,True,1
2011-12-02,1507.39,3,False,1
2011-12-23,575.45,36,False,1
2011-12-30,19065.89,14,True,1
2011-12-02,6192.78,37,False,1
2011-12-23,33685.63,55,False,1
2011-12-30,7823.96,71,True,1
2011-12-02,1437.65,85,False,1
2011-12-09,-798.0,56,False,1
2011-12-02,62125.79,8,False,1
2011-12-30,-798.0,60,True,1
2011-12-02,16263.33,80,False,1
2011-12-30,331.06,35,True,1
2011-12-30,1125.18,36,True,1
2011-12-09,1014.91,17,False,1
2011-12-23,354.04,95,False,1
2011-12-30,36.02,58,True,1
2011-12-02,24801.17,82,False,1
2011-12-30,13094.78,97,True,1
2011-12-09,4599.18,37,False,1
2011-12-09,4562.9,10,False,1
2011-12-23,6632.63,44,False,1
2011-12-30,7246.65,25,True,1
2011-12-16,43831.17,7,False,1
2011-12-09,17936.76,9,False,1
2011-12-30,2696.27,91,True,1
2011-12-09,1090.09,19,False,1
2011-12-16,27861.2,1,False,1
2011-12-23,74936.25,72,False,1
2011-12-30,-798.0,21,True,1
2011-12-23,1137.51,27,False,1
2011-12-02,16319.27,24,False,1
2011-12-16,14806.82,40,False,1
2011-12-30,16018.24,10,True,1
2011-12-16,67.13,80,False,1
2011-12-09,7288.34,44,False,1
2011-12-02,2721.29,98,False,1
2011-12-23,2026.49,17,False,1
2011-12-16,179974.57,72,False,1
2011-12-02,4787.57,91,False,1
2011-12-16,-254.98,19,False,1
2011-12-02,15744.04,10,False,1
2011-12-30,1555.58,30,True,1
2011-12-30,8746.23,71,True,1
2011-12-16,11562.03,4,False,1
2011-12-16,40086.2,13,False,1
2011-12-16,27222.12,92,False,1
2011-12-16,30550.0,92,False,1
2011-12-02,14228.11,95,False,1
2011-12-16,50113.53,18,False,1
2011-12-23,6773.38,82,False,1
2011-12-09,1516.16,56,False,1
2011-12-30,20653.12,32,True,1
2011-12-09,-614.96,28,False,1
2011-12-16,48433.62,94,False,1
2011-12-30,17108.57,97,True,1
2011-12-02,52891.23,40,False,1
2011-12-16,56014.31,72,False,1
2011-12-23,12870.24,26,False,1
2011-12-09,54867.14,38,False,1
2011-12-02,16274.31,11,False,1
2011-12-16,16012.85,23,False,1
2011-12-16,16648.45,40,False,1
2011-12-16,471.42,21,False,1
2011-12-02,22837.44,82,False,1
2011-12-23,-798.0,60,False,1
2011-12-09,1592.85,71,False,1
2011-12-16,53880.33,95,False,1
2011-12-30,33070.03,97,True,1
2011-12-30,29734.75,6,True,1
2011-12-02,10970.69,44,False,1
2011-12-30,4518.43,60,True,2
2011-12-23,20633.67,29,False,2
2011-12-09,244.35,52,False,2
2011-12-30,38290.44,79,True,2
2011-12-30,9351.96,91,True,2
2011-12-30,28462.68,79,True,2
2011-12-30,-798.0,28,True,2
2011-12-16,15224.7,5,False,2
2011-12-02,4274.15,67,False,2
2011-12-16,75680.9,55,False,2
2011-12-09,19035.64,3,False,2
2011-12-23,-28.71,93,False,2
2011-12-16,24847.6,94,False,2
2011-12-16,43857.73,55,False,2
2011-12-30,5575.44,14,True,2
2011-12-30,9812.11,67,True,2
2011-12-16,46688.15,46,False,2
2011-12-16,13923.13,7,False,2
2011-12-30,28700.84,94,True,2
2011-12-23,16118.65,71,False,2
2011-12-23,5592.4,49,False,2
2011-12-16,2423.74,16,False,2
2011-12-30,15892.09,26,True,2
2011-12-16,17492.3,17,False,2
2011-12-02,1740.46,83,False,2
2011-12-02,78077.99,5,False,2
2011-12-23,14935.29,33,False,2
2011-12-09,17366.71,49,False,2
2011-12-30,24668.6,46,True,2
2011-12-30,34004.36,80,True,2
2011-12-16,80096.32,56,False,2
2011-12-02,1312.19,56,False,2
2011-12-09,5535.07,12,False,2
2011-12-16,39833.07,98,False,2
2011-12-16,2528.16,98,False,2
2011-12-09,7976.73,21,False,2
2011-12-23,33081.96,19,False,2
2011-12-30,23991.03,82,True,2
2011-12-16,20648.13,11,False,2
2011-12-30,23232.4,4,True,2
2011-12-16,16998.2,59,False,2
2011-12-30,19444.06,94,True,2
2011-12-23,159.62,60,False,2
2011-12-16,28445.82,2,False,2
2011-12-23,4393.27,44,False,2
2011-12-23,75974.08,45,False,2
2011-12-23,-671.79,35,False,2
2011-12-16,39128.78,2,False,2
2011-12-30,-300.9,45,True,2
2011-12-30,20696.4,3,True,2
2011-12-30,1373.16,25,True,2
2011-12-02,594.65,47,False,2
2011-12-23,1481.69,37,False,2
2011-12-30,5156.88,6,True,2
2011-12-30,13218.06,29,True,2
2011-12-09,37667.16,18,False,2
2011-12-09,1285.68,3,False,2
2011-12-16,40704.97,91,False,2
2011-12-16,633.52,27,False,2
2011-12-09,12687.21,16,False,2
2011-12-09,592.74,37,False,2
2011-12-09,-141.57,59,False,2
2011-12-30,29443.22,5,True,2
2011-12-30,38975.78,1,True,2
2011-12-02,18032.79,98,False,2
2011-12-23,58768.96,8,False,2
2011-12-30,34704.51,23,True,2
2011-12-30,18862.86,23,True,2
2011-12-30,9002.93,67,True,2
2011-12-09,1590.84,42,False,2
2011-12-30,8109.63,12,True,2
2011-12-30,9929.36,46,True,2
2011-12-23,-798.0,27,False,2
2011-12-30,-798.0,56,True,2
2011-12-16,66862.52,38,False,2
2011-12-09,671.74,52,False,2
2011-12-23,17450.91,85,False,2
2011-12-30,25362.95,92,True,2
2011-12-23,15894.08,17,False,2
2011-12-16,-798.0,80,False,2
2011-12-23,1536.86,17,False,2
2011-12-30,21189.37,81,True,2
2011-12-30,16709.72,23,True,2
2011-12-09,2251.13,28,False,2
2011-12-30,35654.91,11,True,2
2011-12-02,200.42,71,False,2
2011-12-09,6022.18,29,False,2
2011-12-30,30988.21,79,True,2
2011-12-16,45816.78,2,False,2
2011-12-30,16340.1,87,True,2
2011-12-23,47917.85,95,False,2
2011-12-02,27350.97,7,False,2
2011-12-23,-529.05,27,False,2
2011-12-02,3489.3,44,False,2
2011-12-30,5012.46,30,True,2
2011-12-16,14455.52,80,False,2
2011-12-23,36035.81,18,False,2
2011-12-30,12010.3,13,True,2
2011-12-09,4098.17,27,False,2
2011-12-30,137.34,28,True,2
2011-12-30,2383.15,19,True,2
2011-12-02,6197.19,21,False,2
2011-12-30,1027.34,31,True,2
2011-12-16,103309.62,18,False,2
2011-12-02,23814.31,79,False,2
2011-12-30,7108.6,67,True,2
2011-12-09,197.82,19,False,2
2011-12-30,15756.88,6,True,2
2011-12-02,6762.97,20,False,2
2011-12-09,46.1,27,False,2
2011-12-02,18622.7,80,False,2
2011-12-30,27324.37,1,True,2
2011-12-02,6356.51,85,False,2
2011-12-16,79700.21,38,False,2
2011-12-09,46119.42,44,False,2
2011-12-09,462.8,54,False,2
2011-12-30,2103.97,12,True,2
2011-12-16,-798.0,28,False,2
2011-12-30,1737.55,6,True,2
2011-12-30,7193.89,32,True,2
2011-12-30,26959.13,91,True,2
2011-12-16,6912.56,2,False,2
2011-12-09,44232.49,67,False,2
2011-12-09,721.54,28,False,2
2011-12-02,1596.47,20,False,2
2011-12-30,40014.08,46,True,2
2011-12-30,2853.13,49,True,2
2011-12-16,109104.39,71,False,2
2011-12-09,41269.81,8,False,2
2011-12-16,43669.3,13,False,2
2011-12-30,34559.21,40,True,2
2011-12-23,86228.22,38,False,2
2011-12-09,57827.3,95,False,2
2011-12-23,-671.56,45,False,2
2011-12-16,10929.9,17,False,2
2011-12-23,7031.62,91,False,2
2011-12-23,977.82,71,False,2
2011-12-16,40540.47,72,False,2
2011-12-30,1870.32,41,True,2
2011-12-02,13432.73,24,False,2
2011-12-30,29865.66,87,True,2
2011-12-30,21213.82,92,True,2
2011-12-09,2172.77,27,False,2
2011-12-16,29197.25,95,False,2
2011-12-02,4574.1,34,False,2
2011-12-30,12233.72,29,True,2
2011-12-23,1813.52,59,False,2
2011-12-30,21455.79,16,True,2
2011-12-16,53834.6,2,False,2
2011-12-02,12181.12,58,False,2
2011-12-30,804.3,14,True,2
2011-12-16,-798.0,54,False,2
2011-12-09,7574.13,26,False,2
2011-12-09,3999.03,50,False,2
2011-12-30,19517.96,21,True,2
2011-12-23,42835.6,55,False,2
2011-12-16,69196.44,67,False,2
2011-12-09,1072.68,19,False,2
2011-12-16,33280.57,46,False,2
2011-12-16,676.5,41,False,2
2011-12-30,17172.73,4,True,2
2011-12-23,11208.43,35,False,2
2011-12-30,4824.91,31,True,2
2011-12-30,22302.68,7,True,2
2011-12-23,2794.78,60,False,2
2011-12-23,6392.75,21,False,2
2011-12-30,4710.96,26,True,2
2011-12-16,27645.93,93,False,2
2011-12-16,19545.49,17,False,2
2011-12-30,757.27,74,True,2
2011-12-16,29886.22,93,False,2
2011-12-30,40151.62,7,True,2
2011-12-16,12536.69,17,False,2
2011-12-09,-279.1,45,False,2
2011-12-23,-360.18,17,False,2
2011-12-16,20136.81,42,False,2
2011-12-30,6308.84,24,True,2
2011-12-02,1312.8,12,False,2
2011-12-23,16835.98,10,False,2
2011-12-02,19070.62,23,False,2
2011-12-16,34429.41,2,False,2
2011-12-02,56330.61,46,False,2
2011-12-30,31909.52,1,True,2
2011-12-30,19372.23,1,True,2
2011-12-09,11690.24,17,False,2
2011-12-30,28193.04,79,True,2
2011-12-30,7736.89,42,True,2
2011-12-30,109173.37,95,True,2
2011-12-09,740.36,27,False,2
2011-12-30,2206.7,26,True,2
2011-12-23,106870.67,55,False,2
2011-12-16,23778.67,67,False,2
2011-12-02,1011.98,41,False,2
2011-12-23,41582.85,46,False,2
2011-12-30,79.48,85,True,2
2011-12-30,1654.5,4,True,2
2011-12-09,3192.79,98,False,2
2011-12-09,38276.6,38,False,2
2011-12-30,15780.22,21,True,2
2011-12-16,10898.6,6,False,2
2011-12-02,34500.81,56,False,2
2011-12-23,42171.85,82,False,2
2011-12-23,249.47,80,False,2
2011-12-09,61.89,85,False,2
2011-12-02,50280.87,91,False,2
2011-12-30,9962.57,30,True,2
2011-12-09,-653.9,80,False,2
2011-12-09,763.75,35,False,2
2011-12-30,7197.71,71,True,2
2011-12-30,30768.3,96,True,2
2011-12-02,38537.34,91,False,2
2011-12-30,24413.29,32,True,2
2011-12-16,27699.0,91,False,2
2011-12-30,21688.0,96,True,2
2011-12-16,2349.11,35,False,2
2011-12-30,7687.41,94,True,2
2011-12-30,23963.62,11,True,2
2011-12-23,3098.97,48,False,2
2011-12-30,21154.22,3,True,2
2011-12-09,-798.0,56,False,2
2011-12-23,19103.06,22,False,2
2011-12-30,9874.36,29,True,2
2011-12-23,14045.24,4,False,2
2011-12-30,1710.58,52,True,2
2011-12-16,75752.35,72,False,2
2011-12-09,96277.48,7,False,2
2011-12-16,49555.06,80,False,2
2011-12-30,3684.94,41,True,2
2011-12-30,29238.15,92,True,2
2011-12-30,1935.1,52,True,2
2011-12-23,29299.32,55,False,2
2011-12-30,-798.0,54,True,2
2011-12-30,27077.75,95,True,2
2011-12-09,50227.16,38,False,2
2011-12-30,1129.28,3,True,2
2011-12-16,753.28,99,False,2
2011-12-16,8447.65,80,False,2
2011-12-30,608.28,83,True,2
2011-12-02,7705.14,9,False,2
2011-12-09,2306.21,55,False,2
2011-12-16,23588.19,55,False,2
2011-12-23,2502.0,72,False,2
2011-12-30,-798.0,12,True,2
2011-12-23,1504.15,58,False,2
2011-12-23,45005.82,18,False,2
2011-12-02,17771.36,91,False,2
2011-12-09,22520.79,3,False,2
2011-12-30,18402.21,4,True,2
2011-12-23,5215.97,24,False,2
2011-12-09,22570.28,80,False,2
2011-12-30,8312.79,85,True,2
2011-12-09,6306.48,32,False,2
2011-12-09,5854.8,27,False,2
2011-12-16,34824.47,22,False,2
2011-12-30,34875.57,34,True,2
2011-12-16,12309.55,11,False,2
2011-12-30,30077.24,79,True,2
2011-12-02,76834.76,56,False,2
2011-12-16,14531.76,29,False,2
2011-12-09,29775.96,82,False,2
2011-12-16,17053.79,11,False,2
2011-12-09,12245.29,82,False,2
2011-12-02,8733.69,44,False,2
2011-12-02,-722.3,52,False,2
2011-12-30,37486.21,7,True,2
2011-12-30,19087.89,8,True,2
2011-12-09,37696.38,11,False,2
2011-12-16,22720.27,11,False,2
2011-12-30,-798.0,45,True,2
2011-12-09,1841.59,52,False,2
2011-12-02,24800.6,96,False,2
2011-12-02,91291.57,5,False,2
2011-12-09,25024.25,11,False,2
2011-12-23,77479.19,94,False,2
2011-12-23,21205.24,71,False,2
2011-12-09,775.73,36,False,2
2011-12-23,4842.78,21,False,2
2011-12-09,-466.0,98,False,2
2011-12-09,-167.4,78,False,2
2011-12-16,1353.14,36,False,2
2011-12-02,2734.91,85,False,2
2011-12-30,37586.26,92,True,2
2011-12-23,36791.97,93,False,2
2011-12-30,39105.54,40,True,2
2011-12-30,36427.76,7,True,2
2011-12-30,4710.55,85,True,2
2011-12-16,8325.62,26,False,2
2011-12-09,216.62,54,False,2
2011-12-02,9567.98,19,False,2
2011-12-23,19837.1,95,False,2
2011-12-30,-538.41,56,True,2
2011-12-30,7946.17,3,True,2
2011-12-30,12065.54,74,True,2
2011-12-30,20813.74,17,True,2
2011-12-09,-798.0,60,False,2
2011-12-23,22715.37,25,False,2
2011-12-23,19594.58,81,False,2
2011-12-23,26156.72,56,False,2
2011-12-16,1256.37,36,False,2
2011-12-30,29867.47,34,True,2
2011-12-02,11933.08,90,False,2
2011-12-23,6676.3,6,False,2
2011-12-16,2294.99,20,False,2
2011-12-02,8145.76,22,False,2
2011-12-30,-798.0,28,True,2
