Store,Date,MarkDown1,IsHoliday,MarkDown4,MarkDown3,Fuel_Price,Unemployment,Temperature,MarkDown5,MarkDown2,CPI,_is_imputed
6,2011-12-09,2820.4579,False,386.94769591158,806.4144491851971,3.348,6.731,48.4,5790.04,0.03,143.4847414,False
6,2011-12-16,,,,,,,,,,,True
6,2011-12-23,364.7175,False,221.899154515783,390.1129074434355,3.108,8.023,39.51,5144.96,30782.85901441885,133.4809358,False
6,2011-12-23,8629.0873,False,805.612851829261,505.1752677991948,3.635,7.478,47.54,3429.02,1887.314482814769,142.9497674,False
6,2011-12-30,2164.5017,False,1373.353920407307,534.6274579139464,3.347,6.716,43.56,758.04,43.877627217462,200.8536975,False
7,2011-12-02,372.3645,False,2.0,-0.87,3.098,7.614,32.58,3626.93,10497.623879000754,140.0309038,False
7,2011-12-02,594.8882,False,123.859918219384,53.160310717004,3.355,7.458,43.55,2875.56,6531.968799908608,195.0424334,False
7,2011-12-02,1322.5874,False,1425.641147709891,956.8009347458548,3.394,8.236,25.76,5564.45,0.03,135.14759,False
7,2011-12-02,6459.7749,False,3971.290089317328,-0.87,3.701,8.801,47.75,9384.98,0.03,129.8459667,False
7,2011-12-02,11002.5049,False,1098.10221054252,-0.87,3.701,8.389,53.1,5832.58,9088.770542800405,129.8459667,False
7,2011-12-09,,,,,,,,,,,True
7,2011-12-16,,,,,,,,,,,True
7,2011-12-23,,,,,,,,,,,True
7,2011-12-30,,,,,,,,,,,True
8,2011-12-02,2386.0891,False,1439.184643102496,824.6822020437296,3.443,10.507,50.28,2864.37,0.03,137.9600733,False
8,2011-12-02,2263.5547,False,980.566351175091,2550.8513841319427,3.528,8.154,43.41,5362.56,6233.04868230999,143.7776397,False
8,2011-12-09,4566.6069,False,417.538288688188,412.6119907588858,3.261,7.751,52.07,27209.03,12547.219401918872,218.0723468,False
8,2011-12-16,,,,,,,,,,,True
8,2011-12-23,4137.3519,False,1822.215822276195,-0.87,3.543,6.784,42.95,3040.21,0.03,223.2496766,False
8,2011-12-23,8910.5794,True,654.622336743789,-0.87,3.237,6.311,44.76,3693.44,52039.720554684,220.2069372,False
8,2011-12-30,,,,,,,,,,,True
9,2011-12-02,2997.3172,False,2.0,-0.87,3.491,12.89,37.84,2146.93,11317.178676599297,130.2073042,False
9,2011-12-02,1799.017,False,1198.809364605235,-0.87,3.5,6.271,47.9,3248.91,2210.906652978594,132.8940417,False
9,2011-12-09,,,,,,,,,,,True
9,2011-12-16,8374.0423,False,3921.03852549523,710.7477575903813,3.14,6.778,20.43,4441.6,10434.26167979605,137.2308609,False
9,2011-12-23,9997.2264,False,1196.682646676207,394.9863342844933,3.283,9.741,49.2,20286.24,5902.110470002394,223.2496766,False
9,2011-12-30,2733.8567,False,733.865017024847,986.2426448273504,3.4,8.591,33.59,9175.23,6257.728434053111,129.8459667,False
10,2011-12-02,488.626,False,1581.491955391215,803.1295384839843,3.458,8.523,18.22,6570.6,8789.262080630511,197.9738213,False
10,2011-12-02,3328.5946,False,2045.710660000974,-0.87,3.406,12.89,43.1,14232.77,0.03,137.7306802,False
10,2011-12-09,,,,,,,,,,,True
10,2011-12-16,,,,,,,,,,,True
10,2011-12-23,2856.1423,False,4943.784346964589,3389.2424869269544,3.169,7.754,42.15,6299.17,9590.47503343139,138.0875571,False
10,2011-12-23,1194.3321,True,145.707562814898,-0.87,3.098,8.258,47.92,2351.12,30881.29921910096,133.9079249,False
10,2011-12-30,5914.5871,True,1071.966654946062,-0.87,3.098,4.574,30.47,2905.58,1097.066218275016,133.9790838,False
11,2011-12-02,2537.8229,False,291.451017107961,1139.9035073954374,3.103,5.712,41.61,3804.26,15987.62388957312,133.7570184,False
11,2011-12-02,5366.2397,False,2.0,976.708296924118,3.519,8.566,42.82,4452.32,2021.947591645752,130.850658,False
11,2011-12-09,,,,,,,,,,,True
11,2011-12-16,,,,,,,,,,,True
11,2011-12-23,965.5261,False,228.471272756023,-0.87,3.545,7.822,43.35,3339.15,14213.985075143592,145.0930889,False
11,2011-12-23,9429.5591,False,1362.474618897625,123.2681737882709,3.384,4.843,44.73,4196.89,10843.460509436503,134.6503042,False
11,2011-12-30,4296.5803,True,2.0,-0.87,3.098,6.394,13.13,153.9,20671.957856432105,129.8459667,False
12,2011-12-02,509.819,False,4081.813834243216,714.8073827109386,3.518,7.037,38.72,6702.25,0.03,208.9017109,False
12,2011-12-09,,,,,,,,,,,True
12,2011-12-16,1450.8583,False,777.884932410935,1872.4427847132863,3.444,6.854,54.38,5748.21,8163.068607565312,143.1584229,False
12,2011-12-23,1233.3555,False,5958.583498645719,2751.8712060561056,3.553,8.172,32.23,2916.4,498.006641312231,138.0387758,False
12,2011-12-23,9342.1506,False,1743.023097541468,210.753676464848,3.522,6.775,16.73,7543.19,3233.498456696621,134.587531,False
12,2011-12-30,6692.931,True,1558.387169338328,-0.87,3.41,12.89,23.23,2473.25,13864.135269573704,129.8459667,False
13,2011-12-02,1995.8511,False,2246.048961275168,807.896464479342,3.465,7.972,11.17,6845.88,0.03,139.1266587,False
13,2011-12-02,11006.9158,False,691.722221465435,1115.9084117587329,3.661,6.936,17.36,10878.98,0.03,130.5462865,False
13,2011-12-09,,,,,,,,,,,True
13,2011-12-16,0.5,False,1970.691092707701,180.050771421066,3.285,7.418,26.76,4026.48,0.03,194.7461827,False
13,2011-12-23,9838.0354,False,679.043386352038,597.7327363849973,3.368,6.203,45.51,7388.2,0.03,223.2496766,False
13,2011-12-23,8439.5445,True,2.0,-0.87,3.219,8.25,43.84,5441.08,17812.934445051047,213.8840392,False
13,2011-12-30,,,,,,,,,,,True
14,2011-12-02,2106.1355,False,1267.719119634257,368.7243686491334,3.335,7.045,35.03,153.9,44356.505358215785,137.757323,False
14,2011-12-02,8684.7349,False,313.648574025433,-0.87,3.445,9.099,33.83,4545.36,4446.509412505081,208.5568045,False
14,2011-12-02,5530.6205,False,489.511385315561,-0.87,3.395,6.958,42.04,9563.8,370.180559196958,129.8459667,False
14,2011-12-09,,,,,,,,,,,True
14,2011-12-16,14.1389,False,3953.478163814112,560.9280577952919,3.11,4.42,46.17,7126.62,1659.447107846977,144.31776,False
14,2011-12-16,8906.1756,False,157.754432686208,231.553779984782,3.574,8.113,43.04,8108.87,4797.768207538121,140.4815738,False
14,2011-12-23,,,,,,,,,,,True
14,2011-12-30,,,,,,,,,,,True
15,2011-12-02,5399.8421,False,295.928083596246,1045.7018724879265,3.543,7.027,34.07,2090.67,0.03,129.8459667,False
15,2011-12-09,,,,,,,,,,,True
15,2011-12-16,,,,,,,,,,,True
15,2011-12-23,9143.7812,True,374.498755380925,-0.87,3.336,6.524,41.92,4775.48,0.03,135.8713283,False
15,2011-12-30,2593.8099,True,806.895646362787,-0.87,3.229,7.305,11.17,153.9,62138.45776091947,223.2496766,False
15,2011-12-30,2385.6894,False,13.916653845929,-0.87,3.669,9.566,47.9,4009.25,0.03,133.6362831,False
15,2011-12-30,7549.5259,False,3447.611286829902,122.7462327413362,3.098,6.758,43.79,5071.58,1696.262347154148,201.5243429,False
16,2011-12-02,8145.5099,False,739.777006173618,341.8743916646482,3.325,8.247,34.42,21056.58,0.03,136.4657202,False
16,2011-12-09,2564.855,False,1582.814472299257,-0.87,3.114,6.401,32.8,4298.61,7371.344070088442,223.2496766,False
16,2011-12-09,1192.0512,False,869.473124167016,2094.0118700742337,3.165,6.516,59.69,35382.93,7632.425123280238,199.6928995,False
16,2011-12-09,5921.0845,False,385.381803515937,2976.058210818004,3.187,9.133,28.01,2808.05,0.03,142.533755,False
16,2011-12-16,,,,,,,,,,,True
16,2011-12-23,1497.6651,False,83.345777687099,1386.4283642968132,3.342,12.89,27.73,3115.17,0.03,139.6880795,False
16,2011-12-30,,,,,,,,,,,True
17,2011-12-02,2247.3206,False,619.606077361027,2219.733209645656,3.489,12.89,30.62,3221.03,11612.096748091386,206.8593525,False
17,2011-12-09,,,,,,,,,,,True
17,2011-12-16,704.1018,False,1353.325601748025,-0.87,3.464,7.657,26.82,2253.34,2201.361770580802,143.63884,False
17,2011-12-16,1960.0898,False,5085.187803150743,-0.87,3.381,11.072,55.73,3629.79,7585.039654762093,129.8459667,False
17,2011-12-23,2107.4202,False,618.623658043228,749.5912102998807,3.098,5.225,38.42,1768.65,7445.410939026049,131.7751446,False
17,2011-12-30,10352.4321,False,130.656774281212,-0.87,3.098,7.259,36.8,2821.96,0.03,205.5121485,False
18,2011-12-02,7672.4745,False,1822.922263823647,-0.87,3.314,12.415,40.46,7219.56,5572.157031565052,129.8459667,False
18,2011-12-02,3604.1577,False,4343.956039090641,-0.87,3.456,7.515,32.62,2531.14,7672.890596512423,132.7243571,False
18,2011-12-09,,,,,,,,,,,True
18,2011-12-16,,,,,,,,,,,True
18,2011-12-23,579.5249,False,1334.740032639187,-0.87,3.142,8.325,15.6,4799.33,9678.429181416284,203.8195093,False
18,2011-12-23,4377.6698,False,1353.403478661176,-0.87,3.592,8.173,50.69,4136.91,9872.786023278242,133.9211165,False
18,2011-12-23,2063.1633,False,1542.130174921888,159.6058429102136,3.52,7.108,29.31,658.22,411.400248819826,129.8459667,False
18,2011-12-30,,,,,,,,,,,True
19,2011-12-02,8821.8807,False,5482.303378826919,515.6821822486723,3.456,8.427,25.42,37581.27,0.03,129.8459667,False
19,2011-12-09,6150.6269,False,1735.891102218328,1002.9817742170752,3.459,8.677,48.22,14609.67,6734.6654994173,138.8143688,False
19,2011-12-16,,,,,,,,,,,True
19,2011-12-23,8257.3055,False,3858.029320780638,189.0519978544396,3.119,8.02,32.69,10804.84,1766.686035532459,209.6335148,False
19,2011-12-30,9448.6862,True,424.535156562992,-0.87,3.386,7.812,39.98,5206.16,6196.754950050775,223.2496766,False
19,2011-12-30,1211.131,True,2.0,-0.87,3.125,6.566,30.41,4245.25,14490.97265979802,217.0236611,False
20,2011-12-02,2025.7301,False,1670.14389527225,-0.87,3.264,8.014,52.92,10289.57,0.03,147.4519713,False
20,2011-12-09,1934.7234,False,4448.040864913896,-0.87,3.15,9.419,41.54,958.72,0.03,210.3921599,False
20,2011-12-09,2382.8908,False,6615.5,920.0615637551048,3.548,7.156,37.96,4178.83,7596.050275753056,134.6779763,False
20,2011-12-16,2659.911,False,6164.167704717604,689.4346629741572,3.52,7.391,44.63,9658.3,2957.159916305948,204.4859307,False
20,2011-12-23,2167.1886,False,153.396190854577,454.5230081856138,3.397,12.89,28.42,4136.6,8673.297622516913,145.5753188,False
20,2011-12-30,,,,,,,,,,,True
21,2011-12-02,6411.4047,False,2552.463518062764,526.2306863990549,3.45,6.754,27.45,7759.3,0.03,130.7582807,False
21,2011-12-02,8479.8289,False,520.631366393006,-0.87,3.546,11.742,49.98,4873.26,10432.392318040766,129.8459667,False
21,2011-12-09,7119.255,False,1525.681348882444,1361.561625600876,3.35,7.422,35.32,5097.57,8791.991177933407,134.2165849,False
21,2011-12-16,5325.3366,False,2768.316986010944,363.9277697776092,3.522,10.461,39.25,8797.76,0.03,198.2259408,False
21,2011-12-23,827.037,False,1739.059339849484,421.5456937668594,3.609,8.164,43.27,8751.86,0.03,206.016974,False
21,2011-12-30,,,,,,,,,,,True
22,2011-12-02,3070.203,False,416.009468165232,-0.87,3.667,6.885,41.21,578.76,7867.647319386891,138.0333931,False
22,2011-12-02,2195.5879,False,2.0,-0.87,3.465,6.512,26.09,6796.5,0.03,130.9419705,False
22,2011-12-02,5996.8236,False,126.429522997877,17.3924045361046,3.148,12.89,42.0,7261.29,0.03,137.6042336,False
22,2011-12-09,6201.4613,False,1601.925332368432,-0.87,3.59,9.18,48.15,10312.85,8180.21706555622,129.8459667,False
22,2011-12-09,10889.0735,False,772.982708595429,1199.1469824856329,3.461,11.139,45.45,7331.99,0.03,153.7820491,False
22,2011-12-16,,,,,,,,,,,True
22,2011-12-23,,,,,,,,,,,True
22,2011-12-30,,,,,,,,,,,True
23,2011-12-02,6369.8431,False,3738.017169694002,315.6750565565498,3.491,7.4,59.42,8521.31,15635.145280204866,129.8459667,False
23,2011-12-09,,,,,,,,,,,True
23,2011-12-16,6619.1523,False,679.855030195029,-0.87,3.537,12.89,17.85,878.79,134.053885311217,132.1500897,False
23,2011-12-23,2715.8188,False,308.508349827942,-0.87,3.509,9.712,41.56,8346.72,0.03,131.7523878,False
23,2011-12-23,483.6163,True,1264.356371795542,-0.87,3.098,7.38,46.36,3475.79,15118.701627627264,129.8459667,False
23,2011-12-23,4647.9313,True,1535.206131608357,-0.87,3.241,8.28,26.66,5824.64,21777.439852564723,136.4342829,False
23,2011-12-30,,,,,,,,,,,True
24,2011-12-02,1315.4591,False,1302.147832070086,1125.82769826114,3.541,6.494,43.26,13075.44,0.03,132.6446599,False
24,2011-12-02,4657.7346,False,480.225728424952,486.7161636109001,3.506,7.931,37.01,1741.23,0.03,129.8459667,False
24,2011-12-02,4172.8422,False,1173.444517946982,1357.1177607644674,3.098,6.134,53.93,4954.21,0.03,129.8459667,False
24,2011-12-09,,,,,,,,,,,True
24,2011-12-16,,,,,,,,,,,True
24,2011-12-23,4529.9312,False,533.708560081271,1135.111428955311,3.107,7.785,42.35,5987.79,0.03,129.8459667,False
24,2011-12-23,3321.0486,False,1500.619348468346,-0.87,3.141,9.359,35.51,13919.43,756.116710777976,223.2496766,False
24,2011-12-30,,,,,,,,,,,True
25,2011-12-09,5810.2684,False,355.681621293057,304.4293874114107,3.405,8.248,39.14,11850.38,0.03,129.8459667,False
25,2011-12-09,5238.5851,False,1588.692616327155,613.7695423524203,3.568,8.517,34.78,1370.83,0.03,196.4475249,False
25,2011-12-16,2134.8551,False,1163.251702098815,1235.3918648502113,3.191,9.332,26.05,3365.89,0.03,129.8459667,False
25,2011-12-23,5831.2797,False,4568.998452540592,-0.87,3.101,10.046,47.38,25171.84,0.03,205.0020311,False
25,2011-12-30,2501.6058,False,3096.183841494346,224.4890486168856,3.437,7.213,44.43,14159.13,9843.734590055896,135.6775155,False
26,2011-12-02,819.5628,False,2.0,-0.87,3.56,5.96,42.45,153.9,0.03,210.3438578,False
26,2011-12-02,2500.8159,False,391.260354521155,-0.87,3.184,7.452,37.48,3407.03,0.03,211.1413529,False
26,2011-12-02,4118.7771,False,331.995094279311,448.6968970121378,3.436,8.004,26.6,8877.38,8287.5320473194,217.8085204,False
26,2011-12-09,,,,,,,,,,,True
26,2011-12-16,,,,,,,,,,,True
26,2011-12-23,6142.9923,False,2323.255972044179,312.0573453072914,3.136,7.212,45.95,6370.93,0.03,218.7205682,False
26,2011-12-23,8601.2612,False,1901.67354909002,219.552607147824,3.396,7.219,34.62,15665.52,6820.226919582846,137.9310777,False
26,2011-12-30,,,,,,,,,,,True
27,2011-12-02,9989.2139,False,1062.450660714726,920.0703238457644,3.13,5.889,39.26,2736.58,0.03,139.0392336,False
27,2011-12-09,1924.4566,False,3257.415729303882,-0.87,3.224,12.89,22.73,10042.36,10905.680958608002,129.8459667,False
27,2011-12-09,7678.1863,False,1486.271578735833,-0.87,3.475,8.296,46.93,12915.77,99103.81235727976,209.5922481,False
27,2011-12-16,,,,,,,,,,,True
27,2011-12-23,7919.3819,False,1144.24176796736,317.6572680863626,3.494,8.729,29.94,13508.83,0.03,131.1248033,False
27,2011-12-30,7759.936,False,1898.40935165601,1519.7568669228835,3.233,8.516,21.38,5232.21,0.03,204.5261293,False
28,2011-12-02,4745.3319,False,1006.990332903598,-0.87,3.115,6.29,13.23,5020.79,11188.685188712663,129.8459667,False
28,2011-12-09,,,,,,,,,,,True
28,2011-12-16,5671.9551,False,1886.170566449676,1267.333261185968,3.437,8.06,19.92,6460.84,10989.49284675912,144.2635463,False
28,2011-12-23,8873.2548,False,1057.139555440368,317.6280901320028,3.311,4.42,37.32,9072.29,10519.450660071654,134.5974381,False
28,2011-12-23,7139.0289,True,1173.636554862963,-0.87,3.098,7.28,11.37,1252.16,6772.087251658286,223.2496766,False
28,2011-12-23,6138.5274,False,518.75023085489,1332.2361411452944,3.519,5.824,44.96,2230.95,7424.858401151354,223.2496766,False
28,2011-12-30,,,,,,,,,,,True
29,2011-12-02,857.3632,False,685.063231633442,571.1414366541965,3.421,8.319,35.86,29354.97,10731.987806538047,129.8459667,False
29,2011-12-02,1471.294,False,5372.877727912467,676.9251691864947,3.139,9.173,55.65,3025.6,0.03,140.3660579,False
29,2011-12-02,1868.6724,True,1583.527620997119,461.5188859172399,3.307,7.162,20.74,9766.61,0.03,133.4324099,False
29,2011-12-09,1515.1954,False,1907.886496635457,-0.87,3.445,8.669,36.11,5721.94,0.03,137.4536777,False
29,2011-12-16,,,,,,,,,,,True
29,2011-12-23,1962.2587,False,1460.583278328901,202.113621291425,3.476,7.478,48.08,1779.39,0.03,146.4861707,False
29,2011-12-30,,,,,,,,,,,True
30,2011-12-02,3412.1469,False,195.719184119054,1186.0170177083191,3.521,7.583,21.65,3493.84,0.03,220.2183302,False
30,2011-12-02,952.7735,False,1505.24843137046,2459.682874460875,3.305,9.662,48.89,16946.2,6530.504237857614,132.171464,False
30,2011-12-09,7586.2527,False,1681.658026469022,236.0281837370018,3.123,6.689,41.74,4051.6,61551.55139092059,141.2185433,False
30,2011-12-16,137.9281,False,1062.500928166465,-0.87,3.109,7.991,56.08,228.23,9253.03431058935,133.1480705,False
30,2011-12-23,7038.8279,True,401.891803642811,-0.87,3.272,7.713,23.71,6115.47,36335.85303595905,131.1029224,False
30,2011-12-30,,,,,,,,,,,True
31,2011-12-02,4154.2829,False,3902.199148405822,323.0932408739148,3.681,7.454,32.28,3096.54,8988.253193078528,132.5843541,False
31,2011-12-09,2320.4482,False,4245.968612289387,284.6951574917974,3.159,11.21,31.15,857.72,10871.610379302669,129.8459667,False
31,2011-12-16,1348.335,False,316.195306388949,2602.5798317854624,3.439,7.55,30.04,1033.09,17234.916818101665,140.8491278,False
31,2011-12-23,1156.639,False,1187.016456192726,490.9308903066917,3.609,7.413,21.98,2117.73,0.03,132.0421418,False
31,2011-12-23,6823.4172,False,1570.222465862612,91.2167555236217,3.561,8.553,52.54,10488.96,0.03,130.4349325,False
31,2011-12-30,,,,,,,,,,,True
32,2011-12-02,9699.1167,False,1138.033708349942,924.969398828212,3.409,12.89,42.73,1239.06,10486.005713282004,223.2496766,False
32,2011-12-09,4927.3275,False,244.918696345357,938.7846290615092,3.399,6.134,54.94,5843.9,0.03,193.7430811,False
32,2011-12-16,2405.9853,False,1360.929158704743,82.9150676868774,3.357,12.89,32.33,2792.55,0.03,214.0633182,False
32,2011-12-23,9539.4354,False,4346.09345296818,1826.3324752027609,3.501,9.011,37.1,8267.08,4942.606939677112,217.5584943,False
32,2011-12-30,1457.4597,False,265.96457966579,-0.87,3.623,8.388,46.79,1700.74,9255.63552190594,208.9787706,False
33,2011-12-09,6960.4658,False,1770.307472635911,-0.87,3.146,12.89,32.56,4274.19,11180.431494464936,129.8459667,False
33,2011-12-16,7364.528,False,1478.437481432152,-0.87,3.659,7.411,47.1,4426.04,0.03,190.8982455,False
33,2011-12-23,1736.3722,False,1428.825290658819,411.4398061025181,3.098,5.913,34.52,3614.3,0.03,223.2496766,False
33,2011-12-23,10618.0463,True,282.301747490046,-0.87,3.271,7.753,31.55,3109.08,12921.993760448226,133.5845399,False
33,2011-12-30,1531.0948,True,434.250905943266,166.7504913213161,3.161,7.626,32.54,3925.53,48856.22844465449,223.2496766,False
34,2011-12-02,2642.0555,False,416.007803114147,387.5143739637431,3.117,6.941,11.17,8908.4,0.03,129.8459667,False
34,2011-12-09,,,,,,,,,,,True
34,2011-12-16,8482.6399,False,822.243155458763,-0.87,3.487,6.59,44.21,3532.73,5737.076452339116,211.328113,False
34,2011-12-23,2083.1005,False,1655.946419550442,1450.551027623863,3.124,7.435,11.17,14591.1,5680.744142349899,139.258732,False
34,2011-12-23,6986.7625,False,688.228826756169,2805.9461226089843,3.41,12.343,15.92,657.09,7207.634129735467,129.8459667,False
34,2011-12-30,8089.8237,True,1437.879835157664,-0.87,3.098,7.72,43.94,8031.56,44715.657707301216,129.8459667,False
35,2011-12-02,2764.8904,False,4225.702282442254,1477.031104074178,3.323,7.876,44.27,6086.94,2572.012197830396,221.9925668,False
35,2011-12-02,2903.8394,False,5015.635254992279,821.2640901924815,3.098,6.53,59.69,1531.5,0.03,135.8949979,False
35,2011-12-02,10756.4897,False,548.241243483827,-0.87,3.362,12.89,40.67,5360.57,0.03,137.1498009,False
35,2011-12-09,,,,,,,,,,,True
35,2011-12-16,,,,,,,,,,,True
35,2011-12-23,8727.6977,False,81.460704792888,366.0043996018468,3.361,6.93,22.36,1887.79,746.508102201955,223.2496766,False
35,2011-12-23,9433.4523,False,297.308005701628,-0.87,3.098,5.812,40.23,3019.82,11313.258910714052,133.2569319,False
35,2011-12-30,,,,,,,,,,,True
36,2011-12-02,1449.7636,False,4555.641345105222,776.1187268460542,3.48,7.689,46.83,4291.38,0.03,219.7052881,False
36,2011-12-02,7134.7775,False,3780.48889429361,548.5224217151085,3.098,5.683,21.78,153.9,0.03,140.1617012,False
36,2011-12-02,2533.2375,False,1312.144617565082,-0.87,3.593,9.328,31.98,6234.33,7216.937878385594,140.9757228,False
36,2011-12-09,,,,,,,,,,,True
36,2011-12-16,,,,,,,,,,,True
36,2011-12-23,489.0554,True,721.86818683585,-0.87,3.108,6.423,38.92,5076.86,37663.68300645045,130.7943256,False
36,2011-12-30,674.1754,True,1493.058730737286,62.3092235042347,3.391,6.658,49.84,807.78,75886.92969264819,130.4767479,False
37,2011-12-02,8343.1412,True,2162.132815469754,1180.8198973840435,3.251,12.89,26.72,3278.73,7095.834509167777,197.4894411,False
37,2011-12-09,5725.9434,False,6615.5,7331.074122863931,3.338,7.878,18.32,10405.43,9367.36317424652,134.1520916,False
37,2011-12-16,,,,,,,,,,,True
37,2011-12-23,176.7065,False,496.59421879844,114.1024484769322,3.123,7.464,48.44,346.18,8375.606142349478,193.2640533,False
37,2011-12-23,1943.5567,False,1416.187562543491,580.1983127215591,3.456,6.007,36.87,3120.93,8203.660586098391,132.1208709,False
37,2011-12-23,2475.5663,False,2.0,357.5952448457342,3.382,6.84,37.89,4500.8,0.03,140.8145387,False
37,2011-12-30,,,,,,,,,,,True
38,2011-12-02,5072.9311,False,380.203954979362,429.5579102566444,3.109,7.179,40.58,2079.58,8569.89032564162,136.8258863,False
38,2011-12-02,4792.0197,False,1527.552653020806,-0.87,3.098,12.89,48.71,362.84,0.03,141.8476839,False
38,2011-12-09,,,,,,,,,,,True
38,2011-12-16,1076.6567,False,2.0,-0.87,3.127,8.244,42.66,976.95,7948.767074581381,129.8459667,False
38,2011-12-23,2614.1888,False,6101.744451576562,573.9203126849317,3.098,7.531,34.93,8526.83,4435.965808354796,129.8459667,False
38,2011-12-23,5018.379,True,1313.298857775239,-0.87,3.311,7.188,42.55,5802.65,42574.36546386789,204.7503652,False
38,2011-12-30,,,,,,,,,,,True
39,2011-12-02,7752.4871,False,290.011761641748,131.9421815620166,3.354,10.826,52.55,2915.83,0.03,145.0528943,False
39,2011-12-09,,,,,,,,,,,True
39,2011-12-16,,,,,,,,,,,True
39,2011-12-23,5425.7896,False,1212.004345842211,14763.467543208964,3.351,5.118,24.46,1777.14,983.460934199963,137.057753,False
39,2011-12-23,1732.3926,False,3284.738084750378,555.859200758359,3.418,7.794,37.25,11234.2,6294.826760736287,138.8892165,False
