Dept,Date,Weekly_Sales,IsHoliday,Store
56,2011-12-16,215.96042516832972,0.0,0
26,2011-12-09,12326.237068473964,0.0,0
34,2011-12-30,5679.831416423832,1.0,0
82,2011-12-16,20622.082096550283,0.0,0
20,2011-12-30,981.7915364619976,1.0,0
83,2011-12-16,88.62517321687268,0.0,0
82,2011-12-23,79233.00467776413,0.0,0
17,2011-12-02,505.78387991949097,0.0,0
14,2011-12-30,3159.1814167393027,1.0,0
10,2011-12-16,299.0628320149818,0.0,0
95,2011-12-02,32555.991143474443,0.0,0
60,2011-12-02,285.4708295814634,0.0,0
13,2011-12-23,34543.53727477591,0.0,0
92,2011-12-16,28212.24340309288,0.0,0
12,2011-12-30,3443.409709106865,1.0,0
45,2011-12-02,5333.839350630467,0.0,0
79,2011-12-16,7587.139628963102,0.0,0
4,2011-12-30,27754.9377007915,1.0,0
25,2011-12-16,12140.561028618376,0.0,0
48,2011-12-30,-167.42156281577763,1.0,0
95,2011-12-30,28800.608707528587,1.0,0
25,2011-12-30,6871.644550835414,1.0,0
17,2011-12-30,38.4958401406583,1.0,0
97,2011-12-02,10760.95765971308,0.0,0
93,2011-12-16,35863.505934438654,0.0,0
24,2011-12-02,61.75802608197985,0.0,0
17,2011-12-30,32686.66028859896,1.0,0
93,2011-12-09,1444.7917275517327,0.0,0
72,2011-12-02,8675.318088697726,0.0,0
6,2011-12-09,1010.0912492720138,0.0,0
12,2011-12-02,69.97065671828507,0.0,0
96,2011-12-23,10608.12044533592,0.0,0
46,2011-12-23,18819.40938619673,0.0,0
52,2011-12-09,10.024498392222052,0.0,0
36,2011-12-23,1225.368128857911,0.0,0
55,2011-12-30,192.52241604733985,1.0,0
92,2011-12-23,74322.56295388998,0.0,0
55,2011-12-23,67.55980480596715,0.0,0
56,2011-12-02,635.1669537759691,0.0,0
40,2011-12-30,3083.846062676604,1.0,0
12,2011-12-23,118.35510916222846,0.0,0
12,2011-12-16,167.42856777901957,0.0,0
21,2011-12-30,652.2625767262855,1.0,0
80,2011-12-09,16644.62582527171,0.0,0
93,2011-12-16,35017.25898898979,0.0,0
81,2011-12-16,5109.197074146712,0.0,0
28,2011-12-16,506.5757677928384,0.0,0
54,2011-12-30,47.83718766936711,1.0,0
17,2011-12-02,17577.520513619344,0.0,0
54,2011-12-30,62.74364731726751,1.0,0
16,2011-12-09,2312.395951495801,0.0,0
44,2011-12-23,12341.513341541886,0.0,0
54,2011-12-09,182.1064667775216,0.0,0
46,2011-12-16,26605.52266074284,0.0,0
85,2011-12-16,19.89379673787453,0.0,0
59,2011-12-23,8598.494325894073,0.0,0
32,2011-12-16,12439.18708788836,0.0,0
97,2011-12-23,19124.22987503928,0.0,0
9,2011-12-02,7377.669223395786,0.0,0
54,2011-12-16,179.38742395560757,0.0,0
90,2011-12-02,57265.86807918298,0.0,0
97,2011-12-09,3524.720552507088,0.0,0
87,2011-12-30,536.280210052683,1.0,0
49,2011-12-09,12398.531840024374,0.0,0
18,2011-12-16,1654.4427702032135,0.0,0
81,2011-12-30,11878.573805965492,1.0,0
20,2011-12-23,11916.72773214334,0.0,0
28,2011-12-02,358.2898850313944,0.0,0
10,2011-12-16,59.82715469933401,0.0,0
1,2011-12-30,6548.257181719721,1.0,0
71,2011-12-09,7548.232997400879,0.0,0
10,2011-12-16,345.37429599467407,0.0,0
59,2011-12-09,1504.1312142589468,0.0,0
54,2011-12-30,83.07329089291754,1.0,0
20,2011-12-02,1180.524562014446,0.0,0
5,2011-12-16,503.7919688642276,0.0,0
30,2011-12-30,2.6862270873606766,1.0,0
6,2011-12-16,725.5778190402486,0.0,0
28,2011-12-02,1038.1104954084503,0.0,0
14,2011-12-30,501.7793051663242,1.0,0
13,2011-12-23,7637.503230604162,0.0,0
25,2011-12-09,31.760195440110447,0.0,0
22,2011-12-16,48.80985189644718,0.0,0
31,2011-12-30,32.82654594259658,1.0,0
38,2011-12-09,70909.67237811422,0.0,0
14,2011-12-02,415.1078843539915,0.0,0
58,2011-12-02,607.0568017026883,0.0,0
3,2011-12-16,274.0234814584429,0.0,0
3,2011-12-16,483.9029205795443,0.0,0
98,2011-12-09,2985.8333045018258,0.0,0
74,2011-12-02,242.38113815942768,0.0,0
14,2011-12-09,2752.154978296687,0.0,0
94,2011-12-02,31908.865570548744,0.0,0
85,2011-12-23,14240.228718103524,0.0,0
81,2011-12-30,11179.222925521122,1.0,0
82,2011-12-30,17596.88026893374,1.0,0
97,2011-12-16,23062.97402230498,0.0,0
85,2011-12-02,4887.4213883427765,0.0,0
87,2011-12-16,7076.429347261971,0.0,0
16,2011-12-16,362.9004846092305,0.0,0
52,2011-12-09,32.058839184390976,0.0,0
16,2011-12-16,231.54639990739824,0.0,0
85,2011-12-23,8994.51274493807,0.0,0
92,2011-12-16,26500.53181947957,0.0,0
87,2011-12-23,542.7547790905921,0.0,0
82,2011-12-16,656.4825875047953,0.0,0
21,2011-12-30,326.8221192738747,1.0,0
20,2011-12-09,762.4325194777726,0.0,0
46,2011-12-16,8609.942651695474,0.0,0
23,2011-12-09,76365.97887853124,0.0,0
60,2011-12-23,1359.1981682981004,0.0,0
72,2011-12-16,1058.9592227807077,0.0,0
3,2011-12-30,214.99215006527368,1.0,0
42,2011-12-30,1183.3612372588464,1.0,0
6,2011-12-09,625.1692723083435,0.0,0
12,2011-12-02,57.31629009247507,0.0,0
49,2011-12-09,1352.4968727129638,0.0,0
16,2011-12-23,5184.629978815562,0.0,0
92,2011-12-23,64822.14102964201,0.0,0
74,2011-12-30,3806.961673514106,1.0,0
9,2011-12-09,123.90972196970311,0.0,0
37,2011-12-09,137.56902760080476,0.0,0
93,2011-12-02,1028.5570063751716,0.0,0
27,2011-12-02,685.1899039991418,0.0,0
94,2011-12-16,26351.792754232654,0.0,0
83,2011-12-09,49259.86899285411,0.0,0
87,2011-12-09,323.3402163928228,0.0,0
90,2011-12-30,28863.81745468297,1.0,0
95,2011-12-02,57924.95040804954,0.0,0
97,2011-12-23,19301.51738247058,0.0,0
55,2011-12-09,185.92479061332983,0.0,0
60,2011-12-30,-12.787895509892545,1.0,0
92,2011-12-23,41470.797527972805,0.0,0
31,2011-12-09,12.763340919292409,0.0,0
60,2011-12-09,545.1986927694991,0.0,0
81,2011-12-16,21246.40041594144,0.0,0
93,2011-12-16,37052.89165808111,0.0,0
82,2011-12-02,164.59955768074943,0.0,0
74,2011-12-02,1069.7814566007182,0.0,0
23,2011-12-23,63041.45517795236,0.0,0
60,2011-12-30,111.53977227406529,1.0,0
55,2011-12-16,33.48813558913578,0.0,0
9,2011-12-02,12892.34709191701,0.0,0
24,2011-12-30,21.167614549734907,1.0,0
17,2011-12-09,8974.564618465993,0.0,0
10,2011-12-16,415.39134114994255,0.0,0
93,2011-12-23,52420.76394497248,0.0,0
60,2011-12-30,726.8908253026545,1.0,0
56,2011-12-02,543.1780743976493,0.0,0
93,2011-12-02,57519.105367483,0.0,0
54,2011-12-09,47.17207835172649,0.0,0
92,2011-12-02,580.1374865845106,0.0,0
95,2011-12-02,29088.003868630683,0.0,0
95,2011-12-02,20002.507855058568,0.0,0
97,2011-12-16,8335.59580071623,0.0,0
54,2011-12-23,109.689665347453,0.0,0
71,2011-12-02,11310.821515456584,0.0,0
81,2011-12-30,15470.91511383299,1.0,0
13,2011-12-30,11886.415341413753,1.0,0
2,2011-12-02,14322.637463330568,0.0,0
99,2011-12-16,1378.648578563075,0.0,0
25,2011-12-30,57.76366209599449,1.0,0
91,2011-12-09,53335.990035908166,0.0,0
92,2011-12-16,27117.401904741808,0.0,0
79,2011-12-09,10530.93714818424,0.0,0
54,2011-12-09,74.32667707481369,0.0,0
79,2011-12-02,99.53236681359716,0.0,0
97,2011-12-23,16433.818504036302,0.0,0
16,2011-12-02,2301.470942873498,0.0,0
22,2011-12-09,67.94224884753368,0.0,0
26,2011-12-09,46.19263039631795,0.0,0
94,2011-12-09,61322.42602702056,0.0,0
16,2011-12-02,245.00022495130733,0.0,0
9,2011-12-23,28.001876264930218,0.0,0
83,2011-12-23,71.65030454258012,0.0,0
71,2011-12-30,51667.31853130261,1.0,0
52,2011-12-23,115.37592394551332,0.0,0
34,2011-12-16,8516.105348803218,0.0,0
98,2011-12-09,3438.6278650497625,0.0,0
12,2011-12-09,78.08945335977765,0.0,0
54,2011-12-09,85.16484300850124,0.0,0
27,2011-12-23,13965.16504966485,0.0,0
59,2011-12-30,1925.2948049817803,1.0,0
28,2011-12-02,1234.9660613440974,0.0,0
16,2011-12-16,3182.3358959212046,0.0,0
67,2011-12-09,11.003228348852923,0.0,0
9,2011-12-30,4791.386929703165,1.0,0
10,2011-12-09,14905.018576068302,0.0,0
85,2011-12-09,915.6513831642814,0.0,0
16,2011-12-23,287.3968510993789,0.0,0
17,2011-12-30,2.0976858608534883,1.0,1
54,2011-12-30,3696.8136022204826,1.0,1
32,2011-12-23,15035.762913993163,0.0,1
97,2011-12-09,1536.0638431866596,0.0,1
93,2011-12-16,75255.98292072286,0.0,1
24,2011-12-09,5336.183873143487,0.0,1
77,2011-12-16,10473.007131755132,0.0,1
17,2011-12-02,13822.656117715753,0.0,1
72,2011-12-16,99188.4213727985,0.0,1
21,2011-12-23,9242.4016711033,0.0,1
81,2011-12-02,11477.168718148996,0.0,1
42,2011-12-23,5539.688703336066,0.0,1
21,2011-12-30,9139.235554826735,1.0,1
6,2011-12-16,147.3402246974586,0.0,1
21,2011-12-02,1444.1820356650903,0.0,1
30,2011-12-30,1421.3598297468093,1.0,1
81,2011-12-30,5303.339781686126,1.0,1
18,2011-12-30,15462.684297297325,1.0,1
97,2011-12-23,114.55578210269424,0.0,1
5,2011-12-02,1747.9067496582825,0.0,1
41,2011-12-16,3205.327503335907,0.0,1
3,2011-12-23,7587.896826529953,0.0,1
33,2011-12-30,5584.518531975223,1.0,1
90,2011-12-02,57594.16099601706,0.0,1
2,2011-12-30,53599.02380464928,1.0,1
11,2011-12-23,16747.16158761204,0.0,1
79,2011-12-23,845.6986652598528,0.0,1
56,2011-12-09,8129.573989817428,0.0,1
38,2011-12-16,10296.782755385364,0.0,1
7,2011-12-23,19348.550945759936,0.0,1
85,2011-12-30,350.1880914826568,1.0,1
54,2011-12-02,2502.194225748474,0.0,1
71,2011-12-09,927.9039029708152,0.0,1
17,2011-12-16,25866.101724367443,0.0,1
85,2011-12-02,563.5217903279607,0.0,1
80,2011-12-23,14127.695424416232,0.0,1
22,2011-12-16,18382.306540925107,0.0,1
31,2011-12-09,3476.74449985971,0.0,1
31,2011-12-09,3552.849992855825,0.0,1
2,2011-12-16,13270.288488468335,0.0,1
59,2011-12-30,2824.0145588495216,1.0,1
22,2011-12-02,13878.548575348668,0.0,1
41,2011-12-30,4432.460388724714,1.0,1
99,2011-12-30,364.432456716452,1.0,1
41,2011-12-16,1739.338213281038,0.0,1
38,2011-12-02,71138.97804148633,0.0,1
37,2011-12-23,2865.125930729115,0.0,1
16,2011-12-23,7797.323478070341,0.0,1
41,2011-12-23,8282.544128713138,0.0,1
65,2011-12-30,621.2625070444527,1.0,1
23,2011-12-02,22379.31973516224,0.0,1
97,2011-12-02,10322.594293472275,0.0,1
41,2011-12-09,3598.0724953068225,0.0,1
22,2011-12-23,29172.48853572036,0.0,1
72,2011-12-09,423.4494364917985,0.0,1
98,2011-12-09,285.0595132707385,0.0,1
82,2011-12-02,25655.874858248408,0.0,1
52,2011-12-02,18374.64475448559,0.0,1
44,2011-12-02,8842.849810902952,0.0,1
36,2011-12-09,1441.4738946960142,0.0,1
50,2011-12-09,7748.834988304653,0.0,1
29,2011-12-02,7900.75730049078,0.0,1
12,2011-12-30,1727.2309069998512,1.0,1
97,2011-12-02,861.888049449968,0.0,1
13,2011-12-09,6990.811509521061,0.0,1
55,2011-12-16,27601.072935136068,0.0,1
3,2011-12-23,18854.935661922915,0.0,1
14,2011-12-23,80201.114380192,0.0,1
52,2011-12-16,1709.0757401483947,0.0,1
35,2011-12-30,1670.4306559461331,1.0,1
34,2011-12-09,8020.837640738358,0.0,1
10,2011-12-02,16175.696448330844,0.0,1
44,2011-12-09,7283.495756959765,0.0,1
56,2011-12-30,1023.8242692495608,1.0,1
24,2011-12-30,3008.667636819089,1.0,1
80,2011-12-16,21095.09531909193,0.0,1
60,2011-12-23,5379.141249694363,0.0,1
17,2011-12-30,16695.593145642,1.0,1
17,2011-12-09,9301.080289843643,0.0,1
80,2011-12-09,5375.686012071969,0.0,1
2,2011-12-09,24122.156342404814,0.0,1
79,2011-12-09,41041.8976446676,0.0,1
59,2011-12-02,1759.4904915919954,0.0,1
83,2011-12-09,5525.510926885023,0.0,1
12,2011-12-09,4241.379109028909,0.0,1
31,2011-12-30,2521.4229220250013,1.0,1
34,2011-12-23,28609.639946207622,0.0,1
33,2011-12-23,19752.848041184698,0.0,1
13,2011-12-16,15894.046956526676,0.0,1
54,2011-12-02,5233.754335818695,0.0,1
97,2011-12-16,4587.216622445517,0.0,1
8,2011-12-16,40890.21513842685,0.0,1
36,2011-12-30,4327.689637940063,1.0,1
36,2011-12-23,2624.0255327684054,0.0,1
54,2011-12-09,35.609823435912105,0.0,1
81,2011-12-02,15237.08870302225,0.0,1
23,2011-12-02,32097.86893030476,0.0,1
17,2011-12-30,7455.363533001925,1.0,1
23,2011-12-09,32216.25977806272,0.0,1
1,2011-12-30,20109.84141335748,1.0,1
38,2011-12-30,79356.595011329,1.0,1
19,2011-12-30,877.9810619056233,1.0,1
56,2011-12-23,30589.41424612012,0.0,1
52,2011-12-02,9.274863679065144,0.0,1
97,2011-12-02,2869.6139298376224,0.0,1
54,2011-12-02,46.60729864695782,0.0,1
19,2011-12-23,1820.353355214938,0.0,1
48,2011-12-16,28054.229689289965,0.0,1
80,2011-12-30,50856.15606829525,1.0,1
83,2011-12-16,5.87693906679185,0.0,1
80,2011-12-23,19954.524635953272,0.0,1
14,2011-12-02,2307.843510656429,0.0,1
80,2011-12-16,718.1826748567987,0.0,1
83,2011-12-23,14405.827706732964,0.0,1
80,2011-12-23,10453.86340391755,0.0,1
97,2011-12-30,5251.551705020052,1.0,1
21,2011-12-02,1740.538257871454,0.0,1
33,2011-12-30,6715.864461450266,1.0,1
27,2011-12-23,4303.898887065285,0.0,1
27,2011-12-30,3204.3955217153166,1.0,1
5,2011-12-16,48584.0441797832,0.0,1
40,2011-12-02,4091.016228882595,0.0,1
20,2011-12-16,6078.19102590376,0.0,1
3,2011-12-16,23683.5278635909,0.0,1
85,2011-12-09,119.9388323655666,0.0,1
26,2011-12-23,14100.109157798011,0.0,1
32,2011-12-16,9114.141455976527,0.0,1
14,2011-12-23,29279.77961341626,0.0,1
10,2011-12-23,41692.35812016634,0.0,1
6,2011-12-16,1191.0289331276956,0.0,1
94,2011-12-16,33935.307032547265,0.0,1
1,2011-12-16,35728.33325112377,0.0,1
21,2011-12-16,11806.48406626475,0.0,1
20,2011-12-16,2974.734719720304,0.0,1
9,2011-12-30,17426.99992676736,1.0,1
21,2011-12-16,4954.258889072086,0.0,1
74,2011-12-02,2718.6362754596607,0.0,1
14,2011-12-09,1936.7345906583812,0.0,1
25,2011-12-23,10864.457164720545,0.0,1
81,2011-12-30,10168.316146159776,1.0,1
20,2011-12-09,7191.519363927349,0.0,1
42,2011-12-02,6190.010065354836,0.0,1
29,2011-12-16,22102.17814138788,0.0,1
30,2011-12-30,640.6908121175347,1.0,1
85,2011-12-16,688.9870452507731,0.0,1
5,2011-12-23,1341.667582580858,0.0,1
14,2011-12-23,567.3565654500904,0.0,1
94,2011-12-02,132.51449811983738,0.0,1
29,2011-12-16,9834.401715673095,0.0,1
4,2011-12-16,32091.502807702123,0.0,1
54,2011-12-23,1288.9166003154005,0.0,1
97,2011-12-16,3379.799552298638,0.0,1
13,2011-12-16,4490.192333288616,0.0,1
80,2011-12-23,52135.30880038678,0.0,1
97,2011-12-02,2384.049602861572,0.0,1
94,2011-12-23,222.0217948113108,0.0,1
18,2011-12-02,48660.77874589784,0.0,1
48,2011-12-23,380.2240636920977,0.0,1
24,2011-12-30,11406.800615972475,1.0,1
28,2011-12-30,270.8323245431342,1.0,1
99,2011-12-16,3340.2516840201224,0.0,1
54,2011-12-09,4892.417603052665,0.0,1
16,2011-12-30,11224.97334265761,1.0,1
72,2011-12-16,57188.67025084716,0.0,1
83,2011-12-16,4773.39033533948,0.0,1
4,2011-12-23,19922.50879612853,0.0,1
72,2011-12-16,3689.590827650569,0.0,1
6,2011-12-23,1128.6322754114371,0.0,1
91,2011-12-16,30321.806277892763,0.0,1
46,2011-12-23,21932.79664637144,0.0,1
14,2011-12-02,2075.473629020068,0.0,1
74,2011-12-09,2984.1065573820874,0.0,1
35,2011-12-02,1303.735237378454,0.0,1
85,2011-12-09,9627.892422187826,0.0,1
59,2011-12-16,907.0348000725792,0.0,1
9,2011-12-16,467.4527122816151,0.0,1
2,2011-12-23,107880.50389668488,0.0,1
32,2011-12-09,7809.849347476375,0.0,1
58,2011-12-16,12756.055002760791,0.0,1
72,2011-12-23,13465.2427012385,0.0,1
42,2011-12-16,10953.722146119324,0.0,1
87,2011-12-23,16762.400579340498,0.0,1
41,2011-12-23,2406.768530713731,0.0,1
81,2011-12-09,23001.67446430028,0.0,1
80,2011-12-02,9033.648496263662,0.0,1
13,2011-12-02,13949.928452244449,0.0,1
91,2011-12-16,4347.966598979268,0.0,1
78,2011-12-23,37583.7999493262,0.0,1
54,2011-12-16,77.47046805286122,0.0,1
5,2011-12-09,-13.857368538271148,0.0,1
25,2011-12-09,11224.81617667301,0.0,1
3,2011-12-16,5800.984292642544,0.0,1
3,2011-12-02,5426.658691272891,0.0,1
9,2011-12-02,49.64261682673058,0.0,1
36,2011-12-02,2355.742597304884,0.0,1
72,2011-12-09,519.5329025931774,0.0,1
91,2011-12-30,5411.25685682967,1.0,1
83,2011-12-02,1444.454910685448,0.0,1
22,2011-12-30,16757.590755117075,1.0,1
29,2011-12-02,1916.0209737621217,0.0,1
60,2011-12-16,27961.97682920488,0.0,1
85,2011-12-16,2846.573413820939,0.0,1
7,2011-12-09,472.6429744867454,0.0,1
82,2011-12-02,19571.046108066446,0.0,1
98,2011-12-16,395.80096272841536,0.0,1
24,2011-12-16,11236.925275739031,0.0,1
17,2011-12-30,14961.820857617004,1.0,1
60,2011-12-30,899.0118424584665,1.0,1
95,2011-12-09,748.3071925860456,0.0,1
14,2011-12-09,4112.275342243902,0.0,1
94,2011-12-02,2774.863566006422,0.0,1
52,2011-12-23,88599.38210628196,0.0,1
96,2011-12-02,830.3728772220995,0.0,1
21,2011-12-02,5691.092476887752,0.0,1
45,2011-12-09,21140.901152033115,0.0,1
37,2011-12-23,6882.502916983656,0.0,1
29,2011-12-09,8950.405105647193,0.0,1
20,2011-12-30,2386.39789435952,1.0,1
42,2011-12-30,5925.917841091808,1.0,1
1,2011-12-16,19359.751001668457,0.0,1
3,2011-12-30,6764.3342294293925,1.0,1
97,2011-12-09,5459.194958919371,0.0,1
71,2011-12-16,25515.90363174677,0.0,1
14,2011-12-02,27285.796526788134,0.0,1
85,2011-12-16,2373.0308838117526,0.0,1
32,2011-12-16,7535.367154241068,0.0,1
2,2011-12-02,18063.582036364078,0.0,1
2,2011-12-09,10822.820829356597,0.0,1
87,2011-12-30,17509.8038246117,1.0,1
3,2011-12-09,6951.553954471528,0.0,1
67,2011-12-02,10979.319751986744,0.0,1
29,2011-12-16,7814.0527852848445,0.0,1
3,2011-12-16,17128.430027785787,0.0,1
8,2011-12-30,32.12736944982436,1.0,1
33,2011-12-09,34347.31686647966,0.0,1
36,2011-12-16,3288.009441244609,0.0,1
72,2011-12-23,39496.54016058869,0.0,1
56,2011-12-16,2485.375732281226,0.0,1
27,2011-12-16,4955.62238717571,0.0,1
71,2011-12-23,660.1326178766358,0.0,1
30,2011-12-23,5308.945307304859,0.0,1
8,2011-12-09,13025.910364703925,0.0,1
45,2011-12-16,11862.1793406515,0.0,1
36,2011-12-23,5137.024131065314,0.0,1
22,2011-12-30,4530.71904652095,1.0,1
82,2011-12-30,5755.866435416762,1.0,1
29,2011-12-02,5908.511184321371,0.0,1
85,2011-12-02,2237.0487562854373,0.0,1
85,2011-12-16,4975.921331082572,0.0,1
56,2011-12-09,6869.925946622848,0.0,1
94,2011-12-23,54587.237188029954,0.0,1
72,2011-12-30,81004.988208617,1.0,1
87,2011-12-30,18084.734823962444,1.0,1
54,2011-12-09,25678.21450125173,0.0,1
45,2011-12-23,17897.133606263335,0.0,1
92,2011-12-09,8497.553971771431,0.0,1
48,2011-12-30,44468.9206343825,1.0,1
67,2011-12-16,10715.046739462086,0.0,1
4,2011-12-02,23708.97363039943,0.0,1
80,2011-12-16,14768.76766499024,0.0,1
60,2011-12-02,4265.883566780885,0.0,1
87,2011-12-30,22060.356723242145,1.0,1
55,2011-12-23,29674.902523836085,0.0,1
41,2011-12-02,844.819172905206,0.0,1
79,2011-12-02,4910.0123925520265,0.0,1
8,2011-12-02,100.74108351796848,0.0,1
34,2011-12-16,3166.194679420386,0.0,1
32,2011-12-30,14040.7739529765,1.0,1
24,2011-12-09,4156.721831344559,0.0,1
21,2011-12-02,9998.529505527717,0.0,1
31,2011-12-09,2654.753073134372,0.0,1
54,2011-12-23,2571.8138080197527,0.0,1
14,2011-12-23,106146.93050867211,0.0,1
41,2011-12-16,11345.68055187245,0.0,1
26,2011-12-09,6635.768667019827,0.0,1
79,2011-12-30,13939.67119997739,1.0,1
35,2011-12-30,17615.660699007854,1.0,1
93,2011-12-02,1280.5234248193512,0.0,1
3,2011-12-30,2431.1405872317905,1.0,1
98,2011-12-16,113.11772936354652,0.0,1
44,2011-12-02,6282.862509259856,0.0,1
7,2011-12-09,38008.12324455321,0.0,1
11,2011-12-23,13074.863500869911,0.0,1
14,2011-12-30,46.267950612592685,1.0,1
18,2011-12-23,41422.47368257907,0.0,1
11,2011-12-16,16275.337677290636,0.0,1
9,2011-12-30,13259.106453827608,1.0,1
25,2011-12-30,4727.916466061577,1.0,1
1,2011-12-16,30788.923656260235,0.0,1
74,2011-12-30,43788.59473809939,1.0,1
30,2011-12-16,4749.738916154592,0.0,1
31,2011-12-02,2180.1733445225163,0.0,1
4,2011-12-23,13706.926673741384,0.0,1
6,2011-12-23,13911.36827744502,0.0,1
98,2011-12-23,17801.030798268974,0.0,1
27,2011-12-30,2254.3394942125183,1.0,1
30,2011-12-23,5206.472723594593,0.0,1
59,2011-12-23,1456.4733458888838,0.0,1
96,2011-12-30,1280.1526878337963,1.0,1
26,2011-12-16,4692.710407556063,0.0,1
38,2011-12-02,93984.20828203688,0.0,1
30,2011-12-16,5586.124007562336,0.0,1
71,2011-12-16,42898.01771509069,0.0,1
37,2011-12-16,2234.046858230637,0.0,1
97,2011-12-23,730.7731920336594,0.0,1
59,2011-12-02,1733.9015465773157,0.0,1
1,2011-12-02,19275.485272078226,0.0,1
80,2011-12-02,17973.06145670602,0.0,1
72,2011-12-09,44085.20537445278,0.0,1
18,2011-12-02,15088.307682818331,0.0,1
30,2011-12-30,5513.825697453352,1.0,1
28,2011-12-30,1156.2882547944766,1.0,1
27,2011-12-16,2082.027916064623,0.0,1
40,2011-12-23,13321.509642206049,0.0,1
16,2011-12-23,2163.6464534685924,0.0,1
24,2011-12-16,15781.312880293572,0.0,1
94,2011-12-30,204.32501468375236,1.0,1
60,2011-12-23,372.6930659550432,0.0,1
85,2011-12-16,486.9890826537597,0.0,1
10,2011-12-16,15305.782944483744,0.0,1
49,2011-12-02,7720.197935943741,0.0,1
91,2011-12-16,11801.276001608216,0.0,1
58,2011-12-23,2071.449307515513,0.0,1
85,2011-12-02,354.7461970175387,0.0,1
27,2011-12-30,2784.0541075979468,1.0,1
12,2011-12-23,9440.413230687536,0.0,1
10,2011-12-23,11468.45250631592,0.0,1
10,2011-12-23,28021.661553770384,0.0,1
27,2011-12-02,3316.3386905751945,0.0,1
97,2011-12-16,3819.1172079462376,0.0,1
80,2011-12-09,12384.299122631635,0.0,1
37,2011-12-23,3537.065436843282,0.0,1
71,2011-12-02,2578.380117250697,0.0,1
46,2011-12-23,68411.781615758,0.0,1
46,2011-12-16,44951.18198634384,0.0,1
20,2011-12-30,3271.682292691707,1.0,1
80,2011-12-09,46354.781750668575,0.0,1
20,2011-12-16,9259.150201604976,0.0,1
31,2011-12-02,1526.4601017364814,0.0,1
96,2011-12-30,16153.777898210505,1.0,1
41,2011-12-30,1963.5365143692316,1.0,2
25,2011-12-23,29385.657416246544,0.0,2
67,2011-12-30,3426.1496331830176,1.0,2
32,2011-12-09,15276.380631557318,0.0,2
22,2011-12-09,13779.140983399402,0.0,2
72,2011-12-30,22303.01703858743,1.0,2
44,2011-12-23,5391.841284527452,0.0,2
37,2011-12-30,1394.1309033973812,1.0,2
27,2011-12-02,1436.450259084449,0.0,2
38,2011-12-16,32080.913565260107,0.0,2
41,2011-12-23,7316.318900073086,0.0,2
34,2011-12-23,4376.340541311854,0.0,2
81,2011-12-09,28292.35652199414,0.0,2
90,2011-12-23,26103.32970437773,0.0,2
82,2011-12-16,20437.51682114353,0.0,2
56,2011-12-02,2079.38797228796,0.0,2
13,2011-12-23,9572.51947099548,0.0,2
12,2011-12-02,4244.068067586568,0.0,2
32,2011-12-30,3912.630489308187,1.0,2
29,2011-12-30,4205.468174320236,1.0,2
87,2011-12-23,13371.151324658556,0.0,2
4,2011-12-30,24402.498986038187,1.0,2
