Store,Date,Dept,Weekly_Sales,IsHoliday,_is_imputed
0,2011-12-30,7,11823.71,True,False
0,2011-12-30,16,4292.15,True,False
0,2011-12-30,14,15803.9,True,False
0,2011-12-30,13,24438.51,True,False
0,2011-12-30,12,4402.53,True,False
0,2011-12-30,11,11082.0,True,False
0,2011-12-30,10,11961.4,True,False
0,2011-12-30,9,11081.52,True,False
0,2011-12-30,8,20236.0,True,False
0,2011-12-30,27,2497.22,True,False
0,2011-12-30,7,32424.32,True,False
0,2011-12-30,17,8450.34,True,False
0,2011-12-30,28,391.09,True,False
0,2011-12-30,27,3777.72,True,False
0,2011-12-30,30,137.92,True,False
0,2011-12-30,49,227.8,True,False
0,2011-12-30,35,3457.32,True,False
0,2011-12-30,34,2273.23,True,False
0,2011-12-30,6,2852.3,True,False
0,2011-12-30,55,904.54,True,False
0,2011-12-30,52,281.46,True,False
0,2011-12-30,54,86.84,True,False
0,2011-12-30,48,1030.0,True,False
0,2011-12-30,32,229.77,True,False
0,2011-12-30,49,451.08,True,False
0,2011-12-30,29,2404.35,True,False
0,2011-12-30,47,59.39,True,False
0,2011-12-30,38,563.84,True,False
0,2011-12-30,36,1743.13,True,False
0,2011-12-30,36,1346.52,True,False
0,2011-12-30,35,2650.24,True,False
0,2011-12-30,35,4499.0,True,False
0,2011-12-30,34,2451.18,True,False
0,2011-12-30,33,7556.03,True,False
0,2011-12-30,32,4766.92,True,False
0,2011-12-30,32,3232.03,True,False
0,2011-12-30,31,1796.8,True,False
0,2011-12-30,42,4444.14,True,False
0,2011-12-30,5,11401.97,True,False
0,2011-12-30,22,9651.01,True,False
0,2011-12-30,3,6225.13,True,False
0,2011-12-30,11,9732.36,True,False
0,2011-12-30,10,19281.25,True,False
0,2011-12-30,9,25863.49,True,False
0,2011-12-30,8,13641.15,True,False
0,2011-12-30,6,8941.75,True,False
0,2011-12-30,5,10421.13,True,False
0,2011-12-30,4,12751.74,True,False
0,2011-12-30,3,10531.96,True,False
0,2011-12-30,2,23546.37,True,False
0,2011-12-30,1,22339.12,True,False
0,2011-12-30,44,407.56,True,False
0,2011-12-30,40,27990.74,True,False
0,2011-12-30,37,4685.01,True,False
0,2011-12-30,52,234.0,True,False
0,2011-12-30,49,9779.74,True,False
0,2011-12-30,46,978.61,True,False
0,2011-12-30,40,90584.14,True,False
0,2011-12-30,25,9896.33,True,False
0,2011-12-30,41,1547.15,True,False
0,2011-12-30,56,656.76,True,False
0,2011-12-30,49,2925.64,True,False
0,2011-12-30,12,2403.78,True,False
0,2011-12-30,13,44824.21,True,False
0,2011-12-30,14,22496.39,True,False
0,2011-12-30,16,3652.27,True,False
0,2011-12-30,2,17382.19,True,False
0,2011-12-30,1,26267.33,True,False
0,2011-12-30,44,5809.36,True,False
0,2011-12-30,44,9454.02,True,False
0,2011-12-30,41,1073.3,True,False
0,2011-12-30,41,264.38,True,False
0,2011-12-30,37,2446.8,True,False
0,2011-12-30,36,662.4,True,False
0,2011-12-30,35,3999.41,True,False
0,2011-12-30,34,5001.52,True,False
0,2011-12-30,4,-15812.2,True,False
0,2011-12-30,33,9760.32,True,False
0,2011-12-30,31,2707.55,True,False
0,2011-12-30,30,1740.76,True,False
0,2011-12-30,29,2859.89,True,False
0,2011-12-30,28,741.13,True,False
0,2011-12-30,27,2316.92,True,False
0,2011-12-30,24,3167.3,True,False
0,2011-12-30,22,3606.57,True,False
0,2011-12-30,19,618.43,True,False
0,2011-12-30,18,17883.0,True,False
0,2011-12-30,17,11407.75,True,False
0,2011-12-30,32,4363.4,True,False
0,2011-12-30,55,824.54,True,False
1,2011-12-16,6,9494.72,True,False
1,2011-12-16,12,3710.67,True,False
1,2011-12-16,13,3005.33,True,False
1,2011-12-16,14,3252.19,True,False
1,2011-12-16,16,3663.18,True,False
1,2011-12-16,17,2405.42,True,False
1,2011-12-16,18,829.11,True,False
1,2011-12-16,11,5996.89,True,False
1,2011-12-16,20,2207.09,True,False
1,2011-12-16,55,7459.29,True,False
1,2011-12-16,49,222.42,True,False
1,2011-12-16,1,15533.65,True,False
1,2011-12-16,49,20.63,True,False
1,2011-12-16,59,30.5,True,False
1,2011-12-16,42,2959.88,True,False
1,2011-12-16,36,1922.0,True,False
1,2011-12-16,10,16611.72,True,False
1,2011-12-16,32,9859.04,True,False
1,2011-12-16,8,35451.7,True,False
1,2011-12-16,9,10496.91,True,False
1,2011-12-16,19,306.23,True,False
1,2011-12-16,23,9668.39,True,False
1,2011-12-16,22,17520.7,True,False
1,2011-12-16,27,2539.96,True,False
1,2011-12-16,30,326.36,True,False
1,2011-12-16,41,5394.42,True,False
1,2011-12-16,28,1240.67,True,False
1,2011-12-16,71,8187.29,True,False
1,2011-12-16,1,31298.4,True,False
1,2011-12-16,2,75883.69,True,False
1,2011-12-16,3,7025.83,True,False
1,2011-12-16,4,3190.78,True,False
1,2011-12-16,5,8190.36,True,False
1,2011-12-16,71,4114.37,True,False
1,2011-12-16,7,123213.56,True,False
1,2011-12-23,14,3505.12,True,False
1,2011-12-23,6,3934.33,True,False
1,2011-12-23,7,2353.71,True,False
1,2011-12-23,9,21652.27,True,False
1,2011-12-23,12,3675.66,True,False
1,2011-12-23,10,6493.56,True,False
1,2011-12-23,5,16907.28,True,False
1,2011-12-23,9,3809.0,True,False
1,2011-12-23,4,46171.28,True,False
1,2011-12-23,60,2209.0,True,False
1,2011-12-23,2,59464.7,True,False
1,2011-12-23,74,1547.91,True,False
1,2011-12-23,67,2946.2,True,False
1,2011-12-23,98,476.91,True,False
1,2011-12-23,71,4382.0,True,False
1,2011-12-23,60,7148.8,True,False
1,2011-12-23,59,198.9,True,False
1,2011-12-23,49,18011.7,True,False
1,2011-12-23,16,3241.38,True,False
1,2011-12-23,3,7298.22,True,False
1,2011-12-23,17,6821.53,True,False
1,2011-12-23,29,5191.16,True,False
1,2011-12-23,19,1397.55,True,False
1,2011-12-23,72,976.02,True,False
1,2011-12-23,67,44.05,True,False
1,2011-12-23,59,1851.0,True,False
1,2011-12-23,40,2561.65,True,False
1,2011-12-23,49,51680.78,True,False
1,2011-12-23,25,9755.23,True,False
1,2011-12-23,21,6439.95,True,False
1,2011-12-23,72,404.4,True,False
1,2011-12-23,67,1377.8,True,False
1,2011-12-23,18,18683.03,True,False
1,2011-12-23,60,7569.4,True,False
1,2011-12-23,49,891.39,True,False
1,2011-12-23,49,1939.5,True,False
1,2011-12-23,41,2261.3,True,False
1,2011-12-23,40,5747.21,True,False
1,2011-12-23,38,8256.49,True,False
1,2011-12-23,35,4020.65,True,False
1,2011-12-23,34,3481.1,True,False
1,2011-12-23,28,461.36,True,False
1,2011-12-23,20,6692.0,True,False
1,2011-12-23,60,2676.2,True,False
1,2011-12-23,46,467.75,True,False
1,2011-12-23,11,1249.22,True,False
1,2011-12-23,41,9990.44,True,False
1,2011-12-23,9,171.0,True,False
1,2011-12-23,8,25353.18,True,False
1,2011-12-23,7,111528.94,True,False
1,2011-12-23,5,60402.87,True,False
1,2011-12-23,4,10974.47,True,False
1,2011-12-23,3,17638.46,True,False
1,2011-12-23,2,44851.95,True,False
1,2011-12-23,1,50919.69,True,False
1,2011-12-23,56,176.54,True,False
1,2011-12-23,10,3859.87,True,False
1,2011-12-23,54,506.4,True,False
1,2011-12-23,42,158.29,True,False
1,2011-12-23,41,1771.21,True,False
1,2011-12-23,24,5684.2,True,False
1,2011-12-23,72,30539.23,True,False
1,2011-12-23,72,674.29,True,False
1,2011-12-23,55,27831.24,True,False
1,2011-12-23,56,370.44,True,False
1,2011-12-23,49,169.17,True,False
1,2011-12-23,42,9491.28,True,False
1,2011-12-23,44,7909.23,True,False
1,2011-12-23,11,2459.76,True,False
1,2011-12-23,13,7806.58,True,False
1,2011-12-23,13,29496.15,True,False
1,2011-12-23,40,8212.74,True,False
1,2011-12-23,12,3183.92,True,False
1,2011-12-23,40,8889.7,True,False
1,2011-12-23,36,2760.54,True,False
1,2011-12-23,35,351.33,True,False
1,2011-12-23,32,177.3,True,False
1,2011-12-23,31,4155.38,True,False
1,2011-12-23,31,2976.25,True,False
1,2011-12-23,30,839.52,True,False
1,2011-12-23,27,1188.0,True,False
1,2011-12-23,34,7933.41,True,False
1,2011-12-23,25,7487.66,True,False
1,2011-12-23,24,9044.44,True,False
1,2011-12-23,22,5268.02,True,False
1,2011-12-23,14,38151.27,True,False
1,2011-12-23,20,6133.08,True,False
1,2011-12-23,18,1948.51,True,False
1,2011-12-23,18,1826.54,True,False
1,2011-12-23,26,4425.77,True,False
1,2011-12-23,17,9305.17,True,False
1,2011-12-30,26,4406.9,True,False
1,2011-12-30,26,6450.74,True,False
1,2011-12-30,27,463.67,True,False
1,2011-12-30,27,2807.93,True,False
1,2011-12-30,27,5613.14,True,False
1,2011-12-30,27,1695.64,True,False
1,2011-12-30,29,1882.49,True,False
1,2011-12-30,29,680.0,True,False
1,2011-12-30,49,587.04,True,False
1,2011-12-30,31,3250.22,True,False
1,2011-12-30,31,1912.29,True,False
1,2011-12-30,32,2089.7,True,False
1,2011-12-30,26,5932.91,True,False
1,2011-12-30,31,1457.37,True,False
1,2011-12-30,28,142.01,True,False
1,2011-12-30,24,5788.57,True,False
1,2011-12-30,14,8376.11,True,False
1,2011-12-30,23,2262.23,True,False
1,2011-12-30,7,3897.34,True,False
1,2011-12-30,32,8211.12,True,False
1,2011-12-30,8,1225.98,True,False
1,2011-12-30,9,9768.85,True,False
1,2011-12-30,11,7726.38,True,False
1,2011-12-30,11,5451.59,True,False
1,2011-12-30,12,4865.08,True,False
1,2011-12-30,13,3799.9,True,False
1,2011-12-30,16,2922.23,True,False
1,2011-12-30,17,9067.01,True,False
1,2011-12-30,18,2299.54,True,False
1,2011-12-30,20,862.82,True,False
1,2011-12-30,20,3666.74,True,False
1,2011-12-30,22,9931.92,True,False
1,2011-12-30,23,7649.03,True,False
1,2011-12-30,23,4866.63,True,False
1,2011-12-30,33,4039.22,True,False
1,2011-12-30,55,435.22,True,False
1,2011-12-30,33,6688.02,True,False
1,2011-12-30,55,723.3,True,False
1,2011-12-30,58,796.2,True,False
1,2011-12-30,56,651.9,True,False
1,2011-12-30,60,330.7,True,False
1,2011-12-30,60,156.89,True,False
1,2011-12-30,67,382.61,True,False
1,2011-12-30,59,594.7,True,False
1,2011-12-30,71,1836.42,True,False
1,2011-12-30,67,36223.0,True,False
1,2011-12-30,22,6733.51,True,False
1,2011-12-30,29,2933.4,True,False
1,2011-12-30,31,3595.2,True,False
1,2011-12-30,33,4979.17,True,False
1,2011-12-30,36,2966.69,True,False
1,2011-12-30,6,1552.14,True,False
1,2011-12-30,54,975.99,True,False
1,2011-12-30,33,7199.45,True,False
1,2011-12-30,46,1156.34,True,False
1,2011-12-30,45,16479.97,True,False
1,2011-12-30,34,1862.22,True,False
1,2011-12-30,34,13354.75,True,False
1,2011-12-30,36,2481.07,True,False
1,2011-12-30,35,2019.08,True,False
1,2011-12-30,36,1277.7,True,False
1,2011-12-30,36,1743.38,True,False
1,2011-12-30,37,3740.93,True,False
1,2011-12-30,38,4456.61,True,False
1,2011-12-30,37,53303.79,True,False
1,2011-12-30,40,18249.77,True,False
1,2011-12-30,42,52251.53,True,False
1,2011-12-30,42,6564.62,True,False
1,2011-12-30,42,7026.65,True,False
1,2011-12-30,44,433.74,True,False
1,2011-12-30,44,9219.83,True,False
1,2011-12-30,49,335.55,True,False
1,2011-12-30,5,17475.22,True,False
1,2011-12-30,98,17822.03,True,False
1,2011-12-30,3,9257.23,True,False
1,2011-12-30,32,992.39,True,False
1,2011-12-30,32,7399.24,True,False
1,2011-12-30,35,2558.51,True,False
1,2011-12-30,37,2228.75,True,False
1,2011-12-30,40,48.99,True,False
1,2011-12-30,52,2798.0,True,False
1,2011-12-30,25,9451.36,True,False
1,2011-12-30,49,452.26,True,False
1,2011-12-30,72,1970.2,True,False
1,2011-12-30,74,5129.82,True,False
1,2011-12-30,79,-2232.1,True,False
1,2011-12-30,22,6662.71,True,False
1,2011-12-30,22,7443.51,True,False
1,2011-12-30,41,4631.29,True,False
1,2011-12-30,98,149.39,True,False
1,2011-12-30,25,5294.64,True,False
1,2011-12-30,22,899.72,True,False
1,2011-12-30,19,1068.94,True,False
1,2011-12-30,42,5893.8,True,False
1,2011-12-30,42,4174.77,True,False
1,2011-12-30,46,656.0,True,False
1,2011-12-30,52,36.52,True,False
1,2011-12-30,55,7451.2,True,False
1,2011-12-30,56,6383.0,True,False
1,2011-12-30,67,498.14,True,False
1,2011-12-30,23,7753.29,True,False
1,2011-12-30,33,6513.89,True,False
1,2011-12-30,40,17.91,True,False
1,2011-12-30,77,227.89,True,False
1,2011-12-30,79,57916.26,True,False
1,2011-12-30,72,1260.65,True,False
1,2011-12-30,6,6939.36,True,False
1,2011-12-30,16,3523.81,True,False
1,2011-12-30,52,6226.0,True,False
1,2011-12-30,67,411.3,True,False
1,2011-12-30,1,-5159.39,True,False
1,2011-12-30,2,15838.79,True,False
1,2011-12-30,27,1226.01,True,False
1,2011-12-30,27,1951.61,True,False
1,2011-12-30,28,727.43,True,False
1,2011-12-30,29,7805.95,True,False
1,2011-12-30,30,1530.4,True,False
1,2011-12-30,36,3680.99,True,False
1,2011-12-30,46,972.83,True,False
1,2011-12-30,45,794.96,True,False
1,2011-12-30,46,159.99,True,False
1,2011-12-30,48,664.0,True,False
1,2011-12-30,52,30006.0,True,False
1,2011-12-30,67,3034.18,True,False
1,2011-12-30,74,791.76,True,False
1,2011-12-30,1,14667.96,True,False
1,2011-12-30,2,21607.22,True,False
1,2011-12-30,24,5317.25,True,False
1,2011-12-30,4,18827.67,True,False
1,2011-12-30,24,7862.89,True,False
1,2011-12-30,20,3351.39,True,False
1,2011-12-30,3,8896.72,True,False
1,2011-12-30,4,8429.41,True,False
1,2011-12-30,5,8962.22,True,False
1,2011-12-30,6,5424.84,True,False
1,2011-12-30,7,22773.88,True,False
1,2011-12-30,37,5117.83,True,False
1,2011-12-30,10,8763.52,True,False
1,2011-12-30,10,7839.56,True,False
1,2011-12-30,11,4456.61,True,False
1,2011-12-30,12,4988.14,True,False
1,2011-12-30,13,9269.26,True,False
1,2011-12-30,14,1541.73,True,False
1,2011-12-30,17,2526.9,True,False
1,2011-12-30,17,7890.28,True,False
1,2011-12-30,18,9440.18,True,False
1,2011-12-30,21,4456.4,True,False
1,2011-12-30,79,116124.79,True,False
2,2011-12-16,19,2441.57,True,False
2,2011-12-16,16,8905.32,True,False
2,2011-12-16,28,1525.97,True,False
2,2011-12-16,27,402.49,True,False
2,2011-12-16,22,10202.46,True,False
2,2011-12-16,21,8870.44,True,False
2,2011-12-16,18,39715.1,True,False
2,2011-12-16,17,18988.2,True,False
2,2011-12-16,16,4273.0,True,False
2,2011-12-16,14,23383.65,True,False
2,2011-12-16,13,14267.0,True,False
2,2011-12-16,12,2416.9,True,False
2,2011-12-16,11,9442.1,True,False
2,2011-12-16,29,9239.32,True,False
2,2011-12-16,9,14757.7,True,False
2,2011-12-16,24,8678.28,True,False
2,2011-12-16,26,6436.96,True,False
2,2011-12-16,26,6109.22,True,False
2,2011-12-16,10,36465.21,True,False
2,2011-12-16,2,39313.69,True,False
2,2011-12-16,1,43231.28,True,False
2,2011-12-16,4,27282.75,True,False
2,2011-12-16,5,39782.05,True,False
2,2011-12-16,6,6222.33,True,False
2,2011-12-16,7,-9315.33,True,False
2,2011-12-16,8,37482.68,True,False
2,2011-12-16,3,16972.09,True,False
2,2011-12-23,9,9009.97,True,False
2,2011-12-23,8,11457.33,True,False
2,2011-12-23,8,31018.93,True,False
2,2011-12-23,6,4101.1,True,False
2,2011-12-23,1,30976.69,True,False
2,2011-12-23,4,20701.64,True,False
2,2011-12-23,3,11321.23,True,False
2,2011-12-23,2,37033.2,True,False
2,2011-12-23,10,14766.59,True,False
2,2011-12-23,5,38512.0,True,False
2,2011-12-23,11,19602.96,True,False
2,2011-12-23,21,4150.57,True,False
2,2011-12-23,13,27820.67,True,False
2,2011-12-23,16,35751.19,True,False
2,2011-12-23,16,5933.22,True,False
2,2011-12-23,17,6451.03,True,False
2,2011-12-23,20,1355.72,True,False
2,2011-12-23,22,9464.42,True,False
2,2011-12-23,24,35578.64,True,False
2,2011-12-23,42,5218.72,True,False
2,2011-12-23,26,9394.17,True,False
2,2011-12-23,29,7422.0,True,False
2,2011-12-23,30,1336.12,True,False
2,2011-12-23,12,2726.19,True,False
2,2011-12-23,28,14816.68,True,False
2,2011-12-23,18,51442.02,True,False
2,2011-12-23,26,6838.01,True,False
2,2011-12-23,27,1761.5,True,False
2,2011-12-23,1,99682.15,True,False
2,2011-12-23,2,76288.93,True,False
2,2011-12-23,3,27277.72,True,False
2,2011-12-23,4,21789.85,True,False
2,2011-12-23,5,82970.14,True,False
2,2011-12-23,7,991.42,True,False
2,2011-12-23,8,532.46,True,False
2,2011-12-23,9,20213.16,True,False
2,2011-12-23,10,22745.22,True,False
2,2011-12-23,11,12446.24,True,False
2,2011-12-23,6,9338.45,True,False
2,2011-12-23,14,29313.39,True,False
2,2011-12-23,24,9545.12,True,False
2,2011-12-23,12,2241.42,True,False
2,2011-12-23,23,17696.3,True,False
2,2011-12-23,22,13513.11,True,False
2,2011-12-23,24,16139.96,True,False
2,2011-12-23,20,1547.0,True,False
2,2011-12-23,20,1224.08,True,False
2,2011-12-23,18,22720.42,True,False
2,2011-12-23,17,11681.59,True,False
2,2011-12-23,16,3639.82,True,False
2,2011-12-23,14,32903.23,True,False
2,2011-12-30,13,58322.27,True,False
2,2011-12-30,17,8658.75,True,False
2,2011-12-30,14,15837.98,True,False
2,2011-12-30,16,1319.99,True,False
2,2011-12-30,12,6696.25,True,False
2,2011-12-30,8,24602.87,True,False
2,2011-12-30,10,9120.46,True,False
2,2011-12-30,10,13638.94,True,False
2,2011-12-30,10,8491.02,True,False
2,2011-12-30,9,8452.3,True,False
2,2011-12-30,18,23120.23,True,False
2,2011-12-30,7,43454.37,True,False
2,2011-12-30,11,6221.87,True,False
2,2011-12-30,20,841.78,True,False
2,2011-12-30,28,1563.53,True,False
2,2011-12-30,21,7464.88,True,False
2,2011-12-30,32,7952.21,True,False
2,2011-12-30,26,19491.88,True,False
2,2011-12-30,23,4301.55,True,False
2,2011-12-30,25,5471.5,True,False
2,2011-12-30,25,9188.3,True,False
2,2011-12-30,26,9878.19,True,False
2,2011-12-30,32,2901.29,True,False
2,2011-12-30,27,2157.18,True,False
2,2011-12-30,28,588.38,True,False
2,2011-12-30,7,2297.7,True,False
2,2011-12-30,29,11356.78,True,False
2,2011-12-30,30,5861.47,True,False
2,2011-12-30,30,3220.79,True,False
2,2011-12-30,20,8911.51,True,False
2,2011-12-30,5,31477.25,True,False
2,2011-12-30,21,8226.5,True,False
2,2011-12-30,3,8939.59,True,False
2,2011-12-30,20,1018.12,True,False
2,2011-12-30,22,4035.39,True,False
2,2011-12-30,24,2976.05,True,False
2,2011-12-30,1,11283.93,True,False
2,2011-12-30,2,3542.25,True,False
2,2011-12-30,3,8509.23,True,False
2,2011-12-30,4,28853.62,True,False
2,2011-12-30,5,10942.91,True,False
2,2011-12-30,7,6694.25,True,False
2,2011-12-30,7,28150.75,True,False
2,2011-12-30,9,13198.66,True,False
2,2011-12-30,12,14067.85,True,False
2,2011-12-30,12,6850.7,True,False
2,2011-12-30,13,2864.53,True,False
2,2011-12-30,14,17848.7,True,False
2,2011-12-30,16,4240.99,True,False
2,2011-12-30,17,9947.6,True,False
2,2011-12-30,18,7387.21,True,False
2,2011-12-30,20,1413.43,True,False
2,2011-12-30,20,4983.0,True,False
2,2011-12-30,22,1729.94,True,False
2,2011-12-30,23,18688.13,True,False
2,2011-12-30,26,6050.54,True,False
2,2011-12-30,27,9090.31,True,False
2,2011-12-30,27,2897.24,True,False
2,2011-12-30,28,5529.23,True,False
2,2011-12-30,29,5502.77,True,False
2,2011-12-30,1,15921.0,True,False
2,2011-12-30,2,20329.3,True,False
2,2011-12-30,4,22291.64,True,False
2,2011-12-30,24,6171.83,True,False
3,2011-12-16,23,20359.44,True,False
3,2011-12-16,24,58906.59,True,False
3,2011-12-16,24,11406.43,True,False
3,2011-12-16,25,2861.5,True,False
3,2011-12-16,31,1734.72,True,False
3,2011-12-16,32,2996.76,True,False
3,2011-12-16,32,8196.34,True,False
3,2011-12-16,33,10454.09,True,False
3,2011-12-16,36,8525.52,True,False
3,2011-12-16,36,1992.5,True,False
3,2011-12-16,42,3187.29,True,False
3,2011-12-16,42,1796.65,True,False
3,2011-12-16,48,1647.81,True,False
3,2011-12-16,90,4925.26,True,False
3,2011-12-16,52,2190.6,True,False
3,2011-12-16,54,35612.13,True,False
3,2011-12-16,67,248.8,True,False
3,2011-12-16,67,5974.6,True,False
3,2011-12-16,20,6867.57,True,False
3,2011-12-16,19,144.11,True,False
3,2011-12-16,26,3861.88,True,False
3,2011-12-16,17,2728.55,True,False
3,2011-12-16,18,94964.42,True,False
3,2011-12-16,34,4651.63,True,False
3,2011-12-16,40,2208.16,True,False
3,2011-12-16,40,22134.05,True,False
3,2011-12-16,1,32451.86,True,False
3,2011-12-16,2,66497.58,True,False
3,2011-12-16,3,15023.99,True,False
3,2011-12-16,4,24800.92,True,False
3,2011-12-16,5,31982.48,True,False
3,2011-12-16,59,207.71,True,False
3,2011-12-16,7,88228.72,True,False
3,2011-12-16,8,10674.92,True,False
3,2011-12-16,10,12073.21,True,False
3,2011-12-16,11,3149.8,True,False
3,2011-12-16,12,2753.45,True,False
3,2011-12-16,13,21993.8,True,False
3,2011-12-16,14,14249.39,True,False
3,2011-12-16,6,8625.64,True,False
3,2011-12-16,16,4995.77,True,False
3,2011-12-23,25,2371.47,True,False
3,2011-12-23,26,5751.25,True,False
3,2011-12-23,27,6751.56,True,False
3,2011-12-23,28,1548.58,True,False
3,2011-12-23,29,1434.35,True,False
3,2011-12-23,30,6741.0,True,False
3,2011-12-23,32,7061.57,True,False
3,2011-12-23,32,2975.73,True,False
3,2011-12-23,33,832.19,True,False
3,2011-12-23,35,4596.07,True,False
3,2011-12-23,24,8922.02,True,False
3,2011-12-23,35,2417.36,True,False
