Store,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday,_is_imputed
4,2011-12-23,24.46,3.412,263.8,194.851,1465.34,29.0,4232.08,218.6423,6.448,True,False
4,2011-12-30,32.41,3.501,85.8,10533.551,1005.0,1192.9894,8838.89,136.8909,6.898,True,False
4,2011-12-30,38.93,3.402,212.59,1149.26,79.94,655.26,690.18,136.646,6.12,True,False
5,2011-12-23,30.52,3.158,6596.41,6.0,314.41,538.49,9804.27,218.7568,6.443,True,False
5,2011-12-23,50.69,3.173,206.95,20.44,14.84,31.97,1259.61,229.9301,7.443,True,False
5,2011-12-30,43.84,3.172,331.42,189.47,287.17,3848.32,20704.5,222.9029,4.148,True,False
5,2011-12-30,28.76,3.139,5525.33,53326.68,3.57,467.4,2431.94,223.3586,5.616,True,False
6,2011-12-23,47.45,3.158,3360.46,33.551,924.03,768.5,6460.18,229.4643,4.141,True,False
6,2011-12-23,53.29,3.173,124.5,0.66,314.49,10.9894,2189.08,136.9309,8.148,True,False
6,2011-12-30,37.12,3.179,2763.37,9.0,314.14,746.92,1136.13,136.4223,7.443,True,False
6,2011-12-30,18.73,3.119,3024.68,50058.09,200.9,455.5,3016.93,136.0672,8.516,True,False
7,2011-12-23,21.57,3.158,3376.72,2.5,343.02,493.4,9858.57,195.8642,5.057,True,False
7,2011-12-23,35.54,3.113,519.44,40.18,1618.9,17.0,5338.95,223.5842,4.443,True,False
7,2011-12-30,33.11,3.176,2757.71,23.0,1383.26,397.0,15504.53,195.4909,8.448,True,False
7,2011-12-30,36.4,3.119,2926.42,58368.9,390.0,571.84,3011.94,196.3571,7.513,True,False
8,2011-12-23,31.22,3.47,2131.71,19.0,344.67,4969.72,2852.5,196.616,8.357,True,False
8,2011-12-23,34.41,3.173,2586.3,19.3,1949.5,29.4,1316.54,196.999,5.306,True,False
8,2011-12-30,32.91,3.701,2250.5,79.94,93.08,2439.1,27827.39,195.8223,9.443,True,False
8,2011-12-30,36.82,3.129,3087.39,50019.2,380.14,147.2,732.2,189.0701,6.445,True,False
9,2011-12-23,37.12,3.158,2846.32,19.0,306.16,793.49,19833.48,219.4031,6.513,True,False
9,2011-12-23,31.16,3.173,2759.34,26.18,1384.93,246.75,3531.04,218.5845,7.141,True,False
9,2011-12-30,50.79,3.172,6035.61,6.0,606.11,164.49,17880.5,195.3168,8.141,True,False
9,2011-12-30,31.82,3.419,2176.2,31086.09,267.33,22.46,3515.64,219.3573,5.523,True,False
10,2011-12-23,36.55,3.158,4546.71,10063.0,315.48,186.2,5850.2,195.5068,5.423,True,False
10,2011-12-23,49.56,3.113,758.54,9.79,2974.48,21.96,638.48,218.9845,8.443,True,False
10,2011-12-30,50.89,3.172,4667.64,74.0,2658.17,87.17,15315.34,218.356,8.443,True,False
10,2011-12-30,31.85,3.402,2651.49,44011.76,381.42,122.74,1013.9,196.531,4.443,True,False
11,2011-12-23,42.45,3.158,2031.11,10000.0,650.67,923.1,3853.25,195.5031,8.441,True,False
11,2011-12-23,54.59,3.113,83.54,0.55,1083.97,50.0,3594.24,196.93,8.082,True,False
11,2011-12-30,39.49,3.378,6540.98,0.47,334.11,545.32,37231.5,223.8223,4.443,True,False
11,2011-12-30,36.79,3.119,3364.82,50129.03,330.27,82.5,1741.25,196.0772,5.448,True,False
12,2011-12-23,34.64,3.158,3525.8,10009.0,600.44,929.72,8627.67,195.666,8.003,True,False
12,2011-12-23,22.53,3.113,2089.21,0.05,83.17,32.5,1310.38,218.9842,5.443,True,False
12,2011-12-30,45.06,3.172,2366.99,27.47,1360.19,211.6,737.21,195.159,8.448,True,False
12,2011-12-30,21.58,3.119,6784.1,1126.07,344.3,989.2,2317.64,182.2393,6.143,True,False
13,2011-12-23,57.72,3.153,3419.39,10.0,611.44,802.81,3013.77,195.5046,7.443,True,False
13,2011-12-23,24.96,3.112,265.54,80.84,72.44,84.9894,2137.02,196.1714,7.013,True,False
13,2011-12-30,40.18,3.178,2424.07,66.0,1999.77,80.35,6934.0,222.359,6.448,True,False
13,2011-12-30,28.66,3.119,3828.39,41918.16,12.75,79.0,3534.9,196.0581,4.448,True,False
14,2011-12-23,47.64,3.158,3317.3175,10009.0,506.17,639.77,3197.69,218.866,9.597,True,False
14,2011-12-23,44.93,3.389,2863.5,0.17,958.92,187.5,4311.75,196.5745,8.441,True,False
14,2011-12-30,46.85,3.172,2239.18,9.04,1158.34,387.2,8647.1,218.4229,4.597,True,False
14,2011-12-30,31.44,3.119,4621.82,10006.24,241.55,386.68,437.85,229.171,5.143,True,False
15,2011-12-23,10.27,3.158,3497.34,70.0,305.4,499.76,5153.08,136.8555,4.143,True,False
15,2011-12-23,52.53,3.113,3609.83,0.13,488.7,840.4,4214.15,196.066,7.143,True,False
15,2011-12-30,52.75,3.178,2415.41,9.4,1395.34,4402.67,28340.01,195.8223,7.713,True,False
15,2011-12-30,31.35,3.119,3844.32,59586.03,164.28,650.4,2602.33,196.0172,7.148,True,False
16,2011-12-23,43.5,3.158,5828.73,4.17,58.03,496.76,6310.66,195.0642,8.3,True,False
16,2011-12-23,35.94,3.113,2723.12,18.11,1165.3,45.21,636.3,196.5845,8.443,True,False
16,2011-12-30,57.11,3.701,7961.41,1.551,1737.68,805.72,28524.94,195.8909,6.303,True,False
16,2011-12-30,36.52,3.119,2168.92,81021.96,328.95,199.33,2013.45,196.1773,8.343,True,False
17,2011-12-23,47.42,3.17,3406.94,10002.3,340.98,492.4,7332.69,195.5031,8.443,True,False
17,2011-12-23,15.97,3.012,2125.14,0.71,438.42,13.3,3734.95,196.9845,9.443,True,False
17,2011-12-30,48.79,3.472,3014.05,72.24,2336.31,9.0,11837.73,195.891,4.148,True,False
17,2011-12-30,31.76,3.119,3311.01,1023.06,333.82,579.21,3015.94,196.6033,8.443,True,False
18,2011-12-23,34.14,3.345,7391.41,10048.0,4.9,1492.9894,5690.57,217.3546,6.148,True,False
18,2011-12-23,48.83,3.589,397.27,9.551,1036.7,1022.78,729.51,136.1701,6.192,True,False
18,2011-12-30,38.81,3.172,82.71,56.851,46.3,1402.0,14104.84,218.8223,6.148,True,False
18,2011-12-30,36.84,3.119,3756.32,1672.06,260.34,617.45,731.62,136.0031,8.423,True,False
19,2011-12-23,42.36,3.158,3515.3,19.551,299.18,769.49,9198.64,218.8551,9.423,True,False
19,2011-12-23,44.19,3.112,2869.9,0.24,959.27,58.5,4499.61,196.536,5.306,True,False
19,2011-12-30,31.53,3.176,2386.6,76.0,1394.02,306.5,17754.35,218.3599,8.423,True,False
19,2011-12-30,31.41,3.129,3262.3,50079.47,650.33,51.84,2831.79,196.1717,7.423,True,False
20,2011-12-23,14.12,3.331,3597.72,0.0,126.94,4499.6,1851.38,195.6031,7.513,True,False
20,2011-12-23,22.99,3.173,613.82,0.03,613.17,39.0,4500.65,136.1714,4.413,True,False
20,2011-12-30,39.51,3.172,4619.19,10533.551,1364.53,402.1894,7831.32,129.3509,4.148,True,False
20,2011-12-30,32.59,3.119,5056.88,533.27,1.95,54.83,437.75,130.6436,8.148,True,False
21,2011-12-23,50.12,3.155,2597.91,10533.0,341.07,313.62,9831.38,229.8557,5.357,True,False
21,2011-12-23,36.96,3.112,389.26,1.5,986.78,86.51,2534.17,136.5884,7.141,True,False
21,2011-12-30,49.75,3.378,4829.0,10533.0,1120.59,39.95,29932.11,195.8223,4.441,True,False
21,2011-12-30,15.92,3.119,2621.52,58028.39,244.47,177.82,3730.69,196.5301,8.441,True,False
22,2011-12-23,46.44,3.159,2123.72,10533.0,6.03,1899.7894,3509.68,136.5031,8.448,True,False
22,2011-12-23,35.46,3.112,150.24,0.03,4.5,89.0,2930.8,196.5884,8.443,True,False
22,2011-12-30,42.52,3.172,3861.37,58.0,864.04,142.5894,8124.83,188.8906,5.145,True,False
22,2011-12-30,53.72,3.119,3154.59,72126.44,119.74,199.22,499.3,219.071,7.141,True,False
23,2011-12-23,34.41,3.345,5389.31,62.551,344.44,4619.4,7865.9,195.855,6.441,True,False
23,2011-12-23,15.99,3.113,513.15,0.99,2176.72,87.9,4374.34,196.9009,8.906,True,False
23,2011-12-30,53.58,3.666,3697.72,10533.551,1390.11,3441.31,27604.25,195.4909,6.443,True,False
23,2011-12-30,39.29,3.119,2856.19,50074.24,67.72,469.87,2866.5,130.6433,9.357,True,False
24,2011-12-23,39.79,3.158,3301.98,10040.551,692.93,1439.3,1899.56,195.8746,8.14,True,False
24,2011-12-23,24.85,3.173,313.5,0.23,1983.73,32.5,9938.25,196.9842,6.12,True,False
24,2011-12-30,51.24,3.172,4861.61,532.94,1857.7,1494.0,25655.02,195.6423,7.143,True,False
24,2011-12-30,17.57,3.119,3896.33,56142.53,316.04,499.98,515.69,196.171,7.143,True,False
25,2011-12-23,50.72,3.331,3481.88,18.0,5.23,2598.3,9620.5,136.5301,7.423,True,False
25,2011-12-23,22.45,3.113,224.42,10.33,1306.63,849.99,2600.75,196.8714,8.198,True,False
25,2011-12-30,53.72,3.172,3376.71,78.87,1114.98,1332.85,28629.27,136.7909,4.443,True,False
25,2011-12-30,37.95,3.119,3885.34,76026.4,1123.3,57.0,508.9,136.1023,8.523,True,False
26,2011-12-23,46.18,3.151,3401.95,10533.551,944.07,114.79,6602.65,217.5098,7.471,True,False
26,2011-12-23,11.99,3.173,867.08,284.17,928.1,52.0,8937.38,223.9395,4.445,True,False
26,2011-12-30,50.14,3.459,2525.61,10533.551,4500.49,843.17,4331.01,196.4909,4.452,True,False
26,2011-12-30,38.36,3.419,3302.87,31021.99,347.58,559.5,8737.78,130.071,8.141,True,False
27,2011-12-23,31.25,3.158,31.72,10533.0,447.0,2499.06,8584.88,136.8545,6.143,True,False
27,2011-12-23,32.45,3.103,97.34,533.551,3.7,425.98,9944.84,136.3584,6.148,True,False
27,2011-12-30,52.59,3.452,4961.29,10533.551,4.36,4402.96,5834.92,136.4909,4.866,True,False
27,2011-12-30,24.53,3.189,248.34,20533.94,50.34,473.44,5803.14,130.271,4.448,True,False
28,2011-12-23,44.92,3.158,3351.76,33.0,89.01,390.9894,5107.3,218.5031,4.148,True,False
28,2011-12-23,32.66,3.141,1212.34,0.48,339.32,18.98,3907.65,196.936,10.448,True,False
28,2011-12-30,58.79,3.172,3405.44,6.0,1304.02,1650.35,25644.67,136.359,7.141,True,False
28,2011-12-30,48.67,3.189,755.32,1443.93,199.44,278.2,2553.75,130.071,5.443,True,False
29,2011-12-23,49.39,3.158,2857.65,10040.0,504.07,439.2,7099.59,136.8546,6.145,True,False
29,2011-12-23,41.46,3.113,2257.92,0.16,779.7,480.8,5010.5,218.1714,8.454,True,False
29,2011-12-30,38.85,3.172,3429.39,10533.94,480.02,614.1,28603.6,218.3929,7.757,True,False
29,2011-12-30,18.85,3.119,3244.19,55480.94,384.75,54.96,3084.64,136.6433,5.443,True,False
30,2011-12-23,40.19,3.158,2381.29,69.0,399.45,599.45,8699.55,218.5031,8.443,True,False
30,2011-12-23,36.73,3.112,355.3,76.16,605.75,92.98,2333.36,196.9035,8.443,True,False
30,2011-12-30,45.25,3.452,3269.89,9.0,887.15,3762.11,27869.23,192.3123,8.713,True,False
30,2011-12-30,36.11,3.119,3556.52,15481.99,110.3,497.64,1115.5,210.1742,7.003,True,False
31,2011-12-23,24.58,3.411,7867.54,20.551,0.52,1450.75,6899.08,196.8543,7.443,True,False
31,2011-12-23,46.39,3.112,289.34,9.26,334.7,167.78,2596.65,196.9095,6.441,True,False
31,2011-12-30,50.29,3.172,2261.0,9.94,689.92,409.8,28147.3,196.8223,8.443,True,False
31,2011-12-30,37.56,3.139,2943.32,1161.01,137.07,634.79,2107.9,220.6433,8.354,True,False
32,2011-12-23,28.53,3.141,5385.97,33.4,3.66,2773.7,9867.38,218.6031,5.448,True,False
32,2011-12-23,27.26,3.173,1859.1,10.09,335.04,20.96,3851.81,218.1714,7.513,True,False
32,2011-12-30,50.61,3.172,2268.61,19.46,300.11,2402.99,18863.25,218.2023,7.143,True,False
32,2011-12-30,36.89,3.129,3821.42,51966.45,1.99,41.05,3816.3,136.5626,6.443,True,False
33,2011-12-23,16.69,3.159,1262.32,10533.051,6.7,56.26,4504.2,195.5301,5.441,True,False
33,2011-12-23,30.38,3.331,3511.88,46.0,314.42,459.62,3864.57,136.8741,4.443,True,False
33,2011-12-23,25.96,3.112,60.38,18.09,10.35,439.9,5899.77,136.1779,7.441,True,False
33,2011-12-30,52.72,3.172,7002.59,146.47,2349.45,1762.24,28604.51,218.3543,8.197,True,False
33,2011-12-30,38.65,3.119,2926.38,34166.0,239.79,148.26,2761.7,130.0033,8.19,True,False
34,2011-12-23,41.36,3.158,3371.22,10.051,81.12,849.5,9857.34,195.5031,8.597,True,False
34,2011-12-23,34.44,3.173,259.1,0.18,522.9,1308.98,2330.2,136.9284,6.441,True,False
34,2011-12-30,48.82,3.172,5559.84,0.0,1897.05,391.8,9245.96,195.1123,5.443,True,False
34,2011-12-30,36.82,3.119,2120.39,50016.27,383.79,883.89,2774.39,196.3575,8.441,True,False
35,2011-12-23,32.16,3.47,3387.71,19.0,311.53,642.69,13038.0,195.8108,7.057,True,False
35,2011-12-23,53.79,3.419,559.1,39.18,2927.03,25.72,4903.3,196.9395,6.303,True,False
35,2011-12-30,37.85,3.478,4869.2,0.47,1309.01,643.17,27824.2,222.4909,8.454,True,False
35,2011-12-30,35.95,3.409,3264.14,57044.94,383.99,848.49,3075.95,196.6033,9.443,True,False
36,2011-12-23,20.53,3.37,3497.88,10536.0,216.53,1161.76,5809.64,136.5031,6.42,True,False
36,2011-12-23,24.53,3.149,221.22,12.551,1085.17,1499.7894,444.83,136.9845,7.423,True,False
36,2011-12-30,38.64,3.501,4932.2,6.47,6.28,802.98,8268.86,136.4309,6.123,True,False
36,2011-12-30,22.92,3.166,3681.92,34426.07,257.04,168.85,2739.63,190.071,12.141,True,False
37,2011-12-23,11.53,3.158,1569.52,11.0,284.98,311.0,8390.67,196.6546,6.441,True,False
37,2011-12-23,39.06,3.541,399.24,0.3,983.67,13.76,2330.36,196.5034,4.441,True,False
37,2011-12-30,51.72,3.452,2598.39,4.0,1784.82,4741.51,28861.53,188.3593,5.59,True,False
37,2011-12-30,48.61,3.119,4838.92,56066.98,349.98,241.3,1010.75,136.1788,4.357,True,False
38,2011-12-23,34.24,3.17,2262.31,10016.0,331.93,5029.4,5832.64,136.6641,6.343,True,False
38,2011-12-23,32.36,3.113,786.99,0.28,418.7,50.2,733.25,222.536,8.351,True,False
38,2011-12-30,53.12,3.172,4629.29,19.0,1981.58,2900.36,23124.25,229.936,6.057,True,False
38,2011-12-30,31.36,3.119,4761.62,52063.09,212.22,611.6,1215.0,222.171,9.541,True,False
39,2011-12-23,36.4,3.17,4066.2,9.0,413.02,180.46,6311.93,195.6601,8.441,True,False
39,2011-12-23,36.44,3.113,39.21,0.48,1338.9,1644.0,8232.78,136.99,8.523,True,False
39,2011-12-30,32.71,3.176,3231.61,9.0,1000.89,239.58,21024.4,136.8423,6.443,True,False
39,2011-12-30,37.29,3.119,2982.57,17065.08,658.47,350.3,3627.92,136.3584,5.343,True,False
40,2011-12-23,44.64,3.158,5681.89,11.0,574.5,2.51,3060.34,222.5061,5.143,True,False
40,2011-12-23,29.76,3.112,339.3,7.09,1303.0,1402.5,3632.78,222.3542,5.513,True,False
40,2011-12-30,35.76,3.172,3750.51,32.0,1264.79,1773.45,11904.5,195.846,7.423,True,False
40,2011-12-30,39.36,3.119,1252.36,11019.56,306.29,39.45,832.25,223.0783,8.523,True,False
41,2011-12-23,34.39,3.158,3269.78,10.0,344.32,933.48,16312.9,195.8543,7.148,True,False
41,2011-12-23,35.45,3.189,597.34,19.4,971.23,46.9,3337.56,129.9142,8.013,True,False
41,2011-12-30,49.78,3.172,1659.0,70.0,2390.29,4767.66,8855.77,219.8229,7.148,True,False
41,2011-12-30,30.58,3.389,7284.83,50006.6,383.53,771.98,2799.92,223.0096,7.143,True,False
42,2011-12-23,15.27,3.153,3572.61,33.0,694.02,4778.4,3558.57,122.9623,6.197,True,False
42,2011-12-23,26.92,3.173,2519.39,10.55,938.35,1468.71,5586.65,196.9842,8.148,True,False
42,2011-12-30,50.57,3.178,3360.12,7.92,2234.9,496.67,6237.58,219.8464,6.448,True,False
42,2011-12-30,37.76,3.129,7851.22,91176.4,0.93,778.76,2556.21,196.6426,4.143,True,False
43,2011-12-23,31.55,3.47,3382.89,9.551,10.41,4413.44,5832.5,195.6031,6.3,True,False
43,2011-12-23,39.77,3.473,2825.44,7.15,914.77,19.0,5336.11,189.8977,5.445,True,False
43,2011-12-30,39.1,3.472,2265.81,6.47,391.98,744.49,25937.63,195.8909,9.443,True,False
43,2011-12-30,33.85,3.119,3496.99,40.27,310.23,19.4,5011.95,229.171,4.051,True,False
44,2011-12-23,44.65,3.158,3023.72,19.0,341.01,6199.49,11504.72,195.6061,8.443,True,False
44,2011-12-23,37.99,3.116,723.92,0.24,0.28,19.5894,2224.24,136.9214,8.443,True,False
44,2011-12-30,53.84,3.172,4651.0,26.0,1008.42,6710.57,21835.2,195.4909,8.423,True,False
44,2011-12-30,36.79,3.389,3264.51,92076.68,12.35,398.63,5116.94,219.0584,6.148,True,False
