Dept,Weekly_Sales,IsHoliday,Store,Date
46,25.38,False,1,2011-12-02
56,9780.88,False,1,2011-12-23
74,26961.7,False,1,2011-12-23
16,46344.72,False,1,2011-12-02
6,32823.69,False,1,2011-12-09
52,13214.99,False,1,2011-12-02
55,3808.73,False,1,2011-12-16
59,16782.64,False,1,2011-12-16
83,157.95,False,1,2011-12-16
42,16747.92,True,1,2011-12-30
87,194797.02,False,1,2011-12-16
79,152.8,True,1,2011-12-30
74,47917.94,False,1,2011-12-09
94,34370.92,True,1,2011-12-30
87,55.67,False,1,2011-12-09
87,162.63,True,1,2011-12-30
44,4100.85,False,1,2011-12-02
98,17316.86,True,1,2011-12-30
54,189.76,False,1,2011-12-09
59,18621.64,False,1,2011-12-09
74,8919.43,False,1,2011-12-02
29,8330.04,False,1,2011-12-16
83,12810.8,False,1,2011-12-16
5,2293.61,False,1,2011-12-09
25,5329.27,False,1,2011-12-02
32,7101.26,False,1,2011-12-23
11,12595.39,False,1,2011-12-23
98,47354.78,True,1,2011-12-30
18,57913.94,False,1,2011-12-09
5,18.48,False,1,2011-12-16
21,89477.9,False,1,2011-12-02
96,1085.68,False,1,2011-12-16
87,56316.13,True,1,2011-12-30
23,43751.6,False,1,2011-12-02
72,12085.4,False,1,2011-12-23
58,62.78,True,1,2011-12-30
20,52062.85,True,1,2011-12-30
26,2065.87,False,1,2011-12-23
9,6725.66,True,1,2011-12-30
25,12.08,False,1,2011-12-02
5,9385.32,False,1,2011-12-02
87,47945.53,False,1,2011-12-16
26,10277.01,False,1,2011-12-16
32,9597.16,False,1,2011-12-23
1,41812.74,False,1,2011-12-16
26,3192.29,True,1,2011-12-30
95,3868.33,False,1,2011-12-16
93,43277.8,False,1,2011-12-02
26,2727.98,False,1,2011-12-02
87,25869.58,False,1,2011-12-02
97,20052.8,False,1,2011-12-02
47,17866.86,False,1,2011-12-16
16,22545.12,False,1,2011-12-23
20,1947.32,False,1,2011-12-23
74,447.23,False,1,2011-12-02
23,14732.06,False,1,2011-12-02
21,8104.61,False,1,2011-12-02
85,13892.89,False,1,2011-12-09
93,11493.06,False,1,2011-12-02
12,4469.22,False,1,2011-12-16
40,68144.99,False,1,2011-12-09
22,743.54,False,1,2011-12-02
81,2456.08,False,1,2011-12-02
20,5844.61,False,1,2011-12-02
22,2898.99,False,1,2011-12-09
49,58409.18,True,1,2011-12-30
48,46250.64,False,1,2011-12-16
5,65348.85,False,1,2011-12-09
71,6847.49,True,1,2011-12-30
9,1415.6,False,1,2011-12-02
41,682.88,True,1,2011-12-30
31,1169.86,False,1,2011-12-16
21,84641.52,False,1,2011-12-23
95,7755.52,False,1,2011-12-09
32,4247.43,False,1,2011-12-30
23,5579.03,False,1,2011-12-02
13,52943.92,True,1,2011-12-30
59,33020.95,False,1,2011-12-16
56,49.61,False,1,2011-12-16
80,39738.58,False,1,2011-12-02
52,14062.8,False,1,2011-12-30
67,7268.56,False,1,2011-12-09
46,20027.92,False,1,2011-12-02
34,169431.22,False,1,2011-12-23
24,28385.16,False,1,2011-12-16
90,15.24,True,1,2011-12-30
58,92.23,False,1,2011-12-23
17,30259.92,False,1,2011-12-16
13,5672.0,False,1,2011-12-09
30,12843.56,False,1,2011-12-16
94,49.99,False,1,2011-12-16
32,38590.34,False,1,2011-12-16
19,1804.66,False,1,2011-12-02
26,-5.23,False,1,2011-12-16
34,403.54,False,1,2011-12-02
44,508.1,False,1,2011-12-16
55,64161.9,False,1,2011-12-23
65,3279.18,False,1,2011-12-09
13,10920.04,True,1,2011-12-30
13,9161.83,False,1,2011-12-02
50,5235.59,False,1,2011-12-02
56,36034.72,False,1,2011-12-16
11,9350.45,False,1,2011-12-02
36,1780.71,False,1,2011-12-02
72,46895.84,False,1,2011-12-16
6,90640.49,False,1,2011-12-02
26,2935.18,False,1,2011-12-30
4,31967.38,False,1,2011-12-16
80,11911.06,False,1,2011-12-02
7,112.09,False,1,2011-12-16
22,48050.98,False,1,2011-12-16
16,47.59,False,1,2011-12-23
28,25176.41,True,1,2011-12-30
90,26643.74,False,1,2011-12-16
97,8597.36,False,1,2011-12-02
26,53542.93,False,1,2011-12-16
95,8808.31,False,1,2011-12-02
32,6369.66,False,1,2011-12-16
16,1825.72,True,1,2011-12-30
44,8252.14,False,1,2011-12-02
91,19991.95,False,1,2011-12-02
29,3153.92,False,1,2011-12-23
34,18.21,False,1,2011-12-16
54,3755.95,False,1,2011-12-16
38,42470.92,False,1,2011-12-16
16,75930.85,True,1,2011-12-30
85,-558.13,True,1,2011-12-30
58,13724.21,False,1,2011-12-02
11,2954.77,False,1,2011-12-09
20,12406.4,False,1,2011-12-02
46,892.47,False,1,2011-12-16
18,21.95,True,1,2011-12-30
83,51044.98,False,1,2011-12-09
9,25704.48,False,1,2011-12-02
96,819.26,False,1,2011-12-23
79,2417.88,False,1,2011-12-02
8,12480.41,False,1,2011-12-23
46,8021.79,True,1,2011-12-30
52,2522.64,False,1,2011-12-23
4,7581.33,False,1,2011-12-02
19,120463.66,True,1,2011-12-30
95,54976.49,True,1,2011-12-30
72,68917.62,False,1,2011-12-02
46,20358.42,True,1,2011-12-30
41,31089.61,False,1,2011-12-23
27,10977.66,False,1,2011-12-02
49,39094.34,False,1,2011-12-23
3,10130.19,True,1,2011-12-30
95,9217.07,False,1,2011-12-23
27,2105.08,False,1,2011-12-16
67,5873.1,False,1,2011-12-30
16,5023.48,False,1,2011-12-02
98,40511.85,False,1,2011-12-16
42,7155.58,False,1,2011-12-02
37,43971.03,False,1,2011-12-30
71,2543.05,True,1,2011-12-30
77,2006.19,False,1,2011-12-23
6,56013.26,False,1,2011-12-16
72,1125.24,True,1,2011-12-30
93,4695.02,True,1,2011-12-30
18,4428.7,False,1,2011-12-02
85,17291.62,False,1,2011-12-02
72,1195.75,False,1,2011-12-02
18,18.9,False,1,2011-12-02
46,293.09,False,1,2011-12-16
18,854.15,True,1,2011-12-30
55,18657.55,False,1,2011-12-16
14,2522.4,False,1,2011-12-16
11,295.87,False,1,2011-12-09
85,20223.84,True,1,2011-12-30
97,10237.43,False,1,2011-12-16
98,13.09,True,1,2011-12-30
92,4224.94,False,1,2011-12-02
2,1302.2,False,1,2011-12-09
44,2478.09,False,1,2011-12-02
1,1953.75,False,1,2011-12-09
2,1834.77,True,1,2011-12-30
22,1623.27,True,1,2011-12-30
90,5422.04,False,1,2011-12-02
37,33084.9,False,1,2011-12-16
32,1382.5,False,1,2011-12-16
96,5055.07,False,1,2011-12-16
26,2231.96,False,1,2011-12-16
85,108.33,True,1,2011-12-30
56,109382.55,False,1,2011-12-02
79,81409.06,False,1,2011-12-16
3,20311.14,False,1,2011-12-23
12,258.04,False,1,2011-12-02
92,30810.54,False,1,2011-12-16
22,4399.08,False,1,2011-12-23
25,68255.56,False,1,2011-12-16
21,6748.51,False,1,2011-12-09
17,1667.12,False,1,2011-12-16
33,936.64,True,1,2011-12-30
20,40429.14,False,1,2011-12-16
2,10.33,False,1,2011-12-23
18,55.62,False,1,2011-12-23
17,7787.25,False,1,2011-12-09
2,1347.58,False,1,2011-12-09
94,13440.96,False,1,2011-12-16
5,6347.29,False,1,2011-12-16
16,10275.66,True,1,2011-12-30
60,6879.68,True,1,2011-12-30
72,34985.34,False,1,2011-12-09
13,1922.79,False,1,2011-12-16
21,36188.58,False,1,2011-12-16
1,26503.8,False,1,2011-12-23
31,3250.86,False,1,2011-12-16
34,270.5,False,1,2011-12-23
90,42702.46,False,1,2011-12-23
1,4447.37,False,1,2011-12-16
24,4890.59,False,1,2011-12-23
58,24215.81,False,1,2011-12-16
91,21831.72,False,1,2011-12-09
34,19501.34,False,1,2011-12-23
58,30910.8,False,1,2011-12-16
98,6857.69,False,1,2011-12-02
23,1150.99,True,1,2011-12-30
95,1586.16,False,1,2011-12-16
24,4936.77,True,1,2011-12-30
52,3832.02,False,1,2011-12-23
11,44156.53,False,1,2011-12-23
49,5398.68,False,1,2011-12-16
10,159712.95,False,1,2011-12-16
23,4000.59,False,1,2011-12-09
29,48.43,False,1,2011-12-16
33,1864.32,False,1,2011-12-16
83,4269.22,False,1,2011-12-16
25,44366.12,False,1,2011-12-16
59,11654.92,False,1,2011-12-16
90,3070.36,False,1,2011-12-16
46,17787.67,False,1,2011-12-23
92,35.86,False,1,2011-12-16
91,37418.92,False,1,2011-12-23
87,4182.21,False,1,2011-12-16
37,12033.78,False,1,2011-12-02
11,4224.71,False,1,2011-12-09
49,10230.96,False,1,2011-12-16
32,4755.51,False,1,2011-12-02
85,2744.54,True,1,2011-12-30
31,80013.92,False,1,2011-12-16
26,4046.17,True,1,2011-12-30
33,50.63,False,1,2011-12-02
29,22179.76,False,1,2011-12-23
80,18166.12,True,1,2011-12-30
29,1145.23,False,1,2011-12-16
52,8051.7,False,1,2011-12-02
25,55564.91,False,1,2011-12-09
28,12.3,False,1,2011-12-02
40,2441.85,False,1,2011-12-30
46,19246.48,True,1,2011-12-30
14,13855.59,False,1,2011-12-09
80,2658.06,False,1,2011-12-23
81,206.72,True,1,2011-12-30
42,46052.46,False,1,2011-12-02
98,14306.79,False,1,2011-12-02
44,43855.26,False,1,2011-12-23
93,-571.97,False,1,2011-12-16
26,11588.65,False,1,2011-12-02
36,900.8,False,1,2011-12-23
96,1237.66,False,1,2011-12-23
72,25983.16,False,1,2011-12-23
71,11708.3,False,1,2011-12-09
33,763.71,False,1,2011-12-09
82,71475.88,False,1,2011-12-16
18,38441.92,False,1,2011-12-09
24,80915.53,False,1,2011-12-23
90,9252.84,False,1,2011-12-23
17,81797.38,False,1,2011-12-16
27,2257.8,False,1,2011-12-16
59,18896.9,False,1,2011-12-16
54,67.77,False,1,2011-12-09
42,7131.18,False,1,2011-12-16
72,9629.36,False,1,2011-12-09
10,49169.48,False,1,2011-12-16
21,11381.43,False,1,2011-12-09
22,20377.06,False,1,2011-12-16
60,22632.16,False,1,2011-12-02
14,29179.55,False,1,2011-12-16
91,1901.85,False,1,2011-12-09
17,8020.15,False,1,2011-12-02
10,204.58,False,1,2011-12-16
52,1170.08,True,1,2011-12-30
81,33107.52,True,1,2011-12-30
45,5600.1,False,1,2011-12-16
71,7556.94,True,1,2011-12-30
81,13948.04,False,1,2011-12-02
12,3194.56,True,1,2011-12-30
21,38025.24,False,1,2011-12-09
82,5165.77,False,1,2011-12-16
4,6167.77,False,1,2011-12-09
13,143.4,True,1,2011-12-30
16,1379.29,False,1,2011-12-16
1,15541.72,False,1,2011-12-16
1,82218.07,False,1,2011-12-09
37,2660.91,False,1,2011-12-02
82,3431.88,False,1,2011-12-23
56,22365.34,False,1,2011-12-16
27,57158.61,False,1,2011-12-02
91,220.38,False,1,2011-12-09
49,3213.94,False,1,2011-12-16
95,47971.0,False,1,2011-12-09
97,12453.25,False,1,2011-12-23
82,55.57,False,1,2011-12-16
48,754.77,False,1,2011-12-16
27,5159.74,False,1,2011-12-09
81,235.96,True,1,2011-12-30
14,13845.59,False,1,2011-12-02
82,11126.06,True,1,2011-12-30
19,19600.33,False,1,2011-12-09
77,44.94,True,1,2011-12-30
30,4978.97,False,1,2011-12-09
19,9674.03,True,1,2011-12-30
42,1082.12,True,1,2011-12-30
91,1101.54,False,1,2011-12-09
5,5414.76,False,1,2011-12-16
72,1496.23,False,1,2011-12-02
46,265.79,False,1,2011-12-02
40,907.74,False,1,2011-12-30
23,8223.66,True,1,2011-12-30
38,9333.43,True,1,2011-12-30
19,16540.04,False,1,2011-12-23
92,21807.67,False,1,2011-12-02
42,38471.87,False,1,2011-12-23
83,18092.29,True,1,2011-12-30
9,8542.83,True,1,2011-12-30
49,326.31,True,2,2011-12-30
71,26669.69,False,2,2011-12-23
95,83334.34,False,2,2011-12-09
11,66409.34,False,2,2011-12-23
67,8355.07,False,2,2011-12-16
98,3083.32,True,2,2011-12-30
23,105.48,False,2,2011-12-09
30,15047.57,False,2,2011-12-23
3,14058.46,False,2,2011-12-02
90,1544.75,False,2,2011-12-16
72,17901.85,False,2,2011-12-23
7,1331.49,False,2,2011-12-16
94,43129.39,False,2,2011-12-09
74,27746.54,False,2,2011-12-16
7,23342.0,False,2,2011-12-02
10,2218.66,True,2,2011-12-30
81,6179.01,False,2,2011-12-16
96,12904.28,False,2,2011-12-09
7,3162.77,False,2,2011-12-09
35,49964.33,False,2,2011-12-09
79,1395.19,False,2,2011-12-16
25,1874.29,False,2,2011-12-09
95,4804.48,False,2,2011-12-02
34,22159.86,True,2,2011-12-30
46,4863.47,False,2,2011-12-16
99,27665.34,True,2,2011-12-30
8,12723.21,False,2,2011-12-16
82,2875.07,False,2,2011-12-16
18,30592.57,False,2,2011-12-23
71,1136.63,True,2,2011-12-30
18,207.91,False,2,2011-12-16
83,2.51,False,2,2011-12-02
4,1311.52,True,2,2011-12-30
4,15646.62,False,2,2011-12-02
2,69893.84,False,2,2011-12-23
11,20376.01,False,2,2011-12-02
52,12111.65,True,2,2011-12-30
1,8305.8,False,2,2011-12-09
58,15165.3,False,2,2011-12-09
32,657.9,False,2,2011-12-16
9,65634.74,False,2,2011-12-23
83,152032.39,False,2,2011-12-23
6,11059.34,False,2,2011-12-16
29,13980.04,False,2,2011-12-02
49,1319.62,False,2,2011-12-02
7,12555.91,False,2,2011-12-02
49,22336.1,False,2,2011-12-09
1,12325.34,True,2,2011-12-30
49,64929.63,True,2,2011-12-30
35,8688.26,False,2,2011-12-16
19,30171.82,False,2,2011-12-30
