Date,Dept,IsHoliday,Store,Weekly_Sales
2011-12-11,93,False,2879262,5282.52
2011-12-26,92,False,2879262,170.82
2011-12-11,96,False,2879262,31.65
2011-12-14,49,True,2879262,1758.3
2011-12-02,38,False,2879262,640.55
2011-12-11,13,False,2879262,12011.48
2011-12-21,29,True,2879262,379.66
2011-12-26,40,True,2879262,31832.79
2011-12-16,6,True,2879262,347.86
2011-12-15,67,False,2879262,2078.63
2011-12-02,8,False,2879262,15761.76
2011-12-24,58,False,2879262,12762.0
2011-12-20,27,True,2879262,52.06
2011-12-21,19,False,2879262,7491.22
2011-12-11,71,False,2879262,13299.77
2011-12-22,83,False,2879262,17136.8
2011-12-19,96,False,2879262,71.5
2011-12-16,42,False,2879262,1313.45
2011-12-16,22,False,2879262,4122.25
2011-12-06,38,False,2879262,39195.82
2011-12-10,35,False,2879262,580.02
2011-12-02,1,False,2879262,583.31
2011-12-02,55,False,2879262,581.63
2011-12-16,93,False,2879262,370.09
2011-12-02,83,False,2879262,176.61
2011-12-14,31,True,2879262,5488.87
2011-12-12,44,False,2879262,445.44
2011-12-13,92,False,2879262,1303.18
2011-12-02,35,False,2879262,860.4
2011-12-02,91,False,2879262,27861.8
2011-12-02,34,False,2879262,38.71
2011-12-20,18,False,2879262,7031.97
2011-12-06,38,False,2879262,814.51
2011-12-05,18,False,2879262,2718.68
2011-12-02,1,False,2879262,22030.38
2011-12-04,17,False,2879262,4270.93
2011-12-19,40,False,2879262,1893.85
2011-12-18,71,False,2879262,1477.27
2011-12-19,13,False,2879262,16525.18
2011-12-25,54,True,2879262,1078.21
2011-12-09,98,False,2879262,25.41
2011-12-20,60,False,2879262,136.3
2011-12-21,98,False,2879262,1407.03
2011-12-06,87,False,2879262,1241.17
2011-12-18,41,False,2879262,9506.84
2011-12-04,22,False,2879262,31147.34
2011-12-21,26,True,2879262,35.82
2011-12-14,8,False,2879262,68548.87
2011-12-26,11,True,2879262,143.45
2011-12-25,20,True,2879262,272.3
2011-12-02,67,False,2879262,20350.3
2011-12-09,8,False,2879262,51180.23
2011-12-26,40,True,2879262,3288.96
2011-12-02,49,False,2879262,13705.34
2011-12-17,14,False,2879262,3429.15
2011-12-02,87,False,2879262,59859.11
2011-12-26,10,True,2879262,5349.46
2011-12-02,27,False,2879262,4854.33
2011-12-23,79,True,2879262,190.91
2011-12-02,46,False,2879262,110.48
2011-12-03,79,False,2879262,27909.48
2011-12-19,26,False,2879262,221.59
2011-12-02,10,False,2879262,707.2
2011-12-25,80,False,2879262,19057.13
2011-12-23,25,False,2879262,1084.86
2011-12-24,10,False,2879262,2257.77
2011-12-02,31,False,2879262,34.42
2011-12-02,97,False,2879262,13114.86
2011-12-26,32,True,2879262,14558.55
2011-12-07,13,False,2879262,463.69
2011-12-06,96,False,2879262,4195.78
2011-12-05,26,False,2879262,7522.37
2011-12-07,23,False,2879262,42869.56
2011-12-26,22,True,2879262,113.47
2011-12-14,33,False,2879262,12201.17
2011-12-25,25,True,2879262,18163.53
2011-12-26,58,True,2879262,1686.09
2011-12-20,83,True,2879262,153.38
2011-12-09,40,False,2879262,115.86
2011-12-17,54,False,2879262,8368.95
2011-12-24,81,True,2879262,91.32
2011-12-07,21,False,2879262,3931.34
2011-12-02,11,False,2879262,12718.34
2011-12-26,93,False,2879262,2205.66
2011-12-05,94,False,2879262,6880.9
2011-12-21,18,False,2879262,1443.92
2011-12-16,96,False,2879262,3826.36
2011-12-02,85,False,2879262,6953.73
2011-12-25,72,False,2879262,122.38
2011-12-07,20,True,2879262,29.18
2011-12-02,90,False,2879262,263.13
2011-12-19,85,False,2879262,18257.15
2011-12-21,42,False,2879262,324.8
2011-12-11,98,False,2879262,79.22
2011-12-02,11,False,2879262,1609.65
2011-12-03,9,False,2879262,51743.92
2011-12-02,67,False,2879262,65334.01
2011-12-25,60,True,2879262,50.89
2011-12-21,98,True,2879262,5375.5
2011-12-02,22,False,2879262,7349.89
2011-12-16,95,False,2879262,4803.76
2011-12-02,22,False,2879262,5040.9
2011-12-10,97,False,2879262,623.44
2011-12-10,8,False,2879262,343.8
2011-12-02,32,False,2879262,4628.65
2011-12-02,27,False,2879262,10702.89
2011-12-12,52,False,2879262,26.71
2011-12-21,79,False,2879262,635.82
2011-12-15,91,False,2879262,2875.74
2011-12-20,79,True,2879262,31091.59
2011-12-03,80,False,2879262,135.02
2011-12-14,32,False,2879262,236.87
2011-12-19,56,False,2879262,541.37
2011-12-17,98,True,2879262,25294.24
2011-12-11,52,True,2879262,101.97
2011-12-13,33,False,2879262,12692.82
2011-12-25,27,False,2879262,16413.43
2011-12-23,97,False,2879262,1274.44
2011-12-14,7,False,2879262,317.1
2011-12-02,48,False,2879262,669.55
2011-12-15,49,False,2879262,508.17
2011-12-02,56,False,2879262,3389.31
2011-12-13,5,False,2879262,513.37
2011-12-18,83,False,2879262,14849.48
2011-12-03,6,False,2879262,65.02
2011-12-02,80,False,2879262,5644.52
2011-12-02,30,False,2879262,60.05
2011-12-25,95,False,2879262,18389.3
2011-12-22,41,True,2879262,3834.15
2011-12-22,14,True,2879262,4221.67
2011-12-02,72,False,2879262,39984.77
2011-12-25,40,False,2879262,2823.94
2011-12-02,22,False,2879262,10510.27
2011-12-03,28,False,2879262,436.75
2011-12-22,23,False,2879262,5114.96
2011-12-17,83,False,2879262,25.78
2011-12-06,83,True,2879262,14133.11
2011-12-11,49,False,2879262,2694.66
2011-12-23,52,False,2879262,5672.71
2011-12-08,37,False,2879262,19366.84
2011-12-02,67,False,2879262,561.82
2011-12-02,21,False,2879262,59461.13
2011-12-02,5,False,2879262,605.49
2011-12-23,17,False,2879262,11537.2
2011-12-26,4,True,2879262,1060.79
2011-12-08,80,False,2879262,42.52
2011-12-26,91,True,2879262,1713.7
2011-12-02,27,False,2879262,7495.83
2011-12-11,40,False,2879262,98.34
2011-12-05,7,False,2879262,15225.22
2011-12-08,20,True,2879262,12082.53
2011-12-22,28,False,2879262,1377.16
2011-12-02,87,False,2879262,29736.4
2011-12-21,98,False,2879262,2322.57
2011-12-05,38,False,2879262,3883.07
2011-12-19,52,False,2879262,25.81
2011-12-08,6,False,2879262,23159.43
2011-12-19,85,False,2879262,1140.46
2011-12-12,14,False,2879262,52.88
2011-12-03,3,False,2879262,5728.05
2011-12-17,4,True,2879262,158.9
2011-12-21,20,False,2879262,575.5
2011-12-19,74,False,2879262,4554.55
2011-12-09,96,False,2879262,204.3
2011-12-02,5,False,2879262,369.49
2011-12-26,31,False,2879262,3569.01
2011-12-11,60,False,2879262,3881.52
2011-12-12,87,True,2879262,13586.87
2011-12-09,12,False,2879262,1714.71
2011-12-13,87,False,2879262,7960.41
2011-12-26,60,True,2879262,39.36
2011-12-21,94,False,2879262,2201.19
2011-12-02,72,False,2879262,115.44
2011-12-08,21,False,2879262,9337.49
2011-12-07,93,False,2879262,28870.0
2011-12-23,87,False,2879262,7716.6
2011-12-04,96,False,2879262,2173.4
2011-12-02,95,False,2879262,3780.51
2011-12-02,98,False,2879262,4160.57
2011-12-16,98,False,2879262,563.51
2011-12-10,97,False,2879262,681.04
2011-12-09,81,True,2879262,270.57
2011-12-04,74,False,2879262,5099.88
2011-12-23,26,False,2879262,6726.52
2011-12-25,30,False,2879262,577.28
2011-12-03,85,False,2879262,507.53
2011-12-09,77,False,2879262,148.46
2011-12-14,44,False,2879262,1618.34
2011-12-09,94,False,2879262,7156.7
2011-12-19,36,False,2879262,25.53
2011-12-05,35,False,2879262,4573.51
2011-12-15,91,False,2879262,20540.83
2011-12-26,1,False,2879262,2404.74
2011-12-02,40,False,2879262,1310.58
2011-12-25,91,True,2879262,14160.48
2011-12-25,42,True,2879262,870.49
2011-12-10,79,False,2879262,40954.9
2011-12-03,83,False,2879262,6054.85
2011-12-11,93,False,2879262,2715.61
2011-12-09,29,False,2879262,746.32
2011-12-23,16,False,2879262,433.95
2011-12-06,7,False,2879262,30205.25
2011-12-23,80,False,2879262,36038.1
2011-12-24,7,True,2879262,10762.96
2011-12-03,47,False,2879262,16236.5
2011-12-26,81,True,2879262,25.2
2011-12-13,30,False,2879262,14298.9
2011-12-15,34,False,2879262,13858.16
2011-12-04,42,False,2879262,675.57
2011-12-17,98,False,2879262,2804.94
2011-12-24,19,False,2879262,17239.31
2011-12-14,83,True,2879262,695.59
2011-12-26,94,True,2879262,45216.41
2011-12-05,91,False,2879262,685.71
2011-12-02,16,False,2879262,2186.23
2011-12-02,8,False,2879262,26.35
2011-12-11,56,False,2879262,51.52
2011-12-18,94,True,2879262,8046.62
2011-12-19,3,False,2879262,7008.64
2011-12-17,22,False,2879262,2993.4
2011-12-23,46,False,2879262,1353.81
2011-12-02,83,False,2879262,56.97
2011-12-25,38,True,2879262,42639.46
2011-12-03,72,False,2879262,1655.07
2011-12-16,24,False,2879262,2244.1
2011-12-10,30,False,2879262,15408.96
2011-12-24,82,True,2879262,3784.61
2011-12-02,87,False,2879262,8738.94
2011-12-18,25,False,2879262,2880.19
2011-12-06,58,False,2879262,1722.17
2011-12-02,97,False,2879262,1437.04
2011-12-08,13,False,2879262,1676.87
2011-12-03,32,False,2879262,245.02
2011-12-16,81,False,2879262,12034.53
2011-12-14,79,False,2879262,3952.75
2011-12-02,71,False,2879262,1355.58
2011-12-02,58,False,2879262,5769.53
2011-12-22,41,False,2879262,718.37
2011-12-26,31,True,2879262,1682.2
2011-12-07,59,False,2879262,4307.35
2011-12-20,28,False,2879262,1798.29
2011-12-12,18,True,2879262,176.1
2011-12-26,98,True,2879262,7264.31
2011-12-07,8,False,2879262,3881.45
2011-12-04,98,False,2879262,26186.1
2011-12-22,98,False,2879262,2448.24
2011-12-05,18,False,2879262,64.62
2011-12-04,96,False,2879262,10007.67
2011-12-21,5,False,2879262,10663.05
2011-12-22,83,False,2879262,3259.62
2011-12-15,1,False,2879262,258.89
2011-12-02,3,False,2879262,21999.2
2011-12-25,18,True,2879262,9004.33
2011-12-02,96,False,2879262,962.49
2011-12-09,38,False,2879262,7242.7
2011-12-17,10,False,2879262,1836.62
2011-12-16,67,False,2879262,15680.49
2011-12-15,46,False,2879262,14450.54
2011-12-02,32,False,2879262,25009.52
2011-12-09,58,False,2879262,66.45
2011-12-05,8,False,2879262,16919.34
2011-12-22,16,False,2879262,1118.17
2011-12-10,9,False,14285559,16433.08
2011-12-11,18,False,14285559,22098.2
2011-12-02,74,False,14285559,11328.18
2011-12-19,41,False,14285559,15372.96
2011-12-19,27,False,14285559,4987.61
2011-12-11,92,False,14285559,13630.8
2011-12-23,21,True,14285559,44616.93
2011-12-20,87,False,14285559,5883.77
2011-12-14,33,True,14285559,3449.48
2011-12-08,49,False,14285559,378.29
2011-12-16,95,True,14285559,3540.48
2011-12-06,32,False,14285559,2501.05
2011-12-06,41,False,14285559,3482.94
2011-12-18,60,False,14285559,15575.68
2011-12-03,96,False,14285559,9458.34
2011-12-07,8,False,14285559,17466.34
2011-12-07,90,False,14285559,1167.79
2011-12-13,67,False,14285559,10587.19
2011-12-11,71,False,14285559,6888.7
2011-12-20,22,True,14285559,14505.55
2011-12-18,2,False,14285559,9860.3
2011-12-03,54,False,14285559,1723.41
2011-12-16,58,True,14285559,9969.84
2011-12-02,71,True,14285559,5060.22
2011-12-15,80,False,14285559,8534.34
2011-12-02,83,False,14285559,14697.86
2011-12-02,16,False,14285559,12478.76
2011-12-07,54,False,14285559,67887.8
2011-12-14,14,True,14285559,20211.31
2011-12-06,26,False,14285559,23536.66
2011-12-17,80,True,14285559,6851.43
2011-12-02,4,False,14285559,21210.8
2011-12-02,1,False,14285559,30806.41
2011-12-02,83,False,14285559,11343.11
2011-12-02,22,False,14285559,6196.95
2011-12-24,44,True,14285559,1726.17
2011-12-02,16,True,14285559,4174.19
2011-12-14,30,False,14285559,1687.5
2011-12-08,17,False,14285559,64641.84
2011-12-15,97,False,14285559,12345.32
2011-12-24,46,True,14285559,13397.31
2011-12-02,7,False,14285559,28450.53
2011-12-17,10,False,14285559,6312.45
2011-12-22,59,False,14285559,16462.33
2011-12-07,81,False,14285559,9615.92
2011-12-21,3,True,14285559,24612.11
2011-12-04,60,False,14285559,2265.4
2011-12-22,7,False,14285559,6004.6
2011-12-06,92,False,14285559,394.21
2011-12-22,95,False,14285559,4556.4
2011-12-24,2,True,14285559,34027.79
2011-12-21,5,False,14285559,13247.17
2011-12-11,96,False,14285559,7049.26
2011-12-02,95,False,14285559,3832.69
2011-12-19,29,False,14285559,14715.52
2011-12-07,55,False,14285559,796.83
2011-12-19,52,False,14285559,25408.86
2011-12-06,28,False,14285559,1884.61
2011-12-23,10,False,14285559,16256.73
2011-12-21,27,False,14285559,10223.77
2011-12-10,46,False,14285559,13304.24
2011-12-20,3,False,14285559,15705.26
2011-12-02,8,False,14285559,24423.84
2011-12-09,35,True,14285559,16966.97
2011-12-02,55,False,14285559,8300.79
2011-12-16,82,True,14285559,3674.64
2011-12-11,18,True,14285559,14658.17
2011-12-24,35,True,14285559,9314.94
2011-12-09,26,True,14285559,3361.44
2011-12-10,33,False,14285559,13571.33
2011-12-08,95,False,14285559,561.79
2011-12-23,36,False,14285559,6437.0
2011-12-07,9,True,14285559,11037.86
2011-12-21,42,True,14285559,4257.23
2011-12-15,74,False,14285559,4774.42
2011-12-22,52,False,14285559,15046.73
2011-12-04,7,False,14285559,28763.99
2011-12-11,27,False,14285559,6159.97
2011-12-16,40,False,14285559,1541.98
2011-12-19,96,False,14285559,3659.37
2011-12-05,27,False,14285559,1591.29
2011-12-02,72,False,14285559,-260.4
2011-12-02,67,False,14285559,2131.31
2011-12-07,14,False,14285559,12891.22
2011-12-02,36,False,14285559,10938.63
2011-12-14,54,True,14285559,9076.55
2011-12-06,22,False,14285559,3164.96
2011-12-08,23,False,14285559,4271.03
2011-12-02,56,False,14285559,1787.08
2011-12-03,97,False,14285559,2881.48
2011-12-02,23,False,14285559,3478.59
2011-12-20,46,True,14285559,4264.14
2011-12-02,36,False,14285559,4351.85
2011-12-06,59,False,14285559,1003.17
2011-12-15,96,False,14285559,-271.56
2011-12-07,72,False,14285559,340.55
2011-12-15,26,False,14285559,7235.97
2011-12-11,26,False,14285559,15892.28
2011-12-22,72,False,14285559,1031.96
2011-12-20,12,True,14285559,20471.88
2011-12-02,4,False,14285559,55366.22
2011-12-08,11,False,14285559,16981.84
2011-12-12,14,False,14285559,26732.55
2011-12-02,35,False,14285559,7715.83
2011-12-20,44,False,14285559,1426.15
2011-12-16,96,False,14285559,2313.79
2011-12-07,7,True,14285559,13137.37
2011-12-24,98,False,14285559,-1.36
2011-12-24,2,True,14285559,10509.21
2011-12-19,8,True,14285559,11681.31
2011-12-05,95,False,14285559,1842.92
2011-12-23,97,False,14285559,-63.36
2011-12-23,14,True,14285559,17637.73
2011-12-03,94,False,14285559,6910.66
2011-12-16,40,False,14285559,2458.81
2011-12-02,99,False,14285559,908.14
2011-12-24,8,True,14285559,20784.51
2011-12-04,80,False,14285559,2159.85
2011-12-11,10,True,14285559,29597.94
2011-12-02,38,False,14285559,9976.06
2011-12-13,94,False,14285559,3782.26
2011-12-11,13,False,14285559,3325.21
2011-12-02,49,False,14285559,232.47
2011-12-24,36,False,14285559,8577.82
2011-12-18,18,False,14285559,6705.66
2011-12-21,24,True,14285559,3578.46
2011-12-02,35,False,14285559,1021.16
2011-12-02,92,False,14285559,18660.23
2011-12-24,34,True,14285559,10606.04
2011-12-02,38,True,14285559,3603.23
2011-12-03,54,False,14285559,20889.96
2011-12-09,80,False,14285559,1405.96
2011-12-21,96,False,14285559,1021.59
2011-12-20,5,True,14285559,9126.57
2011-12-18,72,False,14285559,5868.87
2011-12-23,52,True,14285559,7247.64
2011-12-22,11,True,14285559,30695.57
2011-12-07,11,False,14285559,26265.33
2011-12-02,22,False,14285559,9330.19
2011-12-18,49,False,14285559,5964.8
2011-12-12,6,True,14285559,41568.08
2011-12-09,58,False,14285559,1523.63
2011-12-06,94,True,14285559,1562.38
2011-12-22,9,False,14285559,21903.09
2011-12-05,67,False,14285559,10090.97
2011-12-18,21,False,14285559,1021.03
2011-12-13,28,False,14285559,9297.67
2011-12-04,79,False,14285559,3260.93
2011-12-16,5,False,14285559,12554.9
2011-12-02,17,True,14285559,11517.26
2011-12-02,46,False,14285559,6725.72
2011-12-21,60,False,14285559,13860.96
2011-12-12,13,False,14285559,10950.88
2011-12-02,10,False,14285559,32890.84
2011-12-02,74,False,14285559,4.9
2011-12-19,98,True,14285559,1627.83
2011-12-19,98,False,14285559,4781.98
2011-12-15,3,False,14285559,20629.94
2011-12-15,26,False,14285559,65121.09
2011-12-02,93,False,14285559,1532.2
2011-12-12,35,False,14285559,21829.01
2011-12-03,82,False,14285559,3475.57
2011-12-02,24,False,14285559,29995.77
2011-12-06,28,False,14285559,744.13
2011-12-02,90,False,14285559,549.64
2011-12-07,90,False,14285559,123.9
2011-12-02,7,False,14285559,12200.53
2011-12-13,14,False,14285559,12649.31
2011-12-10,33,False,14285559,19127.34
2011-12-22,82,False,14285559,13783.84
2011-12-02,28,False,14285559,10492.57
2011-12-06,19,False,14285559,4236.42
2011-12-12,16,False,14285559,6741.13
2011-12-18,80,False,14285559,69065.99
2011-12-02,22,True,14285559,28098.7
2011-12-17,79,False,14285559,6680.84
2011-12-24,38,False,14285559,3763.82
2011-12-16,12,False,14285559,24564.95
2011-12-10,21,False,14285559,46.05
2011-12-02,40,False,14285559,1549.19
2011-12-07,22,False,14285559,6373.45
2011-12-02,94,False,14285559,4792.48
2011-12-10,27,False,14285559,9.23
2011-12-20,54,False,14285559,5817.49
2011-12-02,33,True,14285559,1951.61
2011-12-04,72,False,14285559,2736.91
2011-12-02,32,False,14285559,3052.18
2011-12-23,31,False,14285559,12102.55
2011-12-19,28,True,14285559,11657.73
2011-12-20,36,True,14285559,10107.88
2011-12-03,98,False,14285559,1563.32
2011-12-22,16,False,14285559,6080.73
2011-12-02,95,False,14285559,3255.78
2011-12-02,46,True,14285559,8484.81
2011-12-20,35,False,14285559,4967.17
2011-12-02,3,False,14285559,6682.75
2011-12-09,87,True,14285559,26944.44
2011-12-09,41,False,14285559,6125.04
2011-12-21,28,False,14285559,9853.28
2011-12-15,91,False,14285559,5579.16
2011-12-02,48,False,14285559,9788.78
2011-12-15,98,False,14285559,696.18
2011-12-02,52,False,14285559,55.57
2011-12-23,46,False,14285559,1989.32
2011-12-23,12,True,14285559,3038.83
2011-12-02,14,False,14285559,14390.08
2011-12-23,7,False,14285559,25951.36
2011-12-05,85,False,14285559,1690.14
2011-12-02,18,False,14285559,5096.29
2011-12-13,93,True,14285559,1636.48
2011-12-13,87,True,14285559,7716.21
2011-12-19,18,False,14285559,2105.99
2011-12-05,97,False,14285559,4811.93
2011-12-16,13,False,14285559,18091.1
2011-12-06,60,False,14285559,5635.6
2011-12-02,4,False,14285559,12623.56
2011-12-19,92,False,14285559,-21.34
2011-12-13,18,False,14285559,9042.4
2011-12-03,14,False,14285559,1083.96
2011-12-09,82,False,14285559,-151.13
2011-12-08,21,True,14285559,2897.11
2011-12-15,17,False,14285559,3336.69
2011-12-17,32,False,14285559,11222.25
2011-12-02,14,False,14285559,5568.85
2011-12-02,60,False,14285559,-228.08
2011-12-23,13,False,14285559,5906.21
2011-12-09,46,False,14285559,10029.28
2011-12-14,79,False,14285559,20330.87
2011-12-08,44,False,14285559,880.01
2011-12-15,44,False,14285559,2453.39
2011-12-19,2,False,14285559,23906.89
2011-12-15,22,False,14285559,24114.3
2011-12-02,40,False,14285559,13841.71
2011-12-13,81,False,14285559,1962.34
2011-12-16,92,False,14285559,10885.0
2011-12-21,31,False,14285559,17912.55
2011-12-02,49,False,14285559,26770.55
2011-12-02,79,False,14285559,6341.16
2011-12-02,67,False,14285559,23682.82
2011-12-05,14,False,14285559,32482.76
2011-12-02,24,False,14285559,28212.02
2011-12-02,26,False,14285559,24863.63
2011-12-05,71,False,14285559,7773.34
2011-12-22,33,False,14285559,3620.27
2011-12-21,8,False,14285559,1417.71
2011-12-02,37,False,14285559,14605.11
2011-12-02,22,False,14285559,16662.94
2011-12-10,33,False,14285559,10120.25
2011-12-09,56,False,14285559,16585.28
2011-12-02,3,False,14285559,7359.75
2011-12-06,71,False,14285559,2903.07
2011-12-19,79,False,14285559,12261.6
2011-12-23,21,True,14285559,306.59
2011-12-02,55,False,14285559,4095.9
2011-12-23,32,False,14285559,23813.75
2011-12-21,10,True,14285559,15369.56
2011-12-20,95,False,14285559,10719.53
2011-12-04,74,False,14285559,9729.7
2011-12-07,35,False,14285559,14634.42
2011-12-04,33,False,14285559,3647.62
2011-12-17,13,False,14285559,2323.25
2011-12-19,95,False,14285559,119.55
2011-12-24,74,False,14285559,7583.15
2011-12-23,42,True,14285559,3009.76
2011-12-08,93,False,14285559,9487.54
2011-12-13,1,False,14285559,32345.17
2011-12-18,80,True,14285559,5905.13
2011-12-20,60,False,14285559,871.35
2011-12-02,41,False,14285559,6789.09
2011-12-10,23,False,14285559,37076.0
2011-12-23,52,False,14285559,2669.0
2011-12-05,26,True,14285559,29403.97
2011-12-24,67,False,14285559,23343.41
2011-12-02,35,False,14285559,20755.17
2011-12-02,81,False,14285559,338.31
2011-12-02,31,False,14285559,83.51
2011-12-02,13,False,14285559,7092.12
2011-12-15,46,True,14285559,40233.08
2011-12-21,52,False,14285559,-44.04
2011-12-16,34,False,14285559,2162.16
2011-12-19,16,False,14285559,6330.56
2011-12-02,27,False,14285559,18119.66
2011-12-24,81,True,14285559,9649.81
2011-12-02,56,False,14285559,16872.02
2011-12-14,34,False,14285559,2836.69
2011-12-16,85,True,14285559,5816.45
2011-12-20,23,False,14285559,21769.03
2011-12-02,85,False,14285559,2275.81
2011-12-17,30,False,14285559,508.2
2011-12-04,40,False,14285559,2814.59
2011-12-02,80,False,14285559,26579.34
2011-12-07,46,False,14285559,1250.72
2011-12-02,32,False,14285559,2429.26
2011-12-17,58,False,14285559,10394.93
2011-12-12,38,False,14285559,8278.19
2011-12-02,49,False,14285559,2169.42
2011-12-02,93,False,14285559,5816.59
2011-12-17,13,False,14285559,3531.27
2011-12-22,12,True,14285559,10632.03
2011-12-09,47,False,14285559,1051.89
2011-12-17,23,False,14285559,1200.31
2011-12-03,25,True,14285559,7606.58
2011-12-24,10,True,14285559,66603.92
2011-12-10,59,False,14285559,71.98
2011-12-10,90,False,14285559,25385.9
2011-12-13,16,False,14285559,67672.15
2011-12-02,21,False,14285559,578.71
2011-12-04,81,False,14285559,26062.91
2011-12-22,54,True,14285559,755.56
2011-12-18,22,False,14285559,8780.38
2011-12-12,28,True,14285559,-146.75
2011-12-05,98,True,14285559,251.57
2011-12-23,31,True,14285559,6334.43
2011-12-02,44,False,14285559,13995.77
2011-12-11,71,False,14285559,5552.13
2011-12-14,35,True,14285559,3354.75
2011-12-19,72,False,14285559,11785.94
2011-12-19,72,False,14285559,7164.35
2011-12-06,97,False,14285559,855.29
2011-12-02,14,False,14285559,4198.64
2011-12-15,92,False,14285559,-36.53
2011-12-18,21,True,14285559,4184.06
2011-12-06,22,False,14285559,3720.01
2011-12-02,12,False,14285559,5959.13
2011-12-07,32,False,14285559,16153.66
2011-12-16,21,False,14285559,6668.87
2011-12-07,90,False,14285559,2019.87
2011-12-14,36,False,14285559,4178.42
2011-12-04,74,False,14285559,4143.08
2011-12-19,30,False,14285559,1341.03
2011-12-10,18,True,14285559,28954.42
2011-12-08,41,False,14285559,17538.59
2011-12-02,41,False,14285559,8631.66
2011-12-09,28,False,14285559,9534.09
2011-12-06,92,False,14285559,537.41
2011-12-02,12,False,14285559,8144.5
2011-12-02,85,False,14285559,1873.32
2011-12-14,35,False,14285559,3575.6
2011-12-16,40,False,14285559,4368.3
2011-12-02,52,False,14285559,3768.54
2011-12-02,44,False,14285559,22695.74
2011-12-22,92,False,14285559,2269.28
2011-12-02,97,False,14285559,4461.44
2011-12-02,22,True,14285559,2168.95
2011-12-03,4,False,14285559,9816.84
2011-12-03,92,False,14285559,-158.49
2011-12-20,58,True,14285559,-150.91
2011-12-20,92,True,14285559,14490.01
2011-12-02,35,False,14285559,1647.59
2011-12-23,60,False,14285559,50487.38
2011-12-04,16,False,14285559,2244.82
2011-12-06,87,False,14285559,7738.9
2011-12-13,48,True,14285559,11631.7
2011-12-24,30,True,14285559,4819.32
2011-12-10,59,True,14285559,7045.42
2011-12-02,21,False,14285559,11052.11
2011-12-02,90,False,14285559,17776.19
2011-12-19,83,False,14285559,9065.93
2011-12-02,42,False,14285559,18020.06
2011-12-20,52,True,14285559,208.8
2011-12-20,36,True,14285559,17240.76
2011-12-02,3,False,14285559,2678.17
2011-12-02,29,False,14285559,6246.06
2011-12-04,81,False,14285559,2832.05
2011-12-23,56,True,14285559,4687.77
2011-12-14,12,False,14285559,22449.24
2011-12-02,26,False,14285559,10046.05
2011-12-02,80,False,14285559,12927.82
2011-12-03,9,False,14285559,20904.84
2011-12-03,60,False,14285559,2494.15
2011-12-23,40,False,14285559,14761.91
2011-12-04,41,False,9798665,18164.67
2011-12-03,59,False,9798665,8861.23
2011-12-09,36,True,9798665,6115.87
2011-12-03,42,False,9798665,677.29
2011-12-09,19,False,9798665,2196.12
2011-12-13,82,False,9798665,-31.53
2011-12-02,67,False,9798665,1209.17
2011-12-09,28,False,9798665,-53.5
2011-12-02,3,False,9798665,4192.31
2011-12-23,7,False,9798665,2615.1
2011-12-03,5,False,9798665,-52.09
