CPI,Date,Fuel_Price,IsHoliday,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,Store,Temperature,Unemployment
170.8783683,2011-12-17,3.365,False,7639.2583,71434.56948916163,1374.018395235548,3039.7326218188973,26618.53,11845276,51.65,7.222
186.0216136,2011-12-26,3.489,True,2191.9007,104519.54,120.34996106232683,1864.1709783116553,13392.73,764285,37.24,8.805
185.4635,2011-12-02,3.635,False,2203.5248,49579.16112839183,5604.443987725035,1790.9858168715023,20830.63,764285,43.23,8.805
185.4678989,2011-12-02,3.624,False,1841.033,104519.54,5396.327082464701,1889.0069378629832,20840.91,764285,42.68,8.805
185.9222784,2011-12-28,3.488,True,2115.6864,59261.491300150665,293.39279136364956,344.76177028338327,6177.25,764285,37.24,8.805
185.6054574,2011-12-09,3.518,False,1895.9785,98254.20876970341,2417.754921716667,1777.0899051601696,17741.91,764285,38.16,8.805
196.4412847,2011-12-23,3.156,True,2298.4522,30697.691029248035,864.0054852409884,49.54748070436369,3880.27,12011041,40.83,7.76
195.9224174,2011-12-02,3.254,False,2630.8686,36615.77816995972,3444.8498263711945,1628.6686804696653,13638.7,12011041,41.41,7.76
195.9482299,2011-12-03,3.254,False,2919.2414,8098.701906455564,6921.765440979252,1591.13191480114,13638.67,12011041,40.91,7.76
196.5177171,2011-12-27,3.152,False,2495.0373,60440.04575337107,121.23075191759091,1518.9754131518173,6790.05,12011041,41.19,7.76
196.2640917,2011-12-15,3.226,False,2885.325,31629.94551920421,2212.1318294148346,1504.6745029661297,13422.65,12011041,40.04,7.76
165.2034301,2011-12-24,3.241,True,3581.0041,29998.964631935,211.55429593720748,3062.106435753792,1185.06,12478429,21.25,7.599
164.7293067,2011-12-02,3.366,False,1815.4898,6974.448501527831,3728.08606658885,2150.0502440736627,20581.56,12478429,33.23,7.599
164.7283886,2011-12-02,3.356,False,4053.4824,0.03,2902.265360454668,2424.129318327639,18440.64,12478429,24.28,7.599
165.2528969,2011-12-28,3.236,True,1528.7763,31129.317924975257,659.6903064892356,1250.9791310607031,2466.27,12478429,25.02,7.599
164.8490748,2011-12-13,3.275,False,3029.7205,15944.501885700862,1119.8014093744418,1822.1188018512487,7471.7,12478429,24.12,7.599
139.9096435,2011-12-21,3.274,False,4227.248,92284.20174199289,235.46489342974596,757.7690616670811,1230.96,16365361,50.61,7.159
139.572486,2011-12-02,3.35,False,3620.6473,102453.7556149932,5002.383523571988,2656.0667348189368,4260.53,16365361,57.2,7.159
139.5724875,2011-12-02,3.339,False,4604.1203,102201.58607924964,533.6783666843129,2483.2892484299846,4050.2,16365361,55.54,7.159
139.9989881,2011-12-26,3.259,True,779.4169,102297.70533885046,1175.2955537480755,1297.096569881957,2310.35,16365361,52.93,7.159
139.6563262,2011-12-12,3.31,False,4161.9559,101869.89021706778,618.0388787692536,1836.4028687248729,3292.93,16365361,55.09,7.159
203.6891916,2011-12-26,3.122,False,279.0641,24340.096916687147,1151.9464673129005,620.4235813614272,3208.66,10563809,43.42,9.43
202.961625,2011-12-02,3.185,False,5904.4259,44555.45154198859,1260.7526251988918,628.2260375695885,5697.99,10563809,49.61,9.43
202.9986274,2011-12-04,3.191,False,5991.5543,28557.551637030843,4084.7806092919145,620.4235816078883,5342.64,10563809,49.47,9.43
203.6027233,2011-12-26,3.115,True,5985.4349,44451.689036001335,42.79338704092308,620.4235813614272,3158.16,10563809,46.98,9.43
203.3115165,2011-12-15,3.172,False,5419.5072,36612.18130623139,1093.2740749068766,620.4235813614272,4010.8,10563809,48.51,9.43
147.7450486,2011-12-21,3.307,False,791.5496,32706.9243604626,73.81693072562251,2.0,1219.71,1539145,43.49,7.723
147.4831736,2011-12-02,3.408,False,3368.9917,35423.92815808949,73.81693072562251,1230.164645233595,4904.23,1539145,56.02,7.723
147.4833068,2011-12-02,3.412,False,656.0218,35268.39575606124,73.81693072562251,1225.0335002221302,4345.61,1539145,52.01,7.723
147.8429799,2011-12-28,3.307,True,3504.8286,34673.70891552697,73.81693072562251,674.3909837878182,1898.57,1539145,46.57,7.723
147.5830434,2011-12-13,3.327,False,2957.1975,34418.263599816746,73.81693072562251,921.2649444032588,2927.66,1539145,49.04,7.723
221.5709412,2011-12-26,3.172,False,4340.1671,94843.7456794593,158.77192173726115,1060.9464965832115,1695.67,5650212,49.09,6.03
220.9940303,2011-12-02,3.233,False,4522.4821,24582.452944265922,724.3988507249283,1095.9626525026772,6811.93,5650212,52.84,6.03
220.9903043,2011-12-05,3.231,False,4527.0357,22318.79516168577,394.37035966867194,1179.8985969910393,721.92,5650212,56.57,6.03
221.6362764,2011-12-26,3.176,False,2238.3731,78993.26870244482,471.2867869969286,345.67098793172175,7019.08,5650212,44.65,6.03
221.2972106,2011-12-17,3.203,False,4461.0959,47900.59410613822,379.0033271905749,726.299417890273,2507.4,5650212,50.31,6.03
202.7184937,2011-12-23,3.182,True,3211.3395,34011.32394986174,4.656861904368502,2.0,1913.99,11712778,49.62,7.157
202.0227844,2011-12-02,3.266,False,240.6612,49066.54162477355,-0.16154437219065892,2040.199498349302,1962.94,11712778,55.95,7.157
202.0353518,2011-12-02,3.254,False,240.9587,49297.418947277954,220.3267729328634,2.0,1982.49,11712778,54.79,7.157
202.7603337,2011-12-28,3.227,True,243.5901,33713.53005613871,-0.28482338309165417,2.0,1585.16,11712778,55.23,7.157
202.3780003,2011-12-12,3.243,False,1321.3554,44806.90885732226,27.354828653503098,2.0,1878.66,11712778,54.73,7.157
192.208958,2011-12-21,3.392,True,5241.9791,61249.117976199086,415.2775431024536,837.1640711663995,4295.57,4536565,42.62,7.57
191.7980447,2011-12-02,3.499,False,8491.9501,5104.878991794045,13306.59038721538,3732.750832180702,35906.36,4536565,46.56,7.57
191.8037464,2011-12-02,3.442,False,7530.8341,2189.45808670863,13304.204719416615,3030.934864492761,35906.35,4536565,49.9,7.57
192.2648016,2011-12-25,3.402,True,8063.0616,98367.31842614319,464.3578809914122,2765.2314912129564,3903.37,4536565,42.41,7.57
192.0211374,2011-12-15,3.405,False,7631.0891,29643.565346525782,6523.723330897601,2829.7108608136405,33854.06,4536565,43.47,7.57
145.9890007,2011-12-25,3.205,True,6379.0902,21263.941375108752,3494.2546577584585,2515.972080937404,4446.15,1490766,28.48,9.996
145.5860964,2011-12-02,3.336,False,9107.7069,8186.194954379624,4711.726542915988,6213.751487335143,34898.55,1490766,32.28,9.996
145.6641145,2011-12-10,3.285,False,7332.3705,0.03,9962.265775508913,6213.586805758482,35082.11,1490766,36.21,9.996
145.6732973,2011-12-22,3.205,True,9108.2051,78326.73708327273,274.7776642419755,3335.5647251301098,4445.98,1490766,28.48,9.996
145.7347268,2011-12-18,3.223,True,8842.5537,16263.21994760658,1891.6307306704944,5966.019963963457,13432.67,1490766,29.78,9.996
201.0648881,2011-12-27,3.15,False,4673.7133,38121.477545114634,486.99912153551657,1075.03801573332,3015.77,14945591,19.87,5.553
200.7029288,2011-12-02,3.285,False,7145.2215,3098.589356506878,1024.532117299185,1543.1939209504956,13532.74,14945591,23.67,5.553
200.7119126,2011-12-04,3.242,False,6603.867,0.03,1014.5526362031089,523.1014371900794,6675.76,14945591,18.85,5.553
200.9780651,2011-12-22,3.183,False,7214.0613,85529.1020611549,438.46921377223595,1880.595517128769,13424.85,14945591,24.53,5.553
200.8035752,2011-12-14,3.188,False,7148.8098,24380.763860313433,674.4242177987869,1107.0137566262526,9243.11,14945591,20.0,5.553
147.7850744,2011-12-26,3.313,True,1260.0088,65939.1127018383,128.09241991748385,4269.069836797822,4289.29,6488574,46.5,7.635
147.5137567,2011-12-02,3.383,False,940.8501,69407.01059092897,583.7862022298164,4845.299653839991,21687.41,6488574,56.82,7.635
147.5138619,2011-12-02,3.363,True,914.058,75986.54730941755,123.31156061985624,4835.798332274169,20585.9,6488574,59.69,7.635
147.7544484,2011-12-27,3.307,True,1776.4474,38728.91865744022,1111.0775910067596,1814.9390622317,13370.01,6488574,43.99,7.635
147.5475549,2011-12-11,3.324,True,964.0626,57924.15025068618,150.72300293092735,4087.377586229672,16019.71,6488574,53.44,7.635
161.3294799,2011-12-26,3.21,True,5394.9508,44820.546668805095,54.94323426620454,217.30606355059632,4573.11,16166434,44.92,9.65
160.8490403,2011-12-02,3.336,False,1114.0047,46560.81178750233,407.23656431984205,1682.2238460374308,5856.73,16166434,46.44,9.65
160.8521025,2011-12-07,3.336,False,5393.5385,46560.919338850916,31.173416760398283,1684.6387477800135,5811.04,16166434,47.03,9.65
161.3304904,2011-12-23,3.219,True,1118.392,33671.25430643458,684.7782639887847,183.96803763655078,4959.75,16166434,45.02,9.65
160.9966285,2011-12-18,3.309,False,5285.3811,46505.548753305295,254.5978010919362,630.7686335525284,5473.22,16166434,46.38,9.65
144.1108308,2011-12-24,3.278,False,6620.2564,37690.3176738085,829.1568646718098,832.0353229466234,4010.81,16116667,33.79,7.797
143.7932376,2011-12-02,3.437,False,7069.6414,442.3428287780537,9461.45266736194,6351.869175840909,34745.07,16116667,39.25,7.797
143.7937586,2011-12-02,3.414,False,4896.9166,0.03,9456.56409311108,1744.893764989386,34409.78,16116667,33.74,7.797
144.0717114,2011-12-27,3.313,False,8080.1132,82868.08322779753,364.2061991578819,6391.617944322171,3970.89,16116667,36.03,7.797
143.8683812,2011-12-12,3.359,False,6499.5882,6067.52728876712,6288.0044833571965,5687.719031411477,13126.49,16116667,34.14,7.797
152.9139844,2011-12-27,3.209,False,3172.0668,26603.62968652502,126.16734297531816,4287.9152102161925,22314.68,1154446,41.68,7.721
152.4055721,2011-12-02,3.304,False,1261.7128,13657.631468929105,330.6072046781497,577.8693372020052,21376.67,1154446,47.53,7.721
152.4126559,2011-12-03,3.33,False,1403.1563,7525.91816410132,281.64976175765054,4294.8913518554755,22353.63,1154446,40.28,7.721
153.0326572,2011-12-27,3.157,False,2806.933,28501.256109628368,173.17629092016062,102.59649046426033,2238.47,1154446,47.61,7.721
152.6204581,2011-12-15,3.239,False,2053.6856,16811.06300334508,181.98261115216962,4204.718724772409,19962.47,1154446,41.84,7.721
200.1571777,2011-12-24,3.294,True,2010.7142,52509.04912179696,748.6127736390503,517.0516048975171,11398.82,1924965,48.87,9.8
199.4999302,2011-12-02,3.412,False,3497.5988,93173.99630133789,2411.588093981298,3216.7093602435457,13784.3,1924965,53.74,9.8
199.5092191,2011-12-03,3.298,False,1186.7665,61105.88203595627,3053.4634470750443,3131.299579374974,13774.46,1924965,58.82,9.8
200.1963422,2011-12-20,3.302,True,4496.4406,99409.08583013066,96.16771394972068,1546.53821863175,6443.83,1924965,48.74,9.8
199.8284973,2011-12-12,3.296,False,2494.0365,80070.08456341,1334.5757083964731,2614.8530434903514,12319.97,1924965,52.33,9.8
167.1565023,2011-12-26,3.51,True,801.0752,75141.20722783565,28.824171619663474,2528.188904793545,462.54,13237662,44.82,7.811
166.9046225,2011-12-02,3.635,False,740.3076,59842.97749218384,2927.7285919873493,3456.1026222167866,11146.96,13237662,43.95,7.811
166.9383393,2011-12-04,3.546,False,740.2742,86046.13740891792,2928.7597662066905,4619.447453228999,11146.95,13237662,43.64,7.811
167.0996765,2011-12-26,3.52,True,2792.8245,37748.66920902674,19.360957292261467,2.0,3756.39,13237662,43.32,7.811
167.0406957,2011-12-15,3.522,False,740.9389,69375.81195573065,2169.2758242861373,3043.4739794648303,10906.9,13237662,43.34,7.811
178.5050537,2011-12-26,3.177,True,785.9465,20417.606813508475,8.256861226920696,741.6377576127022,1426.84,1623590,51.54,6.861
177.9133314,2011-12-02,3.275,False,239.2994,25972.672073603128,27.372047488293365,1698.9901011320226,2501.77,1623590,48.23,6.861
177.9330735,2011-12-02,3.275,False,772.1307,26048.836364233925,7.198152842476881,1812.3327425061984,2501.82,1623590,46.72,6.861
178.3184097,2011-12-24,3.155,True,421.1824,12067.362937928927,46.306573647820294,2.0,1213.16,1623590,51.6,6.861
178.1670277,2011-12-12,3.229,False,749.7102,22353.361710420497,14.435345947225827,1073.0187281961582,2434.99,1623590,48.41,6.861
207.2557648,2011-12-27,3.131,True,5490.7765,74679.63432417132,172.58427339124097,499.9412396226388,1544.74,12174865,49.83,7.374
206.5555987,2011-12-02,3.219,False,4794.4282,83421.9120296263,10.198661478345405,3874.7152748351627,15431.81,12174865,49.77,7.374
206.673784,2011-12-05,3.217,False,1831.9196,84095.83854492694,643.2347005180568,3596.6309191690293,15147.47,12174865,52.53,7.374
207.216453,2011-12-20,3.185,True,5490.8746,61376.08567213248,8.705431001539308,652.6471373327868,3229.75,12174865,49.19,7.374
207.0126138,2011-12-15,3.206,True,5470.2692,79497.77833564294,169.18835709650702,2078.8653223526767,11763.85,12174865,49.41,7.374
134.7757495,2011-12-22,3.272,False,3893.279,23690.82420898199,442.36661600408576,4678.446337336965,9510.75,12396579,29.87,6.963
134.5547222,2011-12-02,3.409,False,6041.4597,1945.19861415208,8057.36047713754,1462.3640364974972,3609.58,12396579,41.97,6.963
134.5547616,2011-12-03,3.384,False,7845.1268,0.03,8056.897924654821,4949.22604062949,3605.79,12396579,42.03,6.963
134.7927456,2011-12-25,3.27,False,2351.1954,47864.09393843356,8042.467483040631,320.82524388636665,2787.64,12396579,31.11,6.963
134.5968125,2011-12-15,3.304,False,5486.4343,10716.613376613708,8034.840286252101,3497.757729231626,3203.32,12396579,40.02,6.963
136.9142075,2011-12-25,3.234,False,7733.9311,104519.54,211.15183534184337,1570.331663652854,2016.12,2213040,33.97,7.073
136.7134461,2011-12-02,3.372,False,6178.0937,81919.8720054906,5807.433602811196,4776.634090071749,24584.24,2213040,33.97,7.073
136.7134743,2011-12-02,3.371,False,8111.9766,104519.54,211.15063783179795,4532.600435733263,18399.52,2213040,33.97,7.073
136.9119759,2011-12-22,3.215,False,3228.1955,47729.14603378792,5807.433602836347,3682.9048046231146,1811.11,2213040,34.56,7.073
136.7338118,2011-12-10,3.306,False,6764.9815,88874.31327414454,232.66027464963759,3837.06442029598,4744.54,2213040,33.97,7.073
215.2139451,2011-12-25,3.186,True,1886.9317,35951.40435383908,207.36071314656,1394.370095064466,3294.05,1779709,35.03,5.59
214.6309467,2011-12-02,3.268,False,614.6051,37408.76072633626,391.81479176957953,1142.1571768469382,5272.93,1779709,45.83,5.59
214.7130941,2011-12-02,3.268,False,1972.832,38378.39318178054,392.0240726841539,1286.252574134481,5273.19,1779709,44.37,5.59
215.1424294,2011-12-27,3.186,False,614.6046,30523.621112714776,136.66846276014775,231.20993489376332,360.42,1779709,41.25,5.59
214.9810512,2011-12-13,3.246,False,1158.0564,36556.07622695234,371.63647769438705,685.1114827380138,4984.01,1779709,42.75,5.59
146.8659156,2011-12-28,3.209,True,6853.5252,57815.589257513646,180.94776554727264,607.1975388126141,13713.49,10045201,48.33,5.602
146.4656217,2011-12-02,3.35,False,7476.5504,7817.618367678117,6920.997423735671,590.5920231846741,17987.17,10045201,46.71,5.602
146.4674119,2011-12-10,3.354,False,8150.6715,29359.77100974458,6920.771596837127,590.6293203574096,18019.61,10045201,50.47,5.602
146.791722,2011-12-18,3.188,True,3088.9002,27878.109424738657,180.26365150070112,590.5920209452217,1797.57,10045201,40.4,5.602
146.5457193,2011-12-17,3.282,False,5937.97,37386.85624912249,4120.274320558562,590.5936423319358,16924.2,10045201,48.76,5.602
193.6489845,2011-12-20,3.184,True,6987.6047,104519.54,35.83114695991234,944.8392823869679,3226.32,14447683,43.84,8.808
193.1682512,2011-12-02,3.222,False,7073.0905,57321.81988507753,190.82278379936668,5383.01690745576,31662.76,14447683,49.16,8.808
193.1992373,2011-12-02,3.184,False,2786.8282,96799.0833330883,35.512342651578976,4510.284099136338,31659.67,14447683,49.89,8.808
193.7212005,2011-12-21,3.203,False,7073.091,54905.20833930231,13090.031823236135,821.2667175825399,3528.02,14447683,43.22,8.808
193.4915997,2011-12-12,3.188,False,6929.3949,82263.29093192323,59.275842266610084,2246.7690807144613,25548.94,14447683,47.26,8.808
197.1977143,2011-12-26,3.393,True,3580.5466,52591.42107344264,131.4649306458614,891.1969860367433,1046.07,1088874,40.35,6.586
